N	2gram	Bakhtin_sl_2	Istorich
1	и в	39	28
2	может быть	37	25
3	и т	35	25
4	т д	2	22
5	не может	20	15
6	а не	14	15
7	никогда не	7	14
8	для нас	5	13
9	что в	3	12
10	то же	4	12
11	не только	24	12
12	только в	5	11
13	что он	2	10
14	все же	6	10
15	мы увидим	2	10
16	прежде всего	8	10
17	но и	21	10
18	мы не	2	10
19	в том	5	9
20	о том	2	9
21	то что	2	9
22	и не	22	9
23	не в	9	9
24	так и	15	9
25	не всегда	2	8
26	таким образом	8	8
27	в этом	16	8
28	но в	6	8
29	в этих	7	7
30	это не	5	7
31	том что	5	7
32	еще не	7	7
33	в ней	3	7
34	и др	4	7
35	а в	4	7
36	и здесь	2	7
37	с другой	5	6
38	не менее	4	6
39	что и	3	6
40	его в	4	6
41	так как	4	6
42	вместе с	2	6
43	должна быть	3	5
44	не знает	2	5
45	в одном	2	5
46	в дальнейшем	2	5
47	более или	2	5
48	но не	6	5
49	до сих	2	5
50	например в	5	5
51	сих пор	2	5
52	или менее	2	5
53	в своем	6	5
54	или в	2	5
55	сказать что	3	5
56	героя в	3	5
57	в его	7	5
58	все это	16	4
59	связи с	3	4
60	и другие	2	4
61	там где	6	4
62	обстоит дело	2	4
63	в пределах	13	4
64	но все	5	4
65	но это	3	4
66	в большинстве	6	4
67	одной стороны	5	4
68	но оно	2	4
69	даже в	2	4
70	один из	5	4
71	на него	2	4
72	а именно	2	4
73	так в	2	4
74	в связи	2	4
75	с этим	2	4
76	с одной	5	4
77	как и	6	4
78	и даже	7	4
79	хотя бы	3	4
80	и для	5	4
81	и с	9	4
82	и на	4	4
83	в основе	4	4
84	могут быть	7	4
85	они не	2	4
86	одним словом	2	4
87	все эти	6	4
88	здесь не	4	4
89	большинстве случаев	5	4
90	не все	2	4
91	точку зрения	3	3
92	перед нами	3	3
93	по себе	5	3
94	не с	3	3
95	на котором	2	3
96	именно в	2	3
97	для этого	4	3
98	на этом	3	3
99	при этом	7	3
100	с материалом	2	3
101	и их	5	3
102	или на	2	3
103	эти формы	4	3
104	должен быть	2	3
105	отношению к	4	3
106	того как	2	3
107	в форме	2	3
108	в их	2	3
109	уже не	5	3
110	и его	33	3
111	как мы	7	3
112	как это	3	3
113	или даже	3	3
114	по отношению	4	3
115	также и	2	3
116	в другом	2	3
117	во всем	4	3
118	в то	4	3
119	дело в	2	3
120	дело с	4	2
121	борьбы с	3	2
122	не могут	5	2
123	всех этих	4	2
124	отличие от	13	2
125	материала и	3	2
126	его и	2	2
127	и от	3	2
128	и потому	7	2
129	вовсе не	10	2
130	как уже	2	2
131	но мы	2	2
132	здесь в	3	2
133	даже на	3	2
134	к своему	9	2
135	его как	2	2
136	мы видели	2	2
137	в зависимости	4	2
138	и как	3	2
139	зависимости от	4	2
140	правда и	2	2
141	одна из	4	2
142	как о	2	2
143	связанные с	4	2
144	связано с	3	2
145	для него	7	2
146	и часто	3	2
147	с ним	7	2
148	как бы	7	2
149	о нем	2	2
150	подчеркнуть что	2	2
151	связи и	2	2
152	точка зрения	2	2
153	в нем	19	2
154	себя в	8	2
155	не знаем	2	2
156	во всех	12	2
157	в некоторых	3	2
158	конечно не	5	2
159	как в	13	2
160	в отличие	12	2
161	в особенности	3	2
162	отношения к	4	2
163	он не	2	2
164	в виде	2	2
165	на них	2	2
166	именно на	2	2
167	для всех	4	2
168	этих случаях	2	2
169	одним из	2	2
170	ни к	2	2
171	между тем	3	2
172	однако в	2	2
173	xix века	4	2
174	в основном	4	2
175	в себе	2	2
176	как он	2	2
177	которые в	2	2
178	в свете	3	2
179	и между	2	2
180	только с	2	2
181	в области	2	2
182	оно может	2	2
183	тогда когда	2	2
