N	2gram	Bakhtin_Pr_4	FransuaR
1	и в	46	45
2	то есть	40	25
3	и т.п	14	16
4	и не	27	15
5	не только	14	14
6	в этом	16	14
7	но в	6	14
8	в его	9	13
9	во всех	5	13
10	и его	6	13
11	как бы	19	12
12	что в	4	12
13	в своем	3	11
14	в романе	6	11
15	то же	6	11
16	у рабле	2	11
17	в то	5	11
18	прежде всего	9	10
19	в том	9	10
20	в нем	17	10
21	но и	12	10
22	как и	12	10
23	и с	7	10
24	же время	5	9
25	вовсе не	9	8
26	как мы	12	8
27	жизни и	5	8
28	таким образом	4	8
29	в самой	5	8
30	так же	3	8
31	с его	5	7
32	в конце	3	7
33	том что	4	7
34	не в	10	7
35	что и	3	7
36	все это	6	7
37	также и	3	7
38	потому что	4	7
39	и все	9	7
40	в атмосфере	2	6
41	что он	6	6
42	в этой	3	6
43	он не	4	6
44	здесь не	4	6
45	так и	4	6
46	мысли и	2	6
47	так как	5	6
48	есть и	2	5
49	здесь и	3	5
50	с ним	2	5
51	и к	9	5
52	но это	6	5
53	на этом	3	5
54	например в	4	5
55	одним из	3	5
56	хотя и	6	5
57	с ее	3	5
58	и их	3	5
59	как раз	7	5
60	не может	19	5
61	все эти	4	5
62	в себя	4	5
63	самом деле	4	5
64	и как	2	5
65	и на	11	5
66	на части	2	5
67	перед нами	12	4
68	же как	2	4
69	об этом	2	4
70	том числе	4	4
71	и во	3	4
72	очень часто	4	4
73	мы не	4	4
74	у него	5	4
75	и здесь	4	4
76	его как	2	4
77	такой же	3	4
78	но не	4	4
79	здесь в	2	4
80	ничего не	2	4
81	кроме того	4	4
82	своего рода	4	4
83	в самом	9	4
84	в сущности	7	4
85	в общем	2	4
86	и о	3	4
87	мы уже	3	4
88	вернемся к	2	4
89	в первой	2	4
90	в их	4	4
91	мы находим	5	4
92	а не	11	4
93	в карнавальном	2	4
94	и даже	3	4
95	а в	2	4
96	той же	3	4
97	можно было	2	4
98	сказать что	2	4
99	с этим	2	4
100	точки зрения	11	4
101	образов и	2	4
102	только в	6	4
103	о том	5	4
104	и это	3	4
105	бы в	3	4
106	не менее	2	3
107	поэтому и	2	3
108	и другие	3	3
109	в приведенном	3	3
110	как в	4	3
111	это не	5	3
112	в одной	2	3
113	из этих	3	3
114	в одном	11	3
115	словом и	3	3
116	находим в	2	3
117	ни в	6	3
118	по существу	3	3
119	но на	2	3
120	есть в	6	3
121	того же	3	3
122	смен и	3	3
123	для него	2	3
124	на площади	5	3
125	в своей	3	3
126	в заключение	2	3
127	до сих	8	3
128	не могло	2	3
129	здесь нет	3	3
130	вместе с	2	3
131	но она	2	3
132	сих пор	8	3
133	и одновременно	2	3
134	не было	2	3
135	еще и	4	3
136	с помощью	3	3
137	на этот	2	3
138	и он	6	3
139	и для	3	3
140	почти всегда	3	3
141	в которых	2	3
142	но он	3	3
143	он и	4	3
144	ведь и	5	3
145	в другом	2	3
146	в поэзии	2	3
147	но этот	3	3
148	как он	3	3
149	дело в	3	3
150	там где	2	3
151	не могут	3	2
152	если мы	5	2
153	на фоне	6	2
154	себя и	3	2
155	превращается в	4	2
156	хотя бы	2	2
157	в духе	2	2
158	на все	2	2
159	из своих	2	2
160	в условиях	3	2
161	числе и	3	2
162	можно сказать	4	2
163	к тому	2	2
164	слова но	4	2
165	в отношении	3	2
166	раз в	2	2
167	отличие от	3	2
168	то что	4	2
169	в пределах	10	2
170	в большинстве	9	2
171	и слова	2	2
172	со словом	2	2
173	ведь это	3	2
174	но именно	3	2
175	было бы	3	2
176	друг с	5	2
177	к ней	2	2
178	не хочет	2	2
179	конечно не	8	2
180	может быть	23	2
181	том же	4	2
182	если в	2	2
183	с другом	5	2
184	нет и	2	2
185	и мысли	2	2
186	в каждом	6	2
187	слова и	7	2
188	все же	4	2
189	в карнавальную	2	2
190	когда он	2	2
191	на том	2	2
192	на него	3	2
193	и до	3	2
194	здесь только	2	2
195	в различных	3	2
196	так в	2	2
197	в отличие	3	2
198	и только	3	2
199	обычной жизненной	3	2
200	при этом	5	2
201	в одно	2	2
202	лишь в	2	2
203	и что	3	2
204	но дело	2	2
205	в системе	2	2
206	и наконец	4	2
207	с точки	9	2
208	к нему	5	2
209	мы слышим	4	2
210	рядом с	5	2
211	здесь с	2	2
212	жизнь и	3	2
213	почти не	2	2
214	в данном	2	2
215	конечно и	3	2
216	между тем	2	2
217	мы можем	4	2
218	в известной	2	2
219	ту же	2	2
220	и т.д	3	2
221	большинстве случаев	8	2
222	от этого	2	2
