N	2gram	Propp_Isto_2	Analitik
1	в этом	11	18
2	и в	15	16
3	не только	18	16
4	так и	5	15
5	как и	2	14
6	в том	6	12
7	но и	14	12
8	и не	11	12
9	том что	7	12
10	в качестве	3	11
11	могут быть	2	10
12	как бы	6	10
13	при этом	4	10
14	а не	5	10
15	в этой	4	9
16	ничего не	7	9
17	состоит в	2	8
18	представляет собой	5	8
19	к тому	5	7
20	в себе	4	7
21	то что	12	7
22	о том	3	7
23	а также	2	7
24	с другой	2	6
25	и на	4	6
26	может быть	17	6
27	как это	3	6
28	но в	6	6
29	с одной	4	5
30	у него	4	4
31	о его	2	4
32	этом случае	5	4
33	тому же	2	4
34	не в	7	4
35	но не	2	4
36	тем самым	2	4
37	одной стороны	3	4
38	в сущности	2	4
39	отношению к	3	4
40	во всех	2	4
41	как в	5	4
42	все это	3	4
43	по отношению	3	4
44	не может	5	4
45	и его	3	4
46	то же	10	4
47	так у	2	4
48	он в	3	4
49	только в	6	4
50	в себя	3	4
51	никогда не	15	3
52	не столько	2	3
53	прежде всего	5	3
54	одной из	4	3
55	не мог	3	3
56	так что	6	3
57	было бы	5	3
58	и если	2	3
59	мы имеем	15	3
60	на его	2	3
61	или в	2	3
62	что и	6	3
63	из них	2	3
64	в их	3	3
65	приводит к	2	3
66	не знает	2	3
67	именно в	2	3
68	можно было	5	3
69	а в	12	3
70	тому как	3	3
71	с ними	2	3
72	и то	2	3
73	тем что	4	3
74	ключ к	2	3
75	попадает в	5	3
76	подобно тому	3	3
77	как будто	3	3
78	в эту	2	3
79	в изложении	2	2
80	того что	3	2
81	тот кто	2	2
82	в состоянии	3	2
83	в одном	5	2
84	на то	3	2
85	он был	3	2
86	а затем	2	2
87	по существу	2	2
88	а то	2	2
89	превращается в	2	2
90	что в	12	2
91	она не	5	2
92	еще не	9	2
93	в таких	2	2
94	я его	3	2
95	в котором	5	2
96	один из	8	2
97	с ее	2	2
98	на этой	2	2
99	и их	2	2
100	вместе с	7	2
101	дело не	4	2
102	на него	5	2
103	что она	5	2
104	другой стороны	2	2
105	таким образом	7	2
106	здесь в	2	2
107	той же	2	2
108	на котором	2	2
109	т е	29	2
110	этих случаях	10	2
111	и для	2	2
112	так же	13	2
113	роль в	3	2
114	одно из	2	2
115	он не	8	2
116	он и	3	2
117	это только	2	2
118	в его	6	2
119	его в	10	2
120	представляют собой	3	2
121	в этих	11	2
122	сказать что	2	2
123	о своей	2	2
