N	2gram	Bakhtin_Fr_1	EvropaiC
1	в том	16	31
2	и в	65	24
3	том что	6	20
4	все эти	10	19
5	не может	3	18
6	то что	3	17
7	может быть	6	15
8	все же	6	15
9	точки зрения	7	13
10	в своем	8	12
11	до сих	4	12
12	сих пор	4	12
13	самом деле	3	12
14	в этом	15	12
15	все это	9	11
16	между тем	5	11
17	как бы	22	10
18	культуры в	4	10
19	во всех	9	10
20	так и	10	10
21	культуры и	8	10
22	при этом	6	9
23	как и	5	9
24	что в	3	9
25	не в	4	8
26	в самом	4	8
27	и все	5	8
28	с точки	3	8
29	к тому	2	7
30	приобщение к	2	7
31	но и	10	7
32	и не	22	7
33	из этих	2	7
34	по своей	3	7
35	о том	2	7
36	европейской культуры	3	7
37	что он	3	7
38	на самом	6	7
39	с другой	3	6
40	в этой	4	6
41	в общем	4	6
42	несмотря на	2	6
43	того что	2	6
44	и на	11	6
45	так как	6	6
46	с ним	3	6
47	начало и	2	6
48	еще не	6	6
49	только в	7	6
50	и без	2	5
51	и от	2	5
52	на все	2	5
53	в целом	2	5
54	и их	3	5
55	и с	3	5
56	потому что	5	5
57	его в	7	5
58	но в	14	5
59	и к	4	5
60	из всех	2	5
61	по своему	8	5
62	в его	9	5
63	не только	10	5
64	и для	2	5
65	но все	3	5
66	в себе	3	5
67	далеко не	3	5
68	не могут	3	4
69	никогда не	6	4
70	в дальнейшем	8	4
71	одним из	2	4
72	хотя и	2	4
73	отношение к	4	4
74	из них	4	4
75	в их	4	4
76	всех этих	8	4
77	в состоянии	3	4
78	связи с	4	4
79	мы уже	12	4
80	он не	2	4
81	многие из	2	4
82	совершенно не	4	4
83	и у	6	4
84	в таком	2	4
85	культуре и	2	4
86	в области	7	4
87	мы будем	3	3
88	с одной	2	3
89	в этих	2	3
90	не подлежит	2	3
91	в тех	3	3
92	для нас	4	3
93	различия между	2	3
94	не вполне	2	3
95	в нем	13	3
96	на этой	3	3
97	от того	2	3
98	и других	3	3
99	образом в	2	3
100	и наконец	2	3
101	и по	2	3
102	это не	3	3
103	что мы	2	3
104	и потому	10	3
105	этой культуры	4	3
106	прежде всего	11	3
107	в жизни	4	3
108	во всем	2	3
109	от него	2	3
110	даже в	3	3
111	и вообще	3	3
112	и это	2	3
113	отличие от	5	3
114	либо как	2	2
115	но на	3	2
116	в частности	5	2
117	исторического развития	2	2
118	как мы	6	2
119	для него	5	2
120	мы и	3	2
121	между людьми	5	2
122	культуры все	2	2
123	одной стороны	2	2
124	к нему	3	2
125	но для	3	2
126	в ней	6	2
127	в виду	3	2
128	по его	3	2
129	и до	4	2
130	в самой	3	2
131	и так	2	2
132	одно из	6	2
133	но как	3	2
134	то есть	45	2
135	в основе	8	2
136	при таком	2	2
137	в них	5	2
138	и начало	2	2
139	этих двух	2	2
140	вовсе не	18	2
141	конечно в	2	2
142	а затем	2	2
143	но не	2	2
144	жизни и	7	2
145	в сущности	16	2
146	между прочим	2	2
147	и особенно	2	2
148	в процессе	2	2
149	на него	2	2
150	но с	2	2
151	в себя	3	2
152	между ними	4	2
153	этот вопрос	2	2
154	совершенно иной	2	2
155	не знает	6	2
156	есть в	5	2
