N	2gram	Medvedev_F_2	FransuaR
1	и в	38	41
2	во всех	5	17
3	таким образом	20	17
4	в нем	13	16
5	и с	9	16
6	и его	21	13
7	но и	13	13
8	как мы	7	12
9	в этом	27	12
10	все это	3	11
11	все эти	6	11
12	прежде всего	15	10
13	в самом	16	10
14	не только	9	10
15	и др	3	10
16	так как	4	10
17	то что	6	10
18	кроме того	2	9
19	и на	3	9
20	и все	3	9
21	никогда не	2	8
22	в сущности	4	8
23	здесь и	4	8
24	в этой	6	8
25	но в	4	8
26	вовсе не	11	7
27	том что	2	7
28	как бы	4	7
29	и до	3	7
30	в особенности	4	7
31	как и	9	7
32	что в	7	7
33	в его	10	7
34	что он	5	6
35	например в	3	6
36	один из	2	6
37	вместе с	6	6
38	в эпоху	2	6
39	с помощью	10	6
40	или в	3	6
41	сказать что	2	6
42	в то	5	6
43	то же	6	5
44	с его	11	5
45	в ее	2	5
46	же время	5	5
47	из них	4	5
48	так и	8	5
49	большинстве случаев	3	5
50	в той	2	5
51	тем что	8	5
52	там где	4	5
53	что это	3	5
54	уже в	2	4
55	все время	6	4
56	борьба с	2	4
57	с другой	3	4
58	та же	2	4
59	и от	2	4
60	роль в	3	4
61	он был	2	4
62	именно в	5	4
63	и как	3	4
64	не в	15	4
65	в большинстве	4	4
66	в ней	6	4
67	в котором	2	4
68	даже в	2	4
69	все же	8	4
70	не может	14	4
71	как в	4	4
72	самом деле	8	4
73	именно на	3	4
74	того чтобы	3	4
75	и наконец	4	4
76	и даже	4	4
77	а в	6	4
78	более того	5	4
79	в результате	6	4
80	в основе	5	4
81	с ним	2	4
82	из этого	2	4
83	перед нами	2	3
84	во втором	7	3
85	в одной	2	3
86	с этим	5	3
87	первый план	2	3
88	на первый	2	3
89	но это	2	3
90	они были	2	3
91	было бы	6	3
92	в целях	2	3
93	и их	3	3
94	в искусстве	2	3
95	жизни и	3	3
96	и для	5	3
97	этом отношении	7	3
98	при этом	9	3
99	и не	20	3
100	они не	4	3
101	того что	3	3
102	что не	4	3
103	между ними	2	3
104	к нему	3	3
105	есть только	2	3
106	с другими	10	3
107	в плане	2	3
108	только в	6	3
109	в первом	7	3
110	в чем	2	3
111	потому что	2	3
112	времени и	2	2
113	не могут	7	2
114	всех этих	3	2
115	в этих	2	2
116	для этого	2	2
117	характерно что	2	2
118	превращается в	2	2
119	в конце	2	2
120	представление о	2	2
121	что именно	2	2
122	если мы	5	2
123	в корне	7	2
124	и нового	2	2
125	для всего	2	2
126	в том	11	2
127	было и	2	2
128	как его	2	2
129	это и	5	2
130	в дальнейшем	4	2
131	связи с	13	2
132	что они	4	2
133	литературы и	4	2
134	дело обстоит	2	2
135	от него	2	2
136	на этом	2	2
137	но не	2	2
138	в значительной	3	2
139	должна быть	5	2
140	до конца	2	2
141	может быть	23	2
142	в своей	7	2
143	хотя и	3	2
144	он не	6	2
145	в развитии	2	2
146	мы видели	4	2
147	и отчасти	3	2
148	а именно	2	2
149	другой стороны	4	2
150	и прежде	3	2
151	как раз	6	2
152	и другие	2	2
153	еще более	5	2
154	как это	2	2
155	в истории	6	2
156	лишь в	7	2
157	а не	6	2
158	с точки	7	2
159	мы не	3	2
160	от всех	2	2
161	каждый из	3	2
162	и то	2	2
163	как они	4	2
164	их в	2	2
165	между тем	2	2
166	говорит он	5	2
167	он в	2	2
168	точки зрения	8	2
169	из этих	3	2
170	говорить о	5	2
171	и этим	2	2
172	так сказать	3	2
173	бы в	5	2
174	отметить что	2	2
175	в области	3	2
176	как она	2	2
177	это было	3	2
178	как о	4	2
