N	2gram	Propp_Isto_5	Myshleni
1	и в	25	25
2	в том	6	23
3	том что	8	20
4	что в	8	17
5	так же	5	17
6	таким образом	9	17
7	с тем	8	16
8	как и	7	15
9	то что	7	15
10	в его	12	15
11	в этом	10	14
12	вместе с	22	14
13	может быть	17	13
14	в целом	3	13
15	так как	11	12
16	в качестве	7	12
17	перед нами	2	10
18	как бы	2	10
19	и не	11	10
20	и что	8	10
21	того что	2	10
22	что и	6	10
23	только в	7	10
24	связи с	8	9
25	как в	6	9
26	мы не	5	9
27	показывает что	5	8
28	того чтобы	3	8
29	тем что	10	8
30	как мы	5	8
31	уже в	2	7
32	все эти	8	7
33	что мы	2	7
34	по себе	2	7
35	для того	3	7
36	мы можем	2	7
37	не менее	4	6
38	с другой	9	6
39	не в	6	6
40	же как	4	6
41	один из	2	6
42	мы видели	7	6
43	в животном	2	6
44	не может	6	6
45	в связи	4	6
46	и на	8	6
47	потому что	7	6
48	в основном	4	6
49	мы должны	4	6
50	от этого	4	6
51	что он	22	6
52	представляет собой	7	6
53	но не	5	6
54	того же	2	6
55	не только	13	6
56	все же	10	6
57	точки зрения	2	6
58	все это	4	6
59	что это	5	5
60	тем не	4	5
61	и как	3	5
62	но это	7	5
63	одной стороны	7	5
64	друг с	2	5
65	одним из	2	5
66	на этой	4	5
67	показывают что	3	5
68	с одной	7	5
69	и по	2	5
70	человека и	2	5
71	если бы	2	5
72	мы уже	4	5
73	о том	7	5
74	входит в	5	5
75	из которых	2	5
76	могут быть	6	5
77	этой стадии	3	5
78	в этой	3	5
79	с другом	2	5
80	в частности	7	4
81	никогда не	3	4
82	прежде всего	6	4
83	на то	2	4
84	мы знаем	8	4
85	к которым	2	4
86	из них	2	4
87	но и	13	4
88	друг друга	3	4
89	а в	3	4
90	сказать что	2	4
91	в то	3	4
92	с ним	4	4
93	мы имеем	14	4
94	тогда когда	2	4
95	с этим	5	4
96	и все	3	4
97	встречается в	3	4
98	еще не	8	4
99	мы увидим	5	4
100	он не	4	4
101	это значит	2	4
102	и это	4	4
103	там где	6	4
104	значит что	2	4
105	с этой	2	3
106	в себя	3	3
107	в свою	3	3
108	на этом	3	3
109	и сам	2	3
110	в него	5	3
111	если в	3	3
112	на том	3	3
113	другой стороны	8	3
114	по отношению	2	3
115	в которых	3	3
116	их в	3	3
117	во всем	2	3
118	его в	9	3
119	видели что	2	3
120	не как	4	3
121	к этому	2	3
122	его к	3	3
123	мы видим	8	3
124	то в	2	3
125	наряду с	4	3
126	с ней	2	3
127	связь с	8	3
128	когда он	2	3
129	в виде	9	3
130	того как	4	3
131	то же	4	2
132	они стали	3	2
133	в этих	6	2
134	раньше чем	4	2
135	и вместе	2	2
136	для нас	5	2
137	так что	2	2
138	но все	5	2
139	мы и	2	2
140	знаем о	2	2
141	некоторое время	2	2
142	в роли	3	2
143	в нем	7	2
144	в свете	3	2
145	только после	3	2
146	и других	2	2
147	здесь мы	5	2
148	совершенно ясно	4	2
149	на себя	3	2
150	и здесь	7	2
151	из нее	2	2
152	представления о	3	2
153	все еще	4	2
154	связанные с	2	2
155	ясно что	5	2
156	таким же	2	2
157	об этом	2	2
158	же в	2	2
159	в другую	2	2
160	одна из	2	2
161	животных и	2	2
162	и потому	2	2
163	еще в	2	2
164	отношению к	2	2
165	в своей	2	2
166	как показал	3	2
167	находится в	2	2
168	в течение	2	2
169	уже не	11	2
170	и для	2	2
171	и его	9	2
172	или в	6	2
173	с другими	4	2
174	связан с	2	2
175	а как	2	2
