N	2gram	Losev_Vlad_2	slovoVRo
1	и в	30	41
2	в нем	4	30
3	то есть	7	26
4	во всех	3	17
5	но и	8	16
6	и не	18	16
7	точки зрения	7	16
8	не только	12	16
9	а не	7	15
10	то же	4	14
11	может быть	7	14
12	не может	9	14
13	и его	6	14
14	и на	4	14
15	в то	9	14
16	в сущности	2	13
17	в его	11	13
18	же время	3	12
19	до конца	7	12
20	как бы	5	12
21	в этом	20	12
22	так и	5	11
23	в той	2	10
24	таким образом	3	9
25	все эти	5	9
26	себя в	2	9
27	прежде всего	6	8
28	на его	4	8
29	но в	8	8
30	как в	3	8
31	как мы	11	8
32	с точки	3	8
33	не в	9	7
34	отношение к	4	7
35	с ним	5	7
36	вовсе не	4	7
37	в своей	5	7
38	все же	9	7
39	во всяком	6	7
40	в отношении	3	6
41	того же	5	6
42	это не	2	6
43	при этом	5	6
44	и даже	10	6
45	а в	11	6
46	в них	3	6
47	только в	6	6
48	в самом	2	5
49	всяком случае	6	5
50	все это	5	5
51	и к	6	5
52	не на	2	5
53	еще более	3	5
54	к нему	2	5
55	и от	2	4
56	прямо и	2	4
57	кроме того	9	4
58	и часто	2	4
59	в ней	4	4
60	в их	2	4
61	и наконец	4	4
62	и с	14	4
63	в которой	4	4
64	и все	7	4
65	с его	4	4
66	всех этих	3	4
67	ли он	2	4
68	как и	5	4
69	мы сказали	2	4
70	здесь в	2	4
71	том же	3	4
72	и потому	2	4
73	о нем	2	4
74	и для	3	4
75	ничего не	2	4
76	никогда не	7	3
77	хотя бы	3	3
78	из этих	3	3
79	к тому	2	3
80	от всякой	2	3
81	в том	18	3
82	более или	3	3
83	и сам	2	3
84	в свою	3	3
85	для него	9	3
86	его и	2	3
87	данном случае	2	3
88	в своем	8	3
89	именно в	4	3
90	того что	5	3
91	друг друга	2	3
92	также и	6	3
93	в результате	5	3
94	не было	10	3
95	о том	4	3
96	его в	4	3
97	так как	5	3
98	у него	19	3
99	и во	2	3
100	с этим	5	3
101	единство и	2	3
102	в себе	6	3
103	с этой	4	3
104	по существу	3	3
105	она не	2	3
106	и может	2	3
107	было бы	9	3
108	конечно не	4	3
109	он не	4	3
110	в основном	5	3
111	из этого	5	3
112	или менее	3	3
113	в данном	3	3
114	свою очередь	2	2
115	в частности	2	2
116	на все	2	2
117	можно сказать	4	2
118	для нас	7	2
119	есть для	2	2
120	так что	5	2
121	на этом	2	2
122	такого рода	2	2
123	для того	2	2
124	хотя и	6	2
125	и по	2	2
126	в целом	4	2
127	в этих	4	2
128	как к	2	2
129	не могла	2	2
130	уже не	3	2
131	те же	3	2
132	должно быть	3	2
133	так же	4	2
134	время как	2	2
135	сказать что	11	2
136	потому что	9	2
137	же и	2	2
138	но он	3	2
139	с которыми	4	2
140	в чисто	2	2
141	нисколько не	2	2
142	в котором	5	2
143	но по	2	2
144	бы его	2	2
145	к этому	6	2
146	у нас	6	2
147	том что	12	2
148	то в	5	2
149	но не	3	2
150	по своему	2	2
151	то время	6	2
152	мы уже	2	2
153	с которым	2	2
154	и о	4	2
155	наконец в	3	2
156	а также	10	2
157	даже в	2	2
158	с ней	2	2
159	в последние	2	2
160	в самых	2	2
161	не есть	4	2
162	той же	4	2
163	мы не	2	2
164	можно было	2	2
165	нас в	2	2
166	и то	5	2
167	в виде	3	2
168	связи с	8	2
169	и вообще	10	2
170	здесь не	4	2
