N	2gram	Ircho_Kome_3	Problema
1	и в	22	30
2	в своей	5	22
3	то что	4	18
4	н э	2	18
5	не только	5	18
6	том что	13	17
7	в этом	8	17
8	и даже	3	14
9	но и	4	13
10	таким образом	12	13
11	людей и	2	13
12	потому что	10	13
13	в том	12	12
14	в его	8	12
15	и не	21	12
16	о том	8	12
17	в своем	8	11
18	у него	4	11
19	так что	6	11
20	точки зрения	4	10
21	в этой	3	10
22	все же	4	9
23	который в	3	9
24	но в	5	9
25	и все	2	9
26	в конце	7	8
27	вовсе не	4	8
28	хотя и	5	8
29	с точки	3	8
30	никогда не	3	7
31	что он	8	7
32	как и	3	7
33	связи с	5	7
34	может быть	6	7
35	вместе с	9	7
36	так и	4	7
37	до нас	4	7
38	в связи	4	7
39	не в	4	7
40	здесь не	2	7
41	в результате	2	7
42	с другой	4	6
43	прежде всего	5	6
44	несмотря на	4	6
45	и для	4	6
46	как бы	3	6
47	конце концов	2	6
48	в нем	3	6
49	что и	8	6
50	другой стороны	2	6
51	тут же	4	6
52	и что	6	6
53	а в	7	6
54	и его	6	6
55	и на	2	6
56	его в	8	6
57	так как	11	6
58	не менее	5	5
59	нисколько не	3	5
60	с тем	4	5
61	что в	5	5
62	в которой	3	5
63	тем не	3	5
64	в силу	2	5
65	так же	4	5
66	в самом	9	5
67	и о	2	5
68	не может	3	5
69	а не	4	5
70	он и	2	5
71	как раз	6	5
72	и с	4	5
73	мы можем	3	5
74	если не	3	4
75	в частности	3	4
76	отнюдь не	4	4
77	нового времени	2	4
78	человека и	2	4
79	ни в	10	4
80	все еще	2	4
81	ясно что	6	4
82	об этом	7	4
83	но все	4	4
84	при этом	7	4
85	того же	6	4
86	было бы	3	4
87	и сам	5	4
88	в качестве	2	4
89	не так	3	4
90	iii в	6	4
91	iv в	5	4
92	и к	3	4
93	не мог	2	4
94	и он	2	4
95	в себе	4	4
96	в то	6	4
97	далеко не	3	4
98	из этого	2	4
99	едва ли	7	4
100	все время	2	3
101	однако в	4	3
102	в отношении	4	3
103	в ее	3	3
104	что его	5	3
105	в начале	3	3
106	что они	2	3
107	тот же	2	3
108	то время	2	3
109	еще не	6	3
110	одной стороны	3	3
111	для того	6	3
112	он не	5	3
113	а также	2	3
114	бы не	2	3
115	с одной	3	3
116	в эпоху	2	3
117	тем же	3	3
118	к нему	5	3
119	в других	3	3
120	время как	2	3
121	и после	2	3
122	в ней	4	3
123	что касается	2	3
124	в другом	2	3
125	с ним	5	3
126	в одном	2	3
127	в виду	2	3
128	только для	2	2
129	не могут	2	2
130	прежде чем	3	2
131	в ст	2	2
132	и без	2	2
133	в них	3	2
134	в какой	3	2
135	по всему	3	2
136	хотя бы	4	2
137	как в	2	2
138	это не	2	2
139	с этой	3	2
140	уже в	2	2
141	за то	2	2
142	на месте	3	2
143	один из	3	2
144	представление о	2	2
145	если он	2	2
146	к этому	6	2
147	на то	3	2
148	к тому	6	2
149	то же	7	2
150	как мы	2	2
151	он был	4	2
152	без всякого	2	2
153	трагедии и	2	2
154	раз в	2	2
155	ли не	2	2
156	по существу	2	2
157	из всех	2	2
158	не будет	2	2
159	в глаза	3	2
160	равно как	2	2
161	в свою	7	2
162	до сих	9	2
163	что не	3	2
164	на его	2	2
165	конечно не	3	2
166	всяком случае	3	2
167	в котором	2	2
168	ii в	2	2
169	отношению к	3	2
170	бы то	2	2
171	из них	5	2
172	когда он	4	2
173	на него	4	2
174	наряду с	2	2
175	и готов	2	2
176	все что	3	2
177	и речи	4	2
178	отношение к	5	2
179	при всем	2	2
180	по отношению	5	2
181	по мнению	2	2
182	то ни	3	2
183	с помощью	4	2
184	мы не	2	2
185	у еврипида	2	2
186	самом деле	6	2
187	он говорит	2	2
188	того чтобы	6	2
189	в таком	2	2
190	его не	2	2
191	можно было	2	2
192	во всяком	3	2
193	больше чем	2	2
194	между тем	2	2
195	и дать	2	2
196	тем что	5	2
197	обстоятельство что	2	2
198	его на	2	2
199	ли в	2	2
200	в области	2	2
201	ничего не	3	2
202	любви к	5	2
203	сих пор	9	2
