N	2gram	Tiupa_Narr_1	Dialekti
1	и не	23	30
2	может быть	15	20
3	и в	11	19
4	не только	31	19
5	по себе	4	18
6	а не	13	16
7	в себе	6	15
8	то что	9	14
9	и даже	2	14
10	в том	8	14
11	как бы	6	14
12	потому что	5	14
13	но и	27	12
14	то же	8	12
15	точки зрения	5	12
16	и все	3	12
17	как и	13	10
18	и как	3	10
19	в нем	4	10
20	так и	5	10
21	том что	7	10
22	это не	3	10
23	сказать что	2	10
24	стало быть	3	10
25	времени и	9	9
26	никогда не	4	9
27	не может	8	9
28	прежде всего	4	8
29	она не	2	8
30	не в	6	8
31	в этом	12	8
32	в своей	5	8
33	как это	3	7
34	что в	3	7
35	и притом	2	7
36	и то	3	7
37	как будто	3	7
38	что он	3	6
39	что не	2	6
40	да и	2	6
41	отнюдь не	2	6
42	в то	4	6
43	но не	4	6
44	того что	4	6
45	жизни и	6	6
46	с другой	2	5
47	же время	4	5
48	по своему	2	5
49	можно сказать	5	5
50	в самом	6	5
51	как раз	6	5
52	все равно	2	5
53	только что	2	5
54	и его	10	5
55	но как	3	5
56	только в	12	5
57	о том	4	5
58	и с	3	5
59	в своем	3	4
60	та же	2	4
61	в одном	4	4
62	все же	4	4
63	при этом	19	4
64	одно и	2	4
65	еще не	4	4
66	к нему	4	4
67	той или	5	4
68	он не	3	4
69	хотя бы	2	4
70	связи с	2	4
71	быть и	2	4
72	во времени	9	4
73	другой стороны	2	4
74	в связи	2	4
75	и только	2	4
76	и вот	2	4
77	самом деле	3	4
78	а в	13	4
79	в таком	2	4
80	с ним	2	4
81	не менее	3	3
82	о чем	4	3
83	в этих	2	3
84	и от	2	3
85	об этом	6	3
86	как мы	2	3
87	уже не	8	3
88	в этой	6	3
89	сами по	2	3
90	из них	4	3
91	и тогда	2	3
92	не было	3	3
93	мы имеем	3	3
94	в той	2	3
95	в данном	11	3
96	в чем	2	3
97	ничего не	2	3
98	это было	2	3
99	если она	2	2
100	зависит от	2	2
101	это уже	3	2
102	в частности	14	2
103	в зависимости	2	2
104	что у	4	2
105	перед нами	5	2
106	сливаются в	2	2
107	в конце	2	2
108	именно в	3	2
109	к тому	6	2
110	что на	4	2
111	тем не	3	2
112	же в	2	2
113	зависимости от	2	2
114	не будет	2	2
115	тем или	2	2
116	как известно	3	2
117	до сих	2	2
118	или иным	2	2
119	ни о	2	2
120	в сущности	2	2
121	не по	4	2
122	в ней	4	2
123	в сфере	2	2
124	всяком случае	2	2
125	если в	2	2
126	сих пор	2	2
127	раз в	2	2
128	себя в	2	2
129	в мире	4	2
130	времени но	2	2
131	дело не	2	2
132	данном случае	8	2
133	с ее	2	2
134	как в	4	2
135	человеческой жизни	2	2
136	тем же	2	2
137	времени в	2	2
138	или в	6	2
139	с ними	2	2
140	также и	3	2
141	в результате	2	2
142	их в	3	2
143	между тем	3	2
144	или не	4	2
145	что мы	2	2
146	же самое	2	2
147	во всяком	2	2
148	в области	2	2
149	но в	7	2
150	в жизни	3	2
151	вместе с	2	2
