N	2gram	Tiupa_Vved_1	FransuaR
1	и в	13	41
2	то есть	8	24
3	и т.п	9	19
4	во всех	2	17
5	таким образом	4	17
6	в нем	5	16
7	и с	2	16
8	и его	5	13
9	но и	19	13
10	как мы	3	12
11	в этом	21	12
12	прежде всего	7	10
13	в самом	2	10
14	не только	20	10
15	то что	6	10
16	и на	3	9
17	границы между	2	9
18	и все	4	9
19	о том	5	9
20	никогда не	4	8
21	но в	6	8
22	в них	2	7
23	том что	7	7
24	как бы	4	7
25	как и	11	7
26	что в	3	7
27	в его	4	7
28	например в	2	6
29	один из	3	6
30	также и	4	6
31	в то	4	6
32	то же	5	5
33	в литературе	2	5
34	же время	3	5
35	а также	8	5
36	так и	8	5
37	в своем	5	5
38	в той	4	5
39	еще в	2	5
40	тем что	2	5
41	в себе	5	5
42	подчеркнуть что	5	5
43	с другой	5	4
44	но они	2	4
45	нового времени	3	4
46	и от	2	4
47	не в	6	4
48	все что	3	4
49	одной стороны	5	4
50	в ней	4	4
51	в котором	8	4
52	все же	6	4
53	не может	7	4
54	с одной	5	4
55	как в	4	4
56	самом деле	3	4
57	и наконец	2	4
58	одним из	5	4
59	а в	6	4
60	в результате	3	4
61	в основе	3	4
62	о котором	2	4
63	с ним	3	4
64	перед нами	6	3
65	во втором	2	3
66	в одной	2	3
67	но это	3	3
68	есть в	2	3
69	было бы	4	3
70	вместо того	2	3
71	в начале	3	3
72	никак не	2	3
73	образов но	2	3
74	жизни и	7	3
75	связано с	3	3
76	и для	3	3
77	этом отношении	4	3
78	при этом	26	3
79	и не	12	3
80	те же	2	3
81	того что	6	3
82	в данном	13	3
83	только в	6	3
84	в первом	2	3
85	потому что	5	3
86	он является	2	2
87	времени и	7	2
88	в частности	13	2
89	в этих	3	2
90	все они	2	2
91	для нас	2	2
92	в том	10	2
93	начало и	2	2
94	как его	2	2
95	но не	5	2
96	а на	2	2
97	должна быть	2	2
98	до конца	3	2
99	может быть	18	2
100	в своей	5	2
101	хотя и	7	2
102	он не	3	2
103	мы видели	2	2
104	данном случае	6	2
105	другой стороны	2	2
106	как раз	2	2
107	в центре	2	2
108	лишь в	2	2
109	а не	15	2
110	внимание на	3	2
111	и конец	2	2
112	мы не	4	2
113	то он	2	2
114	их в	2	2
115	из этих	3	2
116	говорить о	2	2
117	в наиболее	2	2
118	что мы	2	2
119	начиная с	3	2
120	как он	2	2
121	так сказать	2	2
122	бы в	3	2
123	мира и	2	2
124	в области	3	2
125	в романе	6	2
126	мира в	8	2
127	как о	2	2
