N	2gram	Vygotskiy__4	Literetu
1	не только	7	24
2	при этом	2	19
3	но и	3	17
4	а не	6	16
5	в том	21	16
6	в частности	4	15
7	том что	22	14
8	может быть	22	13
9	и не	13	12
10	в этом	28	12
11	прежде всего	2	11
12	в своем	7	11
13	то что	44	10
14	в русской	2	10
15	не в	2	8
16	в целом	5	8
17	и в	33	8
18	только в	4	8
19	как это	14	8
20	я не	4	7
21	в его	10	7
22	как бы	25	7
23	в себе	6	7
24	в жизни	4	6
25	как и	5	6
26	связи с	2	6
27	себя в	4	6
28	того что	4	6
29	точки зрения	6	6
30	то есть	13	6
31	с его	2	5
32	казалось бы	5	5
33	с этой	4	5
34	что он	20	5
35	же время	2	5
36	как в	3	5
37	не может	10	5
38	то же	9	5
39	уже в	2	5
40	тем самым	3	5
41	в то	3	5
42	для этого	8	4
43	столь же	2	4
44	это не	6	4
45	в конце	8	4
46	представляет собой	2	4
47	но не	3	4
48	все же	5	4
49	из них	4	4
50	в художественном	2	4
51	в своей	4	4
52	со стороны	2	4
53	так и	3	4
54	никогда не	5	4
55	и его	5	4
56	как раз	9	4
57	в своих	3	4
58	в этой	9	4
59	в основе	3	3
60	не было	3	3
61	что в	21	3
62	и есть	4	3
63	с другой	2	3
64	сводится к	2	3
65	да и	3	3
66	что его	3	3
67	одна из	4	3
68	что ему	2	3
69	в пределах	3	3
70	например в	3	3
71	в самом	12	3
72	быть это	2	3
73	у него	6	3
74	один из	2	3
75	жизни и	4	3
76	в их	2	3
77	бы не	2	3
78	а в	4	3
79	таким образом	13	3
80	той же	4	3
81	потому что	24	3
82	во всяком	3	3
83	одно из	2	3
84	но в	2	3
85	исходя из	4	3
86	также и	2	3
87	далеко не	3	3
88	его в	3	3
89	в виду	2	3
90	на этом	3	2
91	как все	4	2
92	а как	2	2
93	с чем	2	2
94	все они	2	2
95	та же	3	2
96	из этих	2	2
97	для понимания	2	2
98	в мире	3	2
99	к тому	12	2
100	тому же	3	2
101	из его	2	2
102	в нашей	2	2
103	к своей	3	2
104	читателя в	2	2
105	одной стороны	3	2
106	было бы	12	2
107	по поводу	4	2
108	мы в	3	2
109	в искусстве	2	2
110	несет в	3	2
111	и является	2	2
112	всяком случае	3	2
113	даже в	2	2
114	не является	2	2
115	в нем	7	2
116	то это	3	2
117	в сущности	6	2
118	не на	2	2
119	и только	7	2
120	этой цели	2	2
121	с одной	3	2
122	все эти	6	2
123	самом деле	12	2
124	что не	4	2
125	хотя бы	2	2
126	с точки	4	2
127	что для	5	2
128	можно было	4	2
129	тому как	2	2
130	и то	2	2
131	тем что	3	2
132	как будто	8	2
133	о том	20	2
134	как он	5	2
