N	2gram	Tiupa_Teor_1	formyVre
1	и в	18	50
2	то есть	12	33
3	в романе	3	32
4	в этом	8	25
5	в нем	4	24
6	частной жизни	2	23
7	и его	8	16
8	в литературе	2	16
9	прежде всего	2	15
10	и не	13	14
11	вовсе не	3	13
12	как раз	2	13
13	в его	6	13
14	так и	10	12
15	может быть	17	11
16	таким образом	3	11
17	то же	7	11
18	и как	2	10
19	времени и	2	10
20	но в	9	10
21	в конце	2	9
22	в том	16	9
23	же время	5	9
24	все эти	2	9
25	в то	6	9
26	не только	16	9
27	с его	5	9
28	роль в	2	9
29	в самом	4	8
30	но и	9	8
31	жизни в	2	8
32	как и	4	8
33	того же	3	8
34	ни в	2	8
35	времени в	2	7
36	героя и	5	7
37	в частности	16	6
38	это не	2	6
39	с ее	3	6
40	в их	2	6
41	не может	4	6
42	лишь в	6	6
43	так же	2	6
44	в жизни	2	6
45	и того	3	6
46	то что	3	6
47	в ее	5	6
48	как в	5	6
49	между двумя	3	6
50	что в	9	5
51	и другие	2	5
52	одного и	3	5
53	не в	7	5
54	в пределах	5	5
55	хронотоп в	3	5
56	в основе	3	5
57	точки зрения	9	5
58	если бы	3	5
59	отнюдь не	3	5
60	в пространстве	2	5
61	но не	9	5
62	еще не	4	5
63	он не	3	5
64	не могло	2	5
65	отношению к	4	5
66	могут быть	4	5
67	жизни но	2	5
68	том числе	2	4
69	в своем	4	4
70	своей жизни	2	4
71	могло быть	2	4
72	все это	2	4
73	потому что	3	4
74	между собой	3	4
75	в них	2	4
76	в присутствии	2	4
77	и т.п	4	4
78	в той	2	4
79	том что	9	4
80	и для	2	4
81	и то	2	4
82	только в	6	4
83	и это	2	4
84	не могут	2	3
85	в этих	3	3
86	в отношении	3	3
87	к тому	2	3
88	при этом	12	3
89	имеет место	2	3
90	хотя и	3	3
91	в виду	5	3
92	один из	2	3
93	в форме	2	3
94	по отношению	4	3
95	отношения к	2	3
96	с одной	2	3
97	именно в	3	3
98	в одно	2	3
99	а в	13	3
100	их в	3	3
101	сказать что	3	3
102	самим собою	2	3
103	его в	2	3
104	в одном	2	3
105	в порядке	3	3
106	ни к	3	3
107	не знает	3	3
108	на фоне	2	3
109	в качестве	24	3
110	со своей	3	3
111	одной из	2	3
112	по преимуществу	4	3
113	и потому	2	3
114	что и	2	3
115	вместе с	2	3
116	во времени	3	3
117	а не	9	3
118	между ними	4	3
119	или в	3	3
120	с другими	5	3
121	и ее	3	3
122	в себе	9	3
123	место в	5	2
124	никогда не	4	2
125	в нашем	4	2
126	этом мире	2	2
127	с другой	7	2
128	никто не	2	2
129	была бы	3	2
130	или иной	4	2
131	а только	3	2
132	с их	2	2
133	есть в	2	2
134	лишь один	2	2
135	в глаза	2	2
136	в свою	3	2
137	для него	2	2
138	одной стороны	2	2
139	к жизни	2	2
140	в целом	3	2
141	отношение к	5	2
142	в самой	2	2
143	на основе	2	2
144	во втором	3	2
145	того что	4	2
146	и даже	2	2
147	и по	2	2
148	самим собой	3	2
149	имеет в	2	2
150	личности и	4	2
151	но он	3	2
152	и является	2	2
153	мире и	2	2
154	не является	4	2
155	он должен	2	2
156	и к	3	2
157	об этом	2	2
158	в соответствии	3	2
159	а также	6	2
160	на почве	4	2
161	но она	2	2
162	принадлежит к	3	2
163	в своей	6	2
164	как бы	5	2
165	быть и	2	2
166	ее в	2	2
167	в отличие	6	2
168	если мы	2	2
169	уже не	4	2
170	с точки	3	2
171	в которой	2	2
172	в данном	8	2
173	на себя	2	2
174	соответствии с	2	2
175	далеко не	2	2
176	дело в	2	2
177	отличие от	6	2
