N	2gram	Vygotskiy__5	FransuaR
1	и в	30	45
2	то есть	13	25
3	и не	6	15
4	не только	16	14
5	в этом	14	14
6	но в	5	14
7	в его	4	13
8	во всех	2	13
9	и его	6	13
10	как бы	19	12
11	что в	24	12
12	в своем	6	11
13	в романе	2	11
14	то же	7	11
15	в то	2	11
16	прежде всего	4	10
17	в том	27	10
18	в нем	7	10
19	но и	6	10
20	как и	6	10
21	и с	2	10
22	вовсе не	3	8
23	как мы	5	8
24	в ней	4	8
25	жизни и	6	8
26	таким образом	20	8
27	так же	13	8
28	с его	2	7
29	в конце	4	7
30	он был	2	7
31	том что	21	7
32	не в	8	7
33	что и	3	7
34	все это	2	7
35	потому что	23	7
36	и все	4	7
37	что он	17	6
38	в этой	5	6
39	он не	3	6
40	так и	3	6
41	того чтобы	20	6
42	для того	20	6
43	связи с	2	6
44	так как	9	6
45	в них	4	6
46	и к	4	5
47	это и	2	5
48	мы видим	8	5
49	на этом	6	5
50	как раз	13	5
51	не может	9	5
52	этом отношении	3	5
53	все эти	2	5
54	на самом	2	5
55	в себя	2	5
56	самом деле	8	5
57	и как	7	5
58	и на	3	5
59	перед нами	2	4
60	же как	2	4
61	об этом	3	4
62	мы не	3	4
63	у него	3	4
64	и здесь	6	4
65	но не	7	4
66	ничего не	2	4
67	по поводу	3	4
68	в самом	14	4
69	в сущности	12	4
70	и о	3	4
71	мы уже	6	4
72	в их	3	4
73	мы находим	2	4
74	а не	8	4
75	и даже	2	4
76	как на	11	4
77	а в	4	4
78	той же	3	4
79	можно было	3	4
80	сказать что	9	4
81	в основе	7	4
82	с этим	2	4
83	точки зрения	7	4
84	только в	5	4
85	о том	10	4
86	и это	8	4
87	бы в	5	4
88	как это	7	4
89	и другие	3	3
90	и ни	2	3
91	как в	3	3
92	это не	3	3
93	в одной	2	3
94	из этих	3	3
95	в одном	2	3
96	что на	3	3
97	ни в	3	3
98	по существу	2	3
99	того же	2	3
100	для него	3	3
101	в своей	4	3
102	от того	4	3
103	как они	2	3
104	до сих	5	3
105	вместе с	12	3
106	но она	2	3
107	сих пор	5	3
108	что она	6	3
109	но его	2	3
110	именно в	6	3
111	в течение	2	3
112	и вот	2	3
113	с помощью	2	3
114	того что	8	3
115	на этот	3	3
116	и он	2	3
117	и для	6	3
118	в которых	2	3
119	но он	3	3
120	в другом	3	3
121	как он	2	3
122	дело в	2	3
123	там где	4	3
124	о чем	4	3
125	с которой	2	2
126	не могут	3	2
127	если мы	16	2
128	с тем	8	2
129	и есть	5	2
130	и та	2	2
131	себя и	2	2
132	хотя бы	3	2
133	он должен	8	2
134	что все	6	2
135	это в	3	2
136	к этому	3	2
137	еще один	2	2
138	можно сказать	2	2
139	к тому	8	2
140	видим что	3	2
141	в отношении	2	2
142	отличие от	2	2
143	когда в	2	2
144	то что	37	2
145	в качестве	2	2
146	так например	3	2
147	было бы	5	2
148	что это	8	2
149	несмотря на	5	2
150	и если	6	2
151	друг с	3	2
152	может быть	11	2
153	еще в	2	2
154	с другом	3	2
155	один из	5	2
156	должен быть	2	2
157	в каждом	2	2
158	все же	7	2
159	в целом	5	2
160	когда он	5	2
161	на том	2	2
162	и до	2	2
163	происходит как	2	2
164	данном случае	3	2
165	мы говорили	4	2
166	что эта	4	2
167	так в	3	2
168	в отличие	2	2
169	и только	3	2
170	при этом	8	2
171	чем не	2	2
172	и что	23	2
173	и наконец	3	2
174	с точки	2	2
175	рядом с	5	2
176	с это	2	2
177	почти не	2	2
178	в данном	3	2
179	мы можем	7	2
180	он в	2	2
181	ту же	2	2
182	же самое	5	2
183	но мы	2	2
184	внутреннее противоречие	2	2
185	это очень	2	2
186	нет ни	2	2
