N	2gram	Vinokur_Ku_1	Problemy
1	и в	24	35
2	как бы	7	31
3	и не	12	27
4	что он	6	24
5	в его	12	21
6	но в	2	19
7	не может	7	18
8	к себе	4	18
9	как и	2	18
10	в нем	4	16
11	то же	8	15
12	и все	2	15
13	но и	6	14
14	может быть	13	14
15	все это	6	14
16	в сущности	3	14
17	и его	5	14
18	в этом	14	14
19	что я	2	13
20	он не	2	13
21	прежде всего	9	12
22	и с	5	12
23	в пределах	4	11
24	в то	2	11
25	слова и	4	11
26	не в	11	10
27	самом деле	9	10
28	же время	2	10
29	не только	10	10
30	то что	9	10
31	на самом	2	9
32	ни одного	2	9
33	я не	2	8
34	так и	7	8
35	потому что	23	8
36	все же	12	8
37	и для	2	8
38	себя самого	2	7
39	лишь в	2	7
40	так же	4	7
41	а в	5	7
42	точки зрения	14	7
43	с ним	5	7
44	с его	4	7
45	вовсе не	10	7
46	еще не	5	7
47	себе и	2	7
48	отношению к	9	7
49	что же	6	7
50	там где	4	7
51	таким образом	12	7
52	что в	17	6
53	в каждом	2	6
54	к тому	5	6
55	что они	4	6
56	и что	5	6
57	в самом	10	6
58	и на	4	6
59	в одном	3	6
60	но не	5	6
61	слово с	2	6
62	в слове	2	6
63	по отношению	8	6
64	только в	11	6
65	в том	30	5
66	так что	4	5
67	от себя	2	5
68	и даже	3	5
69	с ними	4	5
70	этого слова	3	5
71	даже в	3	5
72	как в	4	5
73	к своему	2	5
74	и то	3	5
75	в себе	3	5
76	никогда не	2	4
77	с другой	7	4
78	или иной	3	4
79	но все	2	4
80	до конца	2	4
81	на его	3	4
82	же и	2	4
83	всяком случае	5	4
84	рядом с	5	4
85	между тем	5	4
86	так как	9	4
87	бы в	7	4
88	бы уже	2	4
89	как раз	8	4
90	в них	7	4
91	это слово	3	4
92	по себе	2	4
93	тот же	2	4
94	в своей	2	4
95	в той	5	4
96	а не	8	4
97	что не	5	4
98	во всяком	5	4
99	тем что	8	4
100	что это	5	4
101	уже в	3	3
102	и говорит	2	3
103	его к	3	3
104	в общем	3	3
105	в виду	5	3
106	если б	2	3
107	и мысли	2	3
108	в целом	4	3
109	из них	4	3
110	другой стороны	6	3
111	все эти	6	3
112	не мог	2	3
113	того что	9	3
114	должно быть	3	3
115	это не	7	3
116	даже и	3	3
117	нуждается в	3	3
118	под влиянием	3	3
119	перед вами	2	3
120	этого не	2	3
121	в котором	3	3
122	с тем	5	3
123	с этим	4	3
124	этом смысле	3	3
125	это и	4	3
126	том что	21	3
127	со словом	3	3
128	было бы	15	3
129	что и	4	3
130	когда он	3	3
131	а с	3	3
132	сводится к	3	3
133	уже не	8	3
134	слов в	2	3
135	ничего не	2	3
136	так сказать	5	2
137	не менее	7	2
138	в сторону	2	2
139	в этих	4	2
140	свой предмет	2	2
141	тому что	3	2
142	для этого	3	2
143	с этой	2	2
144	что все	2	2
145	вопрос о	2	2
146	ни в	2	2
147	что его	2	2
148	в большинстве	2	2
149	в последнем	2	2
150	что с	2	2
151	при этом	6	2
152	было в	2	2
153	например в	5	2
154	хотя и	3	2
155	речи в	4	2
156	в своем	3	2
157	что оно	3	2
158	не просто	5	2
159	увидим что	2	2
160	в которых	6	2
161	в ней	6	2
162	из письма	2	2
163	но ведь	2	2
164	о том	9	2
165	в первом	3	2
166	уже и	3	2
167	смысле этого	3	2
168	он есть	3	2
169	не знаю	2	2
170	быть в	2	2
171	и того	2	2
172	ли это	2	2
173	мы увидим	3	2
174	конечно не	2	2
175	о нем	2	2
176	еще один	2	2
177	но уже	5	2
178	вместе с	7	2
179	бы и	2	2
180	в силах	2	2
181	все равно	2	2
182	в речи	3	2
183	на этот	2	2
184	и он	3	2
185	и как	2	2
186	хотя бы	10	2
187	с точки	9	2
188	в которой	6	2
189	той же	3	2
190	или в	2	2
191	можно было	6	2
192	не случайно	6	2
193	это было	2	2
