N	2gram	Propp_Isto_2	Mirosoze
1	может быть	17	30
2	не только	18	29
3	и в	15	28
4	не может	5	28
5	но и	14	25
6	а не	5	25
7	он не	8	24
8	в этом	11	20
9	не было	2	18
10	у него	4	17
11	не в	7	16
12	потому что	9	16
13	в ней	4	15
14	и есть	5	14
15	никогда не	15	14
16	он был	3	14
17	в нем	7	13
18	человека в	2	13
19	и это	3	12
20	и не	11	11
21	что в	12	10
22	был бы	2	10
23	прежде всего	5	10
24	что он	24	10
25	было бы	5	10
26	но он	4	9
27	с тем	9	9
28	в его	6	9
29	и его	3	9
30	но не	2	8
31	в котором	5	8
32	того что	3	7
33	но в	6	7
34	нет ничего	2	7
35	к нему	5	7
36	в себе	4	7
37	в том	6	6
38	в этой	4	6
39	все это	3	6
40	и на	4	6
41	вместе с	7	6
42	только в	6	6
43	в которой	2	6
44	это не	2	5
45	как и	2	5
46	то что	12	5
47	уже в	2	4
48	в этих	11	4
49	не знал	2	4
50	не знает	2	4
51	и вместе	2	4
52	иной мир	4	4
53	мог бы	3	4
54	в их	3	4
55	и по	2	4
56	а в	12	4
57	увидим что	3	4
58	в которых	2	4
59	должен был	3	4
60	он знал	2	4
61	один из	8	4
62	привести к	3	4
63	она не	5	4
64	к ней	2	4
65	что и	6	4
66	тем что	4	4
67	себя и	2	3
68	к тому	5	3
69	для нас	4	3
70	не мог	3	3
71	но если	3	3
72	в него	2	3
73	и их	2	3
74	в свете	2	3
75	его не	2	3
76	с этим	5	3
77	его в	10	3
78	так как	14	3
79	в мир	2	3
80	и с	4	3
81	одно из	2	3
82	он должен	2	3
83	в жизни	2	3
84	вера в	2	3
85	том что	7	3
86	есть и	2	3
87	не знают	2	3
88	ничего не	7	3
89	мы увидим	8	3
90	в иной	5	3
91	когда он	3	3
92	будто бы	2	3
93	хотя бы	2	3
94	связана с	6	2
95	этот случай	4	2
96	вопрос о	4	2
97	живет в	2	2
98	о своей	2	2
99	в виду	2	2
100	могут быть	2	2
101	по отношению	3	2
102	все эти	4	2
103	и что	6	2
104	сказать что	2	2
105	он и	3	2
106	как бы	6	2
107	о том	3	2
108	как он	3	2
109	когда мы	2	2
110	с которой	2	2
111	к этой	4	2
112	в иное	5	2
113	отношению к	3	2
114	мы видим	8	2
115	как будто	3	2
116	до сих	6	2
117	так называемый	2	2
118	и когда	2	2
119	о нем	4	2
120	же можно	3	2
121	все же	9	2
122	сих пор	7	2
123	как в	5	2
124	приводит к	2	2
125	оказывается что	2	2
126	т е	29	2
127	и она	3	2
128	того чтобы	2	2
129	к чему	2	2
130	и для	2	2
131	он в	3	2
132	эти слова	3	2
133	не все	2	2
