N	2gram	Vygotskiy__3	Problemy
1	и в	25	35
2	как бы	10	31
3	и не	10	27
4	что он	6	24
5	в его	15	21
6	не может	6	18
7	как и	15	18
8	в нем	2	16
9	к другому	2	16
10	то же	2	15
11	и все	4	15
12	но и	4	14
13	для него	5	14
14	может быть	13	14
15	все это	6	14
16	и его	2	14
17	в этом	14	14
18	он не	4	13
19	прежде всего	4	12
20	и к	5	12
21	в то	4	11
22	слова и	6	11
23	не в	6	10
24	не только	6	10
25	то что	15	10
26	в отношении	6	9
27	самого начала	6	8
28	так и	5	8
29	с самого	6	8
30	потому что	6	8
31	мы уже	5	8
32	все же	6	8
33	как мы	8	8
34	и слово	3	8
35	и для	2	8
36	и сам	3	7
37	так же	17	7
38	а в	4	7
39	точки зрения	6	7
40	с ним	4	7
41	с его	2	7
42	еще не	4	7
43	отношению к	2	7
44	в виде	3	7
45	там где	4	7
46	таким образом	17	7
47	слова в	2	6
48	что в	17	6
49	к тому	4	6
50	но это	5	6
51	что они	10	6
52	и что	10	6
53	в самом	3	6
54	и на	6	6
55	в одном	2	6
56	но не	6	6
57	слово с	2	6
58	по отношению	3	6
59	в плане	2	6
60	только в	10	6
61	в том	23	5
62	так что	2	5
63	уже говорили	5	5
64	с ними	3	5
65	этого слова	4	5
66	как в	9	5
67	внутренней речи	19	5
68	и то	2	5
69	в себе	2	5
70	и это	4	5
71	все время	2	4
72	но на	3	4
73	никогда не	4	4
74	с другой	6	4
75	или иной	3	4
76	в мире	2	4
77	но все	2	4
78	друг с	5	4
79	на его	2	4
80	всяком случае	4	4
81	между тем	3	4
82	говорит он	4	4
83	в эту	2	4
84	той или	2	4
85	но как	3	4
86	его в	3	4
87	так как	12	4
88	бы в	2	4
89	в них	2	4
90	по себе	7	4
91	во всем	3	4
92	по своему	11	4
93	тот же	2	4
94	еще в	2	4
95	в своей	2	4
96	другого в	2	4
97	и у	6	4
98	во всяком	4	4
99	говорили что	2	4
100	тем что	8	4
101	с другом	5	4
102	что это	5	4
103	в чем	2	4
104	уже в	7	3
105	и от	2	3
106	его к	3	3
107	ни было	2	3
108	высшей степени	6	3
109	в реальном	2	3
110	в него	3	3
111	с ее	5	3
112	в целом	13	3
113	из них	4	3
114	другой стороны	3	3
115	все эти	7	3
116	к одному	5	3
117	но только	3	3
118	не мог	4	3
119	того что	10	3
120	должно быть	2	3
121	сказать что	4	3
122	и во	2	3
123	в начале	2	3
124	мы должны	6	3
125	в высшей	6	3
126	в котором	3	3
127	с тем	16	3
128	внутренняя речь	5	3
129	не как	3	3
130	с этим	4	3
131	этом смысле	2	3
132	том что	20	3
133	мы остановимся	2	3
134	слов и	5	3
135	было бы	10	3
136	со всеми	6	3
137	что и	10	3
138	когда он	3	3
139	только что	2	3
140	а с	3	3
141	уже не	2	3
142	и т.д	5	3
143	не менее	6	2
144	в этих	2	2
145	тому что	2	2
146	для этого	2	2
147	столь же	7	2
148	с этой	3	2
149	и речь	4	2
150	мы знаем	4	2
151	ни в	9	2
152	слова мы	2	2
153	же слова	2	2
154	в построении	2	2
155	на этом	3	2
156	что с	4	2
157	при этом	5	2
158	с уже	2	2
159	к другим	2	2
160	совпадает с	6	2
161	хотя и	2	2
162	мог бы	4	2
163	время как	4	2
164	речи в	4	2
165	мы видели	6	2
166	в своем	4	2
167	что оно	4	2
168	и по	5	2
169	тому как	2	2
170	каждый из	2	2
171	в которых	3	2
172	их в	3	2
173	по своей	7	2
174	ни на	2	2
175	о том	5	2
176	как он	3	2
177	с которыми	3	2
178	от другого	2	2
179	а как	2	2
180	всех этих	2	2
181	смысле этого	4	2
182	однако в	2	2
183	и другого	2	2
184	в жизни	3	2
185	конечно в	2	2
186	и того	4	2
187	то в	3	2
188	очень часто	2	2
189	мы увидим	4	2
190	бы с	2	2
191	мы говорили	4	2
192	друг друга	4	2
193	благодаря этому	6	2
194	слова не	2	2
195	вместе с	14	2
196	этот процесс	3	2
197	приводит к	4	2
198	им в	3	2
199	в отличие	6	2
200	в речи	2	2
201	на этот	2	2
202	и как	5	2
203	той же	4	2
204	у человека	2	2
205	или в	2	2
206	можно было	6	2
207	с другими	2	2
208	связан с	2	2
209	мы можем	7	2
210	между двумя	2	2
211	вступает в	2	2
212	отличие от	6	2
