N	2gram	Bakhtin_Pr_3	Psycholo
1	то что	9	32
2	и в	53	31
3	в том	14	30
4	то есть	48	26
5	что в	2	23
6	может быть	12	22
7	таким образом	6	20
8	при этом	3	19
9	так как	7	18
10	не может	2	17
11	как и	11	16
12	том что	5	16
13	и не	15	16
14	точки зрения	4	15
15	только в	4	14
16	а не	11	13
17	не только	4	13
18	что и	3	13
19	мы не	4	12
20	в этом	8	12
21	в самом	2	11
22	могут быть	4	11
23	не в	2	11
24	в области	3	11
25	в сущности	10	10
26	потому что	5	10
27	как в	7	9
28	никогда не	2	8
29	вместе с	2	8
30	все это	8	8
31	что он	4	7
32	есть в	3	7
33	и его	10	7
34	сказать что	10	7
35	о том	2	7
36	что это	2	6
37	вовсе не	3	6
38	зависимости от	2	6
39	было бы	5	6
40	а в	2	6
41	и даже	2	6
42	в его	8	6
43	формы и	3	5
44	и все	10	5
45	в ее	3	5
46	мы видим	2	5
47	несмотря на	2	5
48	как бы	14	5
49	в зависимости	2	5
50	и для	4	5
51	то же	6	5
52	с другой	2	5
53	в то	5	5
54	как будто	2	5
55	в которой	2	4
56	и другие	9	4
57	прежде всего	15	4
58	и так	3	4
59	в себе	5	4
60	по существу	5	4
61	что я	2	4
62	одна из	7	4
63	со всеми	8	4
64	и если	3	4
65	один из	6	4
66	в этих	5	4
67	к этому	4	4
68	для всех	2	4
69	и у	7	4
70	в своих	2	4
71	мы можем	5	4
72	между тем	2	4
73	как это	2	4
74	уже в	2	3
75	каждого из	2	3
76	в каждом	4	3
77	в собственном	2	3
78	и другой	3	3
79	и к	5	3
80	тому же	2	3
81	но это	3	3
82	но не	5	3
83	до сих	5	3
84	например в	5	3
85	хотя и	4	3
86	он не	3	3
87	но к	3	3
88	сих пор	5	3
89	жизни и	9	3
90	в своей	3	3
91	и той	2	3
92	собственном смысле	2	3
93	так и	6	3
94	не было	4	3
95	и других	9	3
96	и по	3	3
97	той же	5	3
98	почти всегда	3	3
99	в таком	2	3
100	в одной	2	3
101	с этим	2	3
102	во всем	2	3
103	все то	3	3
104	в конце	3	3
105	и это	3	3
106	но в	5	3
107	в основе	5	2
108	не менее	3	2
109	этих двух	2	2
110	видели что	2	2
111	казалось бы	3	2
112	главным образом	3	2
113	и без	3	2
114	в них	2	2
115	и во	4	2
116	и от	3	2
117	человека и	7	2
118	в жизни	8	2
119	с ним	2	2
120	смысле этого	2	2
121	тем не	2	2
122	мы найдем	3	2
123	и потому	5	2
124	себя и	2	2
125	более или	3	2
126	того же	2	2
127	всех других	2	2
128	тот же	2	2
129	и тот	3	2
130	этого произведения	3	2
131	и их	2	2
132	к другим	2	2
133	далеко не	2	2
134	наконец в	2	2
135	и тем	2	2
136	в нем	10	2
137	мы видели	2	2
138	отношение к	6	2
139	из них	4	2
140	но и	7	2
141	говорит о	2	2
142	или менее	3	2
143	как мы	5	2
144	в связи	2	2
145	в себя	6	2
146	на основе	2	2
147	с точки	2	2
148	от него	3	2
149	вот что	2	2
150	отметить что	2	2
151	ничего не	6	2
152	их в	2	2
153	и с	6	2
154	мы все	2	2
155	в сознании	2	2
156	его в	2	2
157	как он	2	2
158	не то	3	2
