N	2gram	Vinokur_Vv_1	FransuaR
1	и в	27	45
2	и не	13	15
3	не только	21	14
4	в этом	34	14
5	но в	10	14
6	в его	10	13
7	во всех	2	13
8	и его	5	13
9	как бы	5	12
10	что в	11	12
11	в своем	3	11
12	то же	8	11
13	в то	5	11
14	прежде всего	8	10
15	в том	31	10
16	в нем	13	10
17	но и	5	10
18	как и	5	10
19	и с	2	10
20	же время	5	9
21	вовсе не	6	8
22	как мы	9	8
23	в ней	3	8
24	и др	2	8
25	жизни и	2	8
26	таким образом	19	8
27	так же	3	8
28	в конце	3	7
29	том что	26	7
30	не в	8	7
31	что и	3	7
32	мы видели	2	7
33	все это	6	7
34	также и	16	7
35	потому что	14	7
36	что он	4	6
37	в этой	3	6
38	здесь не	2	6
39	мысли и	2	6
40	того чтобы	21	6
41	для того	21	6
42	связи с	3	6
43	так как	13	6
44	в них	4	6
45	есть и	4	5
46	одной из	3	5
47	на этом	3	5
48	например в	2	5
49	одним из	5	5
50	хотя и	3	5
51	как раз	4	5
52	не может	13	5
53	в связи	2	5
54	этом отношении	3	5
55	все эти	3	5
56	самом деле	6	5
57	и как	9	5
58	и на	3	5
59	его в	6	5
60	же как	3	4
61	об этом	5	4
62	мы не	2	4
63	но не	7	4
64	по своему	5	4
65	ничего не	2	4
66	своего рода	3	4
67	в самом	12	4
68	в сущности	3	4
69	в общем	12	4
70	а также	3	4
71	в их	11	4
72	не мог	2	4
73	а не	3	4
74	и даже	5	4
75	как на	11	4
76	а в	5	4
77	той же	4	4
78	можно было	7	4
79	сказать что	5	4
80	чем же	3	4
81	с этим	2	4
82	точки зрения	7	4
83	только в	13	4
84	о том	15	4
85	и это	6	4
86	как это	5	4
87	не менее	8	3
88	нисколько не	3	3
89	вообще не	3	3
90	это не	8	3
91	из этих	5	3
92	в одном	4	3
93	здесь все	2	3
94	по существу	2	3
95	того же	3	3
96	в своей	4	3
97	от того	3	3
98	до сих	5	3
99	здесь нет	4	3
100	вместе с	6	3
101	сих пор	5	3
102	что она	3	3
103	до нас	3	3
104	еще и	3	3
105	именно в	8	3
106	в течение	5	3
107	и вот	3	3
108	того что	12	3
109	на этот	4	3
110	не имеет	4	3
111	и для	4	3
112	этой традиции	2	3
113	в которых	6	3
114	нуждается в	2	3
115	он и	2	3
116	в другом	3	3
117	как он	6	3
118	дело в	3	3
119	о чем	4	3
120	не могут	5	2
121	с тем	6	2
122	независимо от	3	2
123	и есть	3	2
124	и без	2	2
125	говорить о	3	2
126	хотя бы	5	2
127	это в	2	2
128	к этому	3	2
129	значение и	2	2
130	можно сказать	3	2
131	к тому	4	2
132	в отношении	2	2
133	человеческой культуры	2	2
134	в г	5	2
135	отличие от	3	2
136	в начале	3	2
137	то что	17	2
138	в качестве	7	2
139	из его	2	2
140	так например	6	2
141	известной мере	2	2
142	было бы	5	2
143	что это	3	2
144	несмотря на	2	2
145	языков и	2	2
146	может быть	24	2
147	в ряде	2	2
148	том же	2	2
149	в этот	2	2
150	один из	6	2
151	должен быть	4	2
152	в каждом	4	2
153	все же	8	2
154	в целом	5	2
155	во второй	3	2
156	на том	3	2
157	и до	2	2
158	данном случае	5	2
159	в различных	2	2
160	а именно	6	2
161	в отличие	3	2
162	в особенности	4	2
163	на котором	2	2
164	при этом	3	2
165	в истории	9	2
166	и что	4	2
167	в значительной	2	2
168	но дело	3	2
169	с точки	2	2
170	к нему	2	2
171	другом месте	2	2
172	рядом с	2	2
173	в данном	11	2
174	не столько	2	2
175	второй половины	3	2
176	между тем	8	2
177	мы можем	2	2
178	в известной	3	2
179	одно из	5	2
180	и вообще	3	2
181	же самое	2	2
182	и т.д	4	2
183	уже и	7	2
184	в чем	4	2
185	от этого	5	2
