N	2gram	Losev_Dial_4	formyVre
1	и в	15	46
2	в этом	11	22
3	прежде всего	11	14
4	и т	17	14
5	вовсе не	6	13
6	и его	7	12
7	только в	7	11
8	не только	8	11
9	во всех	2	11
10	в том	11	10
11	как бы	14	10
12	точки зрения	14	10
13	но в	3	10
14	не в	8	9
15	мы уже	3	9
16	вместе с	2	9
17	но и	4	9
18	и не	30	9
19	и для	5	9
20	как и	7	8
21	в его	4	8
22	жизни и	4	8
23	то же	9	8
24	того чтобы	5	8
25	для того	5	8
26	с точки	9	8
27	потому что	10	8
28	из них	2	8
29	в них	2	7
30	в одном	4	7
31	может быть	17	7
32	то что	16	7
33	так и	5	7
34	и на	5	7
35	никогда не	2	6
36	и во	2	6
37	и все	11	6
38	при этом	2	6
39	еще не	4	6
40	все же	2	6
41	все это	9	6
42	в особенности	4	6
43	и наконец	3	6
44	в основе	10	6
45	так как	14	6
46	и с	4	6
47	в частности	2	5
48	в своем	5	5
49	с этим	3	5
50	в то	6	5
51	в нем	5	5
52	что в	7	5
53	все эти	3	5
54	в смысле	5	5
55	должно быть	2	5
56	отнюдь не	4	4
57	с этой	2	4
58	из этих	2	4
59	человека и	2	4
60	же время	6	4
61	с ним	3	4
62	том что	10	4
63	так что	6	4
64	что они	4	4
65	есть и	3	4
66	в котором	2	4
67	и их	2	4
68	конечно не	2	4
69	как в	3	4
70	отношения к	3	4
71	а не	18	4
72	также и	4	4
73	в себе	8	4
74	в истории	3	4
75	о том	5	4
76	не было	2	3
77	прежде чем	2	3
78	мы будем	2	3
79	мы еще	2	3
80	себя и	3	3
81	та же	3	3
82	к этому	3	3
83	что было	2	3
84	что он	7	3
85	и как	4	3
86	это значит	8	3
87	тем более	6	3
88	в качестве	2	3
89	и идеи	2	3
90	кроме того	2	3
91	том как	2	3
92	хотя и	6	3
93	что на	2	3
94	в этот	2	3
95	нет и	2	3
96	что и	6	3
97	ее в	2	3
98	т д	15	3
99	таким образом	5	3
100	в их	3	3
101	уже не	9	3
102	того что	13	3
103	и даже	6	3
104	и по	2	3
105	жизнь и	2	3
106	тем что	2	3
107	весь мир	2	3
108	не могли	2	3
109	в виду	9	3
110	на этом	3	2
111	только для	3	2
112	и есть	19	2
113	и та	3	2
114	смысла и	3	2
115	говорить о	11	2
116	в вечности	5	2
117	лежит в	3	2
118	это не	12	2
119	и так	2	2
120	вещи и	2	2
121	что все	4	2
122	представление о	2	2
123	по себе	13	2
124	можно сказать	5	2
125	в отношении	2	2
126	без всякого	2	2
127	не мог	2	2
128	именно в	5	2
129	у нас	3	2
130	мы видим	4	2
131	в этой	4	2
132	сила и	2	2
133	с тем	4	2
134	все что	2	2
135	равно как	2	2
136	и пр	9	2
137	она не	4	2
138	было бы	9	2
139	в аспекте	2	2
140	в сущности	5	2
141	далее в	2	2
142	и о	8	2
143	и потому	3	2
144	один из	4	2
145	быть и	3	2
146	находится в	2	2
147	не может	11	2
148	и только	2	2
149	в себя	5	2
150	и вот	11	2
151	лишь в	2	2
152	в гл	2	2
153	так же	4	2
154	в данном	3	2
155	но это	4	2
156	то в	5	2
157	от этого	3	2
158	мы имеем	5	2
159	могут быть	3	2
160	что здесь	3	2
161	и это	8	2
162	как это	2	2
163	во всяком	2	2
164	значит что	9	2
