N	2gram	Medvedev_V_1	Problemy
1	и в	26	43
2	и не	19	29
3	т е	18	26
4	может быть	22	23
5	как бы	5	22
6	не может	17	18
7	в пределах	5	16
8	но и	10	14
9	как и	7	14
10	и т	23	13
11	точки зрения	3	13
12	в этом	26	13
13	что он	4	13
14	в нем	6	12
15	в одном	4	12
16	в каждом	2	11
17	не в	6	11
18	по себе	2	11
19	не только	25	11
20	прежде всего	13	10
21	но в	2	10
22	в его	14	10
23	никогда не	4	9
24	еще не	2	9
25	он не	2	9
26	т п	9	9
27	для него	8	8
28	лишь в	2	8
29	то же	10	8
30	и его	6	8
31	или в	3	8
32	перед нами	4	7
33	в самом	4	7
34	в то	6	7
35	то что	6	7
36	а не	7	7
37	в другом	2	7
38	в том	15	6
39	в котором	3	6
40	и наконец	2	6
41	у него	6	6
42	приводит к	5	6
43	так сказать	2	6
44	же время	5	5
45	хотя и	2	5
46	все это	10	5
47	по отношению	7	5
48	таким образом	31	5
49	все эти	6	5
50	а в	3	5
51	бы в	3	5
52	вовсе не	3	5
53	о том	10	5
54	но не	2	5
55	было бы	7	5
56	отношению к	7	5
57	и он	2	5
58	в слове	3	5
59	в себе	6	5
60	не могут	7	4
61	что в	10	4
62	в своем	8	4
63	с другой	11	4
64	к тому	4	4
65	у тургенева	3	4
66	между собою	2	4
67	себе и	2	4
68	ни одного	2	4
69	вот как	4	4
70	т д	14	4
71	должно быть	2	4
72	в результате	5	4
73	их в	6	4
74	же и	2	4
75	человека в	2	4
76	во время	3	4
77	а как	2	4
78	с его	3	4
79	в них	4	4
80	в своей	4	4
81	том же	6	4
82	во всех	6	4
83	между ними	3	4
84	как раз	3	4
85	этот вопрос	3	4
86	только в	7	4
87	далеко не	2	4
88	не менее	2	3
89	это не	7	3
90	он сам	2	3
91	или иной	2	3
92	более или	6	3
93	в последнем	2	3
94	но для	2	3
95	в виду	4	3
96	и их	3	3
97	в их	5	3
98	и даже	2	3
99	он и	2	3
100	его в	3	3
101	в художественном	10	3
102	художественном творчестве	6	3
103	между тем	5	3
104	в жизни	2	3
105	если бы	3	3
106	в единстве	4	3
107	его художественного	2	3
108	стороны и	2	3
109	в различных	2	3
110	и к	3	3
111	в романе	4	3
112	по существу	3	3
113	она не	3	3
114	когда он	3	3
115	даже в	5	3
116	что и	3	3
117	все же	5	3
118	него в	3	3
119	так и	5	3
120	или менее	6	3
121	другой стороны	8	3
122	также и	2	3
123	и для	2	3
124	можно было	2	3
125	могут быть	5	3
126	и ее	4	3
127	например у	2	2
128	что у	2	2
129	из этих	7	2
130	в конце	3	2
131	человека и	3	2
132	в образе	2	2
133	от них	2	2
134	оно является	2	2
135	и как	3	2
136	из его	3	2
137	художественного творчества	18	2
138	из рассказа	2	2
139	например в	3	2
140	что такое	2	2
141	ту же	2	2
142	и др	9	2
143	то это	2	2
144	в целом	4	2
145	в форме	3	2
146	отличается от	2	2
147	достоевского и	2	2
148	того что	3	2
149	мы наблюдаем	2	2
150	так же	3	2
151	чтобы не	2	2
152	с ними	4	2
153	в своих	2	2
154	в которых	3	2
155	сказать что	5	2
156	а вот	2	2
157	собою и	2	2
158	письме к	9	2
159	из них	9	2
160	как он	2	2
161	произведения как	5	2
162	в письме	13	2
163	вне его	2	2
164	с этим	3	2
165	все произведение	2	2
166	об этом	9	2
167	а затем	2	2
168	у нас	2	2
169	и при	5	2
170	одна из	4	2
171	он говорит	5	2
172	конце концов	2	2
173	в процессе	16	2
174	ее в	4	2
175	бы и	6	2
176	он пишет	7	2
177	том что	8	2
178	что не	3	2
179	должны быть	2	2
180	хотя бы	19	2
181	бы не	2	2
182	в творчестве	3	2
183	что говорит	3	2
184	все его	2	2
