N	2gram	Tiupa_Narr_2	Myshleni
1	в процессе	2	27
2	и в	13	25
3	в том	14	23
4	том что	13	20
5	внутренней речи	3	19
6	что в	4	17
7	так же	2	17
8	таким образом	5	17
9	как и	4	15
10	то что	8	15
11	в его	6	15
12	в этом	13	14
13	может быть	10	13
14	в целом	3	13
15	между собой	3	13
16	в качестве	14	12
17	по своему	2	11
18	могли бы	2	11
19	перед нами	4	10
20	что они	3	10
21	как бы	6	10
22	и не	14	10
23	и что	2	10
24	того что	6	10
25	было бы	2	10
26	что и	2	10
27	только в	11	10
28	как в	5	9
29	мы не	2	9
30	того чтобы	3	8
31	не является	4	8
32	столь же	2	7
33	все эти	3	7
34	как это	4	7
35	по своей	3	7
36	в области	2	7
37	не менее	4	6
38	с другой	5	6
39	как уже	2	6
40	не в	8	6
41	же как	2	6
42	и у	4	6
43	один из	3	6
44	не может	8	6
45	потому что	2	6
46	что он	5	6
47	в силу	4	6
48	представляет собой	16	6
49	но не	3	6
50	со всеми	2	6
51	не только	26	6
52	все же	6	6
53	в отличие	5	6
54	точки зрения	5	6
55	можно было	2	6
56	отличие от	5	6
57	так и	9	5
58	именно в	2	5
59	что это	4	5
60	тем не	5	5
61	но это	2	5
62	для него	4	5
63	одной стороны	5	5
64	при этом	14	5
65	что она	2	5
66	с одной	5	5
67	и по	3	5
68	отношения между	2	5
69	если бы	4	5
70	и к	6	5
71	о том	5	5
72	в этой	4	5
73	и т.д	4	5
74	в частности	11	4
75	никогда не	6	4
76	в своем	6	4
77	в какой	4	4
78	из этих	2	4
79	прежде всего	6	4
80	на то	2	4
81	к тому	9	4
82	что с	2	4
83	отнюдь не	4	4
84	но и	15	4
85	не столько	5	4
86	то и	3	4
87	а в	9	4
88	сказать что	3	4
89	в то	5	4
90	с ним	4	4
91	которая не	2	4
92	мы имеем	3	4
93	в известном	3	4
94	и все	4	4
95	и внутренней	2	4
96	и того	3	4
97	еще не	2	4
98	он не	5	4
99	той же	2	4
100	могло бы	2	4
101	с этой	3	3
102	в себя	4	3
103	в свою	2	3
104	и сам	3	3
105	в самом	2	3
106	вслед за	6	3
107	имеет место	2	3
108	в него	2	3
109	в котором	5	3
110	на том	3	3
111	по отношению	5	3
112	с ними	3	3
113	этом отношении	3	3
114	в результате	2	3
115	между тем	3	3
116	как он	2	3
117	к которому	2	3
118	в случае	2	3
119	в жизни	6	3
120	состоит в	12	3
121	или иной	3	3
122	дело с	2	3
123	а с	2	3
124	в виде	2	3
125	место в	5	2
126	то же	4	2
127	известном смысле	3	2
128	тому что	3	2
129	часто не	2	2
130	для нас	2	2
131	всякий раз	2	2
132	имеем дело	2	2
133	такого рода	12	2
134	хотя и	5	2
135	той или	3	2
136	в нем	5	2
137	как на	2	2
138	в своих	2	2
139	и здесь	2	2
140	в начале	2	2
141	того или	3	2
142	зрения на	2	2
143	бы в	2	2
144	с его	3	2
145	однако в	2	2
146	к другому	2	2
147	представления о	2	2
148	и другого	2	2
149	с нею	2	2
150	или иного	3	2
151	об этом	4	2
152	же в	4	2
153	в таком	3	2
154	одна из	3	2
155	о котором	3	2
156	все что	4	2
157	бы с	2	2
158	иначе говоря	7	2
159	не происходит	2	2
160	как показывает	2	2
161	а также	6	2
162	оно не	2	2
163	отношению к	5	2
164	не будет	2	2
165	в мире	4	2
166	в своей	4	2
167	только что	2	2
168	внимание на	3	2
169	в течение	2	2
170	уже не	4	2
171	тем самым	5	2
172	едва ли	3	2
173	и для	3	2
174	и его	3	2
175	или иначе	2	2
176	тому как	2	2
177	вступает в	2	2
178	в себе	8	2
179	в чем	2	2
180	а как	3	2
