N	2gram	Losev_Vlad_3	Psycholo
1	то что	28	32
2	и в	40	31
3	в том	18	30
4	то есть	24	26
5	что в	17	23
6	может быть	8	22
7	таким образом	11	20
8	при помощи	4	20
9	при этом	3	19
10	так как	7	18
11	не может	14	17
12	как и	7	16
13	том что	18	16
14	и не	25	16
15	точки зрения	13	15
16	только в	13	14
17	а не	8	13
18	не только	25	13
19	что и	7	13
20	так же	8	12
21	если мы	4	12
22	мы не	2	12
23	в этом	16	12
24	в самом	4	11
25	с таким	2	11
26	не в	3	11
27	на то	4	10
28	в сущности	2	10
29	того что	7	10
30	потому что	11	10
31	по себе	6	9
32	ни в	10	9
33	никогда не	11	8
34	вместе с	7	8
35	и что	8	8
36	во всяком	3	8
37	что мы	2	8
38	что он	5	7
39	и его	10	7
40	того чтобы	3	7
41	сказать что	12	7
42	о том	11	7
43	что это	9	6
44	вовсе не	13	6
45	одной стороны	3	6
46	до конца	4	6
47	было бы	4	6
48	если бы	3	6
49	из этих	3	6
50	всяком случае	3	6
51	отнюдь не	5	6
52	а в	7	6
53	что она	2	6
54	для того	2	6
55	и даже	6	6
56	в его	14	6
57	само по	3	5
58	и все	4	5
59	не является	2	5
60	все же	4	5
61	так что	14	5
62	с одной	3	5
63	то время	4	5
64	для нас	5	5
65	она не	2	5
66	несмотря на	7	5
67	совершенно не	2	5
68	в какой	2	5
69	как бы	3	5
70	был бы	3	5
71	в целом	2	5
72	оказывается что	2	5
73	другой стороны	2	5
74	и для	3	5
75	то же	4	5
76	с другой	5	5
77	время как	2	5
78	это есть	10	5
79	в то	7	5
80	к тому	7	4
81	в которой	2	4
82	в котором	4	4
83	в виду	3	4
84	прежде всего	10	4
85	тому что	4	4
86	и так	2	4
87	в себе	9	4
88	отличие от	3	4
89	по существу	4	4
90	же как	3	4
91	у него	24	4
92	и если	7	4
93	у нас	5	4
94	и о	4	4
95	никак не	4	4
96	в этих	2	4
97	со стороны	2	4
98	к этому	2	4
99	и у	3	4
100	в своих	7	4
101	с этой	2	4
102	в результате	4	4
103	как это	4	4
104	могло бы	2	4
105	мы имеем	3	4
106	уже в	3	3
107	совсем не	5	3
108	не могут	2	3
109	как на	3	3
110	с тем	7	3
111	в своем	8	3
112	только при	4	3
113	точно так	4	3
114	что все	7	3
115	должна быть	2	3
116	вопрос о	4	3
117	стороны и	2	3
118	и к	2	3
119	что на	2	3
120	мы знаем	3	3
121	тому же	5	3
122	но это	6	3
123	в силу	2	3
124	не будет	6	3
125	но не	4	3
126	смысле слова	6	3
127	не можем	2	3
128	в этой	8	3
129	хотя и	7	3
130	он не	8	3
131	но мы	2	3
132	не есть	10	3
133	в своей	9	3
134	так и	6	3
135	только на	5	3
136	который в	2	3
137	в отличие	3	3
138	не было	5	3
139	от того	4	3
140	но только	2	3
141	и по	2	3
142	роль в	2	3
143	в таком	3	3
144	в обществе	2	3
145	и только	3	3
146	с этим	2	3
147	во всем	6	3
148	все то	3	3
149	в конце	12	3
150	и это	6	3
151	что эта	2	3
152	конце концов	5	3
153	но в	4	3
154	не менее	9	2
155	не существует	2	2
156	такой же	4	2
157	в книге	2	2
158	независимо от	3	2
159	она должна	2	2
160	этом смысле	3	2
161	можно ли	2	2
162	по этому	3	2
163	и как	7	2
164	но даже	4	2
165	том случае	3	2
166	и от	6	2
167	человека и	3	2
168	в жизни	2	2
169	и здесь	6	2
170	согласии с	2	2
171	и вместе	2	2
172	быть в	2	2
173	есть не	2	2
174	когда оно	2	2
175	там же	7	2
176	а только	7	2
177	остановиться на	2	2
178	утверждает что	4	2
179	оно есть	6	2
180	или не	3	2
181	тем не	10	2
182	уже не	9	2
183	и сейчас	2	2
184	и потому	10	2
185	только о	3	2
186	более или	5	2
187	что здесь	3	2
188	что даже	2	2
189	очень легко	2	2
190	в качестве	3	2
191	того же	2	2
192	но что	2	2
193	настоящее время	3	2
194	него в	4	2
195	далеко не	3	2
196	на эти	2	2
197	на почве	2	2
198	может показаться	2	2
199	даже в	4	2
200	и тем	3	2
201	в нем	3	2
202	мы видели	3	2
203	как говорит	2	2
204	из них	2	2
205	но и	18	2
206	говорит о	4	2
207	или менее	5	2
208	что же	9	2
209	и психологии	2	2
210	как мы	8	2
211	только что	2	2
212	отличается от	3	2
213	как раз	10	2
214	то и	2	2
215	что есть	3	2
216	в связи	3	2
217	по мнению	4	2
218	в настоящее	3	2
219	этом отношении	2	2
220	же самое	3	2
221	на самом	3	2
222	тем самым	2	2
223	к нему	3	2
224	есть только	9	2
225	с точки	6	2
226	вот что	3	2
227	в чем	3	2
228	ничего не	5	2
229	и с	9	2
230	в каком	4	2
231	как например	2	2
232	бы и	4	2
233	но как	2	2
234	и то	9	2
235	бы в	2	2
236	его в	2	2
237	таком случае	2	2
238	из этого	2	2
239	только то	2	2
240	к этой	2	2
241	в одном	5	2
242	или как	4	2
