N	2gram	Bakhtin_Fr_2	EvropaiE
1	и в	49	37
2	в отношении	2	32
3	в пределах	2	25
4	точки зрения	6	23
5	что в	2	21
6	не только	17	18
7	с точки	5	17
8	в то	6	16
9	то же	7	15
10	в своем	5	14
11	в качестве	2	14
12	же время	6	14
13	но и	13	14
14	и не	15	14
15	но в	4	14
16	в этом	15	12
17	в их	2	11
18	в том	3	11
19	в области	4	11
20	так и	6	10
21	прежде всего	19	9
22	в смысле	2	9
23	не может	7	9
24	в себе	4	9
25	только в	13	9
26	так же	2	9
27	думать что	2	8
28	в ее	3	8
29	одной стороны	3	8
30	было бы	3	8
31	в своей	5	8
32	с одной	3	8
33	как и	11	7
34	с другой	4	7
35	также и	3	7
36	так как	6	7
37	вовсе не	10	6
38	том что	4	6
39	может быть	5	6
40	на то	2	6
41	как бы	11	6
42	то что	6	6
43	во всех	6	6
44	того чтобы	2	6
45	и даже	2	6
46	и на	17	6
47	то есть	32	6
48	но не	5	5
49	одной из	2	5
50	как мы	7	5
51	в течение	3	5
52	и потому	5	5
53	но даже	2	4
54	именно в	6	4
55	можно сказать	2	4
56	несмотря на	3	4
57	в самом	3	4
58	в ней	2	4
59	к ней	2	4
60	даже в	3	4
61	сказать что	6	4
62	место в	3	3
63	и к	4	3
64	этом отношении	3	3
65	никогда не	5	3
66	и со	3	3
67	жизни в	3	3
68	в них	13	3
69	в известной	4	3
70	мы видели	3	3
71	мы можем	2	3
72	не дает	3	3
73	связано с	2	3
74	из них	3	3
75	всяком случае	2	3
76	ее в	2	3
77	и прежде	2	3
78	как на	4	3
79	можно было	3	3
80	во всяком	2	3
81	тем что	4	3
82	себе в	2	3
83	во все	2	3
84	о том	3	3
85	там где	4	3
86	этой культуры	2	2
87	и более	4	2
88	для них	2	2
89	в этих	4	2
90	сравнению с	2	2
91	по сравнению	2	2
92	и во	4	2
93	и все	3	2
94	в одном	3	2
95	к нему	3	2
96	для понимания	2	2
97	и эта	2	2
98	же в	3	2
99	есть в	2	2
100	но именно	3	2
101	меньшей степени	3	2
102	по преимуществу	2	2
103	в его	18	2
104	притом в	2	2
105	точка зрения	3	2
106	в мире	2	2
107	жизни и	7	2
108	вместе с	2	2
109	целый ряд	2	2
110	а в	4	2
111	таким образом	7	2
112	и других	3	2
113	культуры и	3	2
114	ко всему	2	2
115	в значительной	3	2
116	другой стороны	3	2
117	этот процесс	4	2
118	на основе	2	2
119	меньше чем	2	2
120	в своих	4	2
121	культуры но	2	2
122	и с	6	2
123	хотя и	2	2
124	могут быть	2	2
125	и еще	2	2
126	в этой	10	2
127	в истории	6	2
128	мы должны	2	2
129	далеко не	3	2
130	в эту	5	2
