N	2gram	Propp_Russ_2	Problema
1	и в	29	44
2	может быть	13	28
3	потому что	5	25
4	то что	5	23
5	в том	22	21
6	а не	4	18
7	в этом	11	17
8	для нас	6	16
9	когда мы	2	15
10	не только	10	14
11	и то	2	14
12	не в	4	13
13	и т	5	13
14	т д	5	13
15	то же	4	13
16	так что	4	12
17	но в	5	12
18	том что	22	12
19	не менее	2	10
20	но и	8	10
21	в виду	2	10
22	у нас	4	10
23	как и	11	10
24	тем не	2	10
25	это не	5	9
26	и от	3	9
27	не имеет	3	9
28	и с	10	9
29	как бы	18	9
30	так как	13	9
31	в то	2	9
32	что и	2	9
33	в данном	6	9
34	таким образом	6	9
35	что в	22	8
36	а именно	3	8
37	того что	3	8
38	было бы	3	8
39	как мы	3	8
40	связи с	2	8
41	с другой	2	7
42	данном случае	7	7
43	не может	5	7
44	уже не	4	7
45	все эти	3	7
46	и что	5	7
47	это и	2	7
48	на самом	2	7
49	мы не	6	7
50	никогда не	2	6
51	для этого	5	6
52	но если	3	6
53	о том	9	6
54	все же	2	6
55	в виде	4	6
56	не было	2	5
57	или даже	3	5
58	нас не	2	5
59	с тем	6	5
60	все это	10	5
61	то и	4	5
62	а в	9	5
63	что здесь	3	5
64	этом случае	6	5
65	в таком	4	5
66	еще не	6	5
67	и о	3	5
68	с ней	5	5
69	в своей	2	5
70	как в	7	5
71	так же	4	5
72	иное как	2	4
73	при этом	6	4
74	совершенно не	2	4
75	же деле	2	4
76	не что	2	4
77	на первый	3	4
78	что иное	2	4
79	самом же	2	4
80	то время	2	4
81	а также	4	4
82	в ее	3	4
83	или в	7	4
84	можно было	2	4
85	тем что	3	4
86	же как	4	3
87	и другие	14	3
88	что это	3	3
89	прежде всего	2	3
90	и как	2	3
91	в этой	3	3
92	кроме того	2	3
93	вся эта	2	3
94	что для	3	3
95	с этой	2	3
96	в которых	4	3
97	его в	8	3
98	об этом	2	3
99	же в	6	3
100	но не	5	3
101	в качестве	3	3
102	здесь в	2	3
103	там и	2	3
104	она не	3	3
105	из этого	2	3
106	и все	4	3
107	отличие от	3	3
108	с другими	3	3
109	этот вопрос	2	3
110	и ее	2	3
111	в таких	3	3
112	будто бы	5	3
113	как оно	2	3
114	есть в	2	3
115	не был	2	2
116	именно в	4	2
117	в этих	3	2
118	не столько	2	2
119	ее и	2	2
120	совсем не	2	2
121	о чем	4	2
122	нас к	3	2
123	в котором	3	2
124	из них	4	2
125	природы и	2	2
126	в их	2	2
127	с одной	2	2
128	и по	3	2
129	друг друга	3	2
130	на новый	3	2
131	с этим	2	2
132	как это	4	2
133	мы имеем	6	2
134	и там	3	2
135	для них	2	2
136	это в	2	2
137	он есть	2	2
138	сразу же	2	2
139	по существу	4	2
140	мы видели	7	2
141	а к	2	2
142	и при	2	2
143	что при	2	2
144	и после	3	2
145	не имели	2	2
146	во всех	3	2
147	дело не	2	2
148	не будем	3	2
149	вместе с	6	2
150	в природе	3	2
151	только тогда	3	2
152	в отличие	3	2
153	жизнь и	2	2
154	а с	2	2
155	из которых	2	2
156	и для	2	2
157	воздействовать на	2	2
158	у них	2	2
159	пока еще	2	2
160	могут быть	2	2
161	в которой	2	2
