N	2gram	Potebnia_M_3	Istorich
1	и в	30	24
2	что он	6	21
3	не только	21	21
4	и т	5	17
5	т д	3	16
6	может быть	28	14
7	не может	6	14
8	что в	17	13
9	как в	10	12
10	в этом	10	12
11	но и	19	11
12	у него	2	10
13	том что	18	10
14	а в	12	10
15	и что	10	10
16	мы видим	2	10
17	с другой	7	9
18	не в	15	9
19	все же	2	9
20	о том	2	9
21	потому что	46	9
22	показывает что	2	8
23	еще не	5	8
24	что и	13	8
25	все это	4	8
26	другой стороны	4	8
27	то же	23	8
28	а не	15	8
29	или в	3	8
30	так как	13	8
31	один из	4	7
32	в том	32	7
33	мы видели	4	7
34	то что	18	7
35	вместе с	12	7
36	к нему	3	7
37	таким образом	14	7
38	тем что	7	6
39	с этой	2	6
40	об этом	2	6
41	для нас	20	6
42	как и	10	6
43	так же	3	6
44	но не	7	6
45	в нем	9	6
46	он не	4	6
47	и все	3	6
48	того что	18	6
49	во время	2	6
50	только в	21	6
51	что это	4	6
52	ответ на	3	6
53	не менее	5	5
54	одной стороны	3	5
55	то это	6	5
56	отношение к	2	5
57	так и	11	5
58	с одной	7	5
59	что она	3	5
60	в чем	3	5
61	с ним	6	5
62	там где	3	5
63	не всегда	2	4
64	вовсе не	7	4
65	тем не	3	4
66	но все	2	4
67	при этом	3	4
68	одной из	2	4
69	мы уже	2	4
70	как бы	3	4
71	в их	2	4
72	то и	6	4
73	если не	4	4
74	и не	15	4
75	не имеет	6	4
76	в других	2	4
77	мы не	9	4
78	так в	2	4
79	точки зрения	2	4
80	мы должны	4	4
81	то не	2	4
82	мы можем	3	4
83	уже в	5	3
84	не столько	2	3
85	в них	5	3
86	тогда когда	9	3
87	в образе	3	3
88	на то	2	3
89	нечто вроде	2	3
90	так что	7	3
91	что они	2	3
92	и если	2	3
93	например в	6	3
94	том чтобы	2	3
95	его в	3	3
96	не все	4	3
97	выше мы	2	3
98	сих пор	3	3
99	как мы	7	3
100	этой стороны	2	3
101	и наконец	2	3
102	и даже	2	3
103	и по	4	3
104	и его	4	3
105	но это	6	3
106	из этих	9	3
107	от него	2	3
108	связи с	2	3
109	что мы	8	3
110	тогда как	2	3
111	того как	4	3
112	перед нами	2	2
113	не будет	3	2
114	тому что	3	2
115	думать что	5	2
116	та же	2	2
117	и от	4	2
118	же что	6	2
119	что собственно	2	2
120	этого не	3	2
121	к этому	3	2
122	прежде всего	3	2
123	не могут	5	2
124	не можем	3	2
125	в то	10	2
126	все в	2	2
127	ни в	2	2
128	в ее	2	2
129	такое же	3	2
130	и оно	3	2
131	в силу	3	2
132	но тем	2	2
133	есть еще	3	2
134	то время	4	2
135	что при	3	2
136	так например	2	2
137	в форме	2	2
138	она не	2	2
139	было бы	9	2
140	и тот	2	2
141	в действительности	5	2
142	со своей	2	2
143	на его	2	2
144	в самом	8	2
145	но оно	6	2
146	он говорит	2	2
147	и о	2	2
148	должно было	2	2
149	к ней	5	2
150	в котором	4	2
151	тем более	4	2
152	и тем	5	2
153	на него	3	2
154	со стороны	3	2
155	по которому	5	2
156	связь с	3	2
157	точно так	12	2
158	уже не	6	2
159	там же	6	2
160	что не	8	2
161	что такое	2	2
162	свое место	2	2
163	в которой	3	2
164	друг друга	3	2
165	что по	2	2
166	сказать что	5	2
167	из них	6	2
168	на свое	3	2
169	с этим	6	2
170	и на	3	2
171	и после	2	2
172	только на	3	2
173	в один	4	2
174	и это	4	2
175	до сих	3	2
