N	2gram	Bakhtin_Pr_1	Analitik
1	не только	13	22
2	и в	23	18
3	как и	8	14
4	так и	10	14
5	в этом	25	14
6	но и	11	13
7	и его	13	13
8	том что	9	12
9	и не	34	12
10	при этом	3	11
11	а в	7	10
12	как бы	28	10
13	то есть	24	10
14	может быть	21	9
15	со стороны	2	9
16	что в	8	9
17	а не	20	9
18	в том	11	9
19	с его	6	8
20	в первой	2	8
21	и даже	3	8
22	с другой	2	7
23	но не	8	7
24	в его	24	7
25	отношению к	11	7
26	как раз	4	7
27	по отношению	11	7
28	не в	6	6
29	для него	15	6
30	еще не	5	6
31	в этой	4	6
32	он не	4	6
33	и самого	4	6
34	в их	3	6
35	о том	2	6
36	никогда не	5	5
37	однако в	2	5
38	в конце	5	5
39	прежде всего	7	5
40	как нам	2	5
41	в самом	8	5
42	что и	5	5
43	в мире	7	5
44	и т.п	3	5
45	другой стороны	2	5
46	в сущности	5	5
47	лишь в	3	5
48	уже не	8	5
49	той же	6	5
50	в результате	4	5
51	между тем	5	5
52	перед нами	4	4
53	в своем	8	4
54	по крайней	2	4
55	в одном	9	4
56	по себе	7	4
57	что он	10	4
58	можно сказать	2	4
59	и к	4	4
60	и как	8	4
61	себя в	3	4
62	в пределах	9	4
63	и сам	2	4
64	крайней мере	2	4
65	все же	5	4
66	приводит к	3	4
67	таким образом	11	4
68	и на	10	4
69	шекспира и	2	4
70	в данном	2	4
71	героя и	5	4
72	уже в	5	3
73	в рамках	2	3
74	в каждом	8	3
75	были бы	4	3
76	не столько	3	3
77	из этих	2	3
78	личности в	4	3
79	к этому	2	3
80	его как	5	3
81	было бы	6	3
82	же время	7	3
83	с их	5	3
84	лишь на	2	3
85	с ее	2	3
86	в целом	4	3
87	данном случае	2	3
88	как в	6	3
89	все это	7	3
90	то же	10	3
91	не было	3	3
92	этом отношении	5	3
93	именно в	6	3
94	на языке	2	3
95	роль в	2	3
96	мы не	2	3
97	ничего не	6	3
98	точки зрения	21	3
99	подобно тому	3	3
100	он и	5	3
101	но как	3	3
102	говорить о	2	3
103	в то	10	3
104	его в	4	3
105	в противоположность	3	2
106	бы и	4	2
107	представляется нам	2	2
108	все эти	8	2
109	в них	3	2
110	поэтому в	2	2
111	это не	10	2
112	но они	4	2
113	не как	12	2
114	о себе	9	2
115	второго порядка	2	2
116	в жизни	6	2
117	себе самому	3	2
118	в нем	20	2
119	углом зрения	2	2
120	есть не	2	2
121	несмотря на	6	2
122	же в	2	2
123	да и	2	2
124	в романе	11	2
125	одна из	2	2
126	мира и	7	2
127	в большинстве	2	2
128	это и	9	2
129	например в	3	2
130	на его	2	2
131	могли бы	3	2
132	по преимуществу	3	2
133	и потому	3	2
134	всяком случае	3	2
135	авторской позиции	3	2
136	даже в	2	2
137	один из	2	2
138	нам кажется	4	2
139	то что	18	2
140	в первом	2	2
141	во всех	5	2
142	вместе с	2	2
143	что она	2	2
144	в форме	6	2
145	не может	11	2
146	в отличие	2	2
147	входит в	2	2
148	отношения к	2	2
149	в себя	3	2
150	и вот	2	2
151	в той	6	2
152	самом деле	5	2
153	с точки	15	2
154	и по	2	2
155	и для	3	2
156	тому как	3	2
157	на пути	2	2
158	сказать что	5	2
159	во всяком	4	2
160	тем что	3	2
161	на себя	3	2
162	в себе	5	2
163	и здесь	3	2
164	в искусстве	2	2
165	только в	8	2
166	этого слова	2	2
167	и все	3	2
168	так сказать	3	2
169	там где	6	2
170	отличие от	2	2
171	но в	4	2
