N	2gram	Tiupa_Anal_1	Formalny
1	и в	18	38
2	в этом	13	27
3	может быть	29	23
4	и его	5	21
5	таким образом	3	20
6	и не	21	20
7	в самом	6	16
8	прежде всего	6	15
9	не в	14	15
10	и т	3	14
11	не может	22	14
12	в нем	3	13
13	но и	17	13
14	в пределах	2	12
15	с его	3	11
16	в том	27	11
17	вовсе не	2	11
18	в его	13	10
19	с другими	4	10
20	и с	2	9
21	как и	13	9
22	при этом	12	9
23	в процессе	2	9
24	не только	15	9
25	т п	3	9
26	отнюдь не	15	8
27	что и	3	8
28	все же	4	8
29	так и	4	8
30	самом деле	2	8
31	точки зрения	6	8
32	что в	5	7
33	не могут	3	7
34	по себе	4	7
35	для него	2	7
36	в своей	6	7
37	этом отношении	2	7
38	как мы	2	7
39	лишь в	5	7
40	уже не	4	7
41	с точки	4	7
42	в первом	2	7
43	художественного произведения	5	6
44	истории литературы	4	6
45	то что	6	6
46	в этой	5	6
47	было бы	2	6
48	вместе с	4	6
49	в их	5	6
50	то же	9	6
51	все эти	2	6
52	а не	17	6
53	могут быть	4	6
54	он не	3	6
55	только в	6	6
56	а в	9	6
57	хотя бы	3	6
58	если бы	3	5
59	или иного	3	5
60	что он	3	5
61	именно в	4	5
62	же время	6	5
63	что же	2	5
64	сводится к	5	5
65	более того	3	5
66	в основе	6	5
67	в то	9	5
68	не столько	2	4
69	на фоне	2	4
70	к тому	7	4
71	в сущности	6	4
72	того или	3	4
73	не о	2	4
74	как бы	5	4
75	и к	3	4
76	из них	2	4
77	другой стороны	2	4
78	что не	3	4
79	не следует	4	4
80	здесь не	2	4
81	так как	2	4
82	но в	8	4
83	одного из	2	3
84	если в	3	3
85	место в	3	3
86	была бы	2	3
87	в какой	2	3
88	с другой	4	3
89	из этих	2	3
90	а как	2	3
91	и как	5	3
92	о литературе	3	3
93	к предмету	2	3
94	однако не	3	3
95	не является	2	3
96	следует что	2	3
97	не есть	8	3
98	в целом	5	3
99	литературного произведения	41	3
100	и до	2	3
101	смысла в	2	3
102	на самом	2	3
103	к нему	3	3
104	такой же	2	3
105	того что	4	3
106	того чтобы	3	3
107	для того	4	3
108	особенно в	2	3
109	роль в	2	3
110	каждый из	2	3
111	и на	5	3
112	как к	2	3
113	и все	3	3
114	в области	4	3
115	произведения в	11	2
116	образом не	2	2
117	времени и	6	2
118	смысла и	3	2
119	между двумя	3	2
120	и более	4	2
121	никогда не	2	2
122	состоит в	11	2
123	в качестве	31	2
124	для этого	2	2
125	столь же	4	2
126	это не	6	2
127	установкой на	2	2
128	произведение искусства	9	2
129	не просто	2	2
130	что именно	2	2
131	в широком	4	2
132	том что	12	2
133	то в	2	2
134	но не	10	2
135	и смыслом	2	2
136	едва ли	2	2
137	и о	2	2
138	совпадает с	2	2
139	в котором	3	2
140	даже в	3	2
141	сами по	2	2
142	один из	2	2
143	не будет	3	2
144	не к	2	2
145	отношение к	2	2
146	ни в	4	2
147	со стороны	2	2
148	художественное произведение	5	2
149	а именно	3	2
150	смысл и	3	2
151	на этом	2	2
152	то ни	3	2
153	как предмет	4	2
154	в той	8	2
155	тем самым	7	2
156	и по	2	2
157	должно быть	2	2
158	отличие от	6	2
159	в таком	3	2
160	и восприятия	2	2
161	и то	2	2
162	между тем	5	2
163	широком смысле	2	2
164	в отличие	6	2
165	в искусстве	2	2
166	вопроса о	3	2
167	науки о	2	2
168	произведения искусства	3	2
169	при помощи	2	2
170	в художественном	3	2
171	подхода к	3	2
172	потому что	2	2
173	в которой	2	2
174	с ним	4	2
175	произведения как	7	2
