N	2gram	Tiupa_Lite_2	Myshleni
1	в том	10	28
2	и в	19	28
3	то что	7	28
4	в этом	9	27
5	того что	5	24
6	потому что	2	22
7	не может	9	19
8	том что	7	19
9	что он	3	18
10	что в	4	17
11	не только	8	16
12	к объекту	2	14
13	может быть	17	13
14	точки зрения	4	13
15	в сфере	4	12
16	и не	11	11
17	как бы	2	11
18	но и	10	10
19	по отношению	4	10
20	так как	3	10
21	но не	5	10
22	отношению к	3	10
23	с точки	3	10
24	было бы	2	9
25	никогда не	3	8
26	еще не	2	8
27	тем самым	3	8
28	для того	2	8
29	тем что	4	8
30	того же	4	7
31	в нем	3	7
32	в сущности	3	7
33	и других	4	7
34	он не	5	7
35	вместе с	5	7
36	то же	12	7
37	и к	2	6
38	же как	2	6
39	так что	4	6
40	и как	3	6
41	и что	2	6
42	для него	4	6
43	в то	9	6
44	как и	10	6
45	так и	7	6
46	как раз	2	6
47	мы не	4	6
48	в области	4	6
49	и на	6	5
50	но в	2	5
51	с тем	2	5
52	то в	2	5
53	из того	2	5
54	могут быть	2	5
55	в этой	3	5
56	я не	5	4
57	в частности	4	4
58	в нашем	2	4
59	не в	4	4
60	на этом	2	4
61	к жизни	2	4
62	друг друга	2	4
63	в качестве	5	4
64	что и	2	4
65	во всех	3	4
66	той же	2	4
67	и то	3	4
68	в себе	6	4
69	в каждой	2	4
70	в каждом	2	3
71	как это	2	3
72	очевидно что	2	3
73	до конца	2	3
74	при этом	6	3
75	в целом	2	3
76	в их	3	3
77	как на	3	3
78	и только	2	3
79	этом отношении	3	3
80	в своих	2	3
81	в основе	2	3
82	но как	2	3
83	в них	2	3
84	на фоне	5	3
85	не по	2	3
86	один из	4	3
87	в его	4	3
88	в себя	3	3
89	а не	20	3
90	и его	3	3
91	представляет собой	2	3
92	ту же	2	3
93	не знает	2	3
94	и т.д	7	3
95	не менее	6	2
96	для этого	2	2
97	с другой	8	2
98	с этой	2	2
99	в конце	2	2
100	прежде всего	4	2
101	для нас	2	2
102	слово не	2	2
103	но это	3	2
104	одним из	3	2
105	себе и	3	2
106	и др	3	2
107	из них	2	2
108	другой стороны	4	2
109	но только	2	2
110	и наконец	2	2
111	не станем	2	2
112	с ним	2	2
113	состоит в	9	2
114	у него	2	2
115	для всех	5	2
116	в такой	2	2
117	в одном	2	2
118	не с	3	2
119	этом случае	2	2
120	у нас	5	2
121	по существу	3	2
122	этот путь	3	2
123	еще в	4	2
124	что нам	2	2
125	все же	2	2
126	мысли и	2	2
127	а в	3	2
128	но с	3	2
129	речь в	2	2
130	не видит	2	2
131	в данном	3	2
132	что я	2	2
133	в другом	3	2
