N	2gram	Voloshinov_1	Russkaja
1	не может	16	22
2	и не	10	19
3	в том	6	17
4	в этом	4	17
5	и в	12	14
6	то что	5	13
7	таким образом	12	11
8	то же	5	11
9	точки зрения	14	11
10	но и	3	10
11	в то	2	10
12	том что	5	9
13	не только	4	9
14	в себе	3	9
15	с точки	2	9
16	может быть	14	9
17	прежде всего	8	8
18	как на	2	8
19	отнюдь не	5	7
20	самом деле	3	7
21	в данном	2	7
22	о том	3	7
23	и с	3	7
24	если бы	9	6
25	на самом	4	6
26	и к	4	6
27	для него	3	6
28	все это	3	6
29	в своем	2	6
30	и для	3	6
31	себя и	2	5
32	между собой	2	5
33	хотя бы	5	5
34	он должен	3	5
35	и на	4	5
36	при этом	6	5
37	до сих	3	5
38	конечно не	3	5
39	в своей	3	5
40	он не	2	5
41	никогда не	5	5
42	в нем	6	5
43	сих пор	3	5
44	только в	6	5
45	между тем	3	5
46	но не	2	4
47	что в	2	4
48	то ни	3	4
49	тогда когда	2	4
50	как и	5	4
51	как бы	13	4
52	все же	4	4
53	бы то	3	4
54	жизни и	4	4
55	в корне	2	4
56	вместе с	2	4
57	от того	4	4
58	точку зрения	2	4
59	не в	4	4
60	и то	2	4
61	в его	2	4
62	его в	4	4
63	так как	9	4
64	да и	3	3
65	еще не	3	3
66	в самом	4	3
67	и потому	2	3
68	но мы	2	3
69	что и	2	3
70	не есть	2	3
71	все они	2	3
72	данном случае	2	3
73	того что	3	3
74	ко всем	2	3
75	и по	3	3
76	из этого	3	3
77	место в	2	2
78	зависит от	2	2
79	и более	3	2
80	должна быть	5	2
81	от этой	2	2
82	ясно что	3	2
83	по себе	3	2
84	ни в	3	2
85	уже не	4	2
86	но это	2	2
87	настоящее время	2	2
88	она не	2	2
89	но для	3	2
90	в ней	6	2
91	на это	2	2
92	и является	4	2
93	в котором	3	2
94	в настоящее	2	2
95	отношении к	3	2
96	если же	2	2
97	не к	3	2
98	для нас	7	2
99	в некоторых	3	2
100	быть и	3	2
101	по отношению	11	2
102	все эти	3	2
103	только на	3	2
104	и что	2	2
105	а не	5	2
106	и наконец	3	2
107	не так	2	2
108	к нему	4	2
109	так же	3	2
110	и те	2	2
111	мы можем	2	2
112	в этих	2	2
113	с ним	3	2
114	но в	5	2
