N	2gram	Propp_Russ_2	Vladivir
1	и в	29	30
2	в году	3	24
3	то что	5	20
4	в этом	11	20
5	в том	22	18
6	а н	3	14
7	и с	10	14
8	том что	22	12
9	что в	22	12
10	там же	12	12
11	не только	10	12
12	а в	9	11
13	как мы	3	11
14	а также	4	10
15	не было	2	10
16	не в	4	9
17	кроме того	2	9
18	было бы	3	9
19	все же	2	9
20	потому что	5	9
21	не может	5	9
22	в то	2	9
23	связи с	2	8
24	вместе с	6	8
25	но и	8	8
26	но в	5	8
27	не менее	2	7
28	никогда не	2	7
29	и все	4	7
30	до конца	3	7
31	может быть	13	7
32	для нас	6	7
33	а не	4	7
34	как это	4	7
35	к этому	5	6
36	прежде всего	2	6
37	об этом	2	6
38	тем не	2	6
39	у нас	4	6
40	то время	2	6
41	а именно	3	6
42	о чем	4	6
43	и то	2	5
44	н ф	2	5
45	как и	11	5
46	так что	4	5
47	при этом	6	5
48	в своей	2	5
49	как бы	18	5
50	в котором	3	5
51	все это	10	5
52	с этим	2	5
53	в течение	2	5
54	и что	5	5
55	того что	3	5
56	все эти	3	5
57	так как	13	5
58	из этого	2	5
59	совсем не	2	4
60	именно в	4	4
61	с этой	2	4
62	его в	8	4
63	в этой	3	4
64	что это	3	4
65	и о	3	4
66	это время	2	4
67	в этих	3	4
68	то же	4	4
69	так же	4	4
70	и на	6	4
71	с в	8	4
72	о том	9	4
73	в которой	2	4
74	должен был	3	3
75	в них	4	3
76	из этих	2	3
77	это в	2	3
78	что и	2	3
79	по существу	4	3
80	и как	2	3
81	но не	5	3
82	в данном	6	3
83	и для	2	3
84	том же	4	3
85	во всех	3	3
86	в последний	3	3
87	как в	7	3
88	в отличие	3	3
89	а а	8	3
90	таким образом	6	3
91	здесь мы	2	3
92	уже не	4	3
93	должно быть	2	3
94	отличие от	3	3
95	в таком	4	3
96	не столько	2	3
97	в виде	4	3
98	к ней	2	3
99	но он	3	3
100	под названием	2	3
101	когда мы	2	3
102	а он	2	2
103	к нему	4	2
104	еще в	2	2
105	с тем	6	2
106	жизни в	2	2
107	а за	4	2
108	это не	5	2
109	и от	3	2
110	тогда когда	4	2
111	мы видели	7	2
112	не был	2	2
113	здесь в	2	2
114	на первый	3	2
115	же в	6	2
116	друг друга	3	2
117	только тогда	3	2
118	а к	2	2
119	по возвращении	2	2
120	церкви и	2	2
121	на этом	3	2
122	после того	2	2
123	она не	3	2
124	том чтобы	2	2
125	для того	6	2
126	в виду	2	2
127	к вам	5	2
128	будто бы	5	2
129	к числу	2	2
130	не имеет	3	2
131	с ней	5	2
132	ее на	2	2
133	данном случае	7	2
134	в их	2	2
135	того как	2	2
136	на земле	5	2
137	начиная с	2	2
138	того чтобы	6	2
139	не говорится	2	2
140	и по	3	2
141	также что	2	2
142	что для	3	2
143	во многих	9	2
144	которое в	2	2
145	можно было	2	2
146	нет никаких	2	2
147	в своих	2	2
148	их в	4	2
149	и при	2	2
150	на эту	2	2
151	на руках	2	2
152	мы не	6	2
