N	2gram	Tiupa_Lite_1	Analitik
1	не только	24	22
2	тогда как	13	20
3	и в	8	18
4	как и	6	14
5	так и	4	14
6	в этом	12	14
7	но и	17	13
8	и его	4	13
9	в частности	15	12
10	том что	14	12
11	в качестве	17	12
12	и не	12	12
13	при этом	19	11
14	коммуникативного события	7	11
15	а в	3	10
16	как бы	7	10
17	то есть	6	10
18	может быть	13	9
19	со стороны	4	9
20	в тексте	8	9
21	что в	3	9
22	а не	16	9
23	в том	16	9
24	с его	5	8
25	в повестях	3	8
26	своего рода	11	8
27	и даже	3	8
28	не случайно	2	8
29	всего лишь	4	8
30	с другой	3	7
31	повестях белкина	2	7
32	но не	4	7
33	в его	7	7
34	в русской	10	7
35	отношению к	2	7
36	как раз	4	7
37	по отношению	3	7
38	к тому	2	6
39	не в	8	6
40	для него	2	6
41	еще не	4	6
42	в этой	4	6
43	и самого	2	6
44	в их	3	6
45	художественного целого	2	6
46	о том	2	6
47	никогда не	4	5
48	однако в	2	5
49	не является	2	5
50	в случае	4	5
51	в конце	4	5
52	прежде всего	11	5
53	или иной	2	5
54	того же	2	5
55	такого рода	10	5
56	в самом	3	5
57	как правило	2	5
58	в мире	2	5
59	и т.п	4	5
60	в сущности	2	5
61	лишь в	4	5
62	уже не	7	5
63	той же	3	5
64	в слове	2	5
65	между тем	2	5
66	я в	5	5
67	представляет собой	4	5
68	не менее	7	4
69	отнюдь не	2	4
70	в своем	11	4
71	столь же	4	4
72	произведение искусства	8	4
73	состоит в	11	4
74	этого текста	3	4
75	что он	5	4
76	себя в	6	4
77	во втором	2	4
78	в пределах	3	4
79	и сам	6	4
80	не есть	2	4
81	все же	4	4
82	русской литературе	5	4
83	приводит к	3	4
84	ли не	3	4
85	таким образом	3	4
86	тем самым	5	4
87	в данном	5	4
88	далеко не	3	4
89	уже в	5	3
90	в рамках	6	3
91	не столько	5	3
92	из этих	2	3
93	самого пушкина	3	3
94	тому же	2	3
95	и того	2	3
96	было бы	2	3
97	же время	5	3
98	с их	3	3
99	по поводу	2	3
100	в целом	8	3
101	дело не	2	3
102	данном случае	4	3
103	как в	5	3
104	то же	5	3
105	не было	3	3
106	этом отношении	2	3
107	еще и	3	3
108	в году	13	3
109	что не	2	3
110	поскольку он	2	3
111	роль в	2	3
112	точки зрения	6	3
113	подобно тому	2	3
114	он и	3	3
115	в то	5	3
116	его в	3	3
117	как это	8	3
118	я и	7	3
119	нашего времени	2	3
120	могут быть	2	2
121	говоря словами	3	2
122	все эти	2	2
123	конечном счете	4	2
124	все они	2	2
125	это не	4	2
126	человеческого я	3	2
127	не как	4	2
128	о себе	4	2
129	в жизни	6	2
130	в нем	2	2
131	наш взгляд	5	2
132	несмотря на	3	2
133	не должен	3	2
134	тем не	2	2
135	же в	5	2
136	этом как	3	2
137	да и	3	2
138	субъекта и	3	2
139	вплоть до	2	2
140	сознания к	2	2
141	одна из	3	2
142	вследствие которого	2	2
143	одной стороны	2	2
144	о своем	2	2
145	например в	3	2
146	по преимуществу	4	2
147	в конечном	5	2
148	а также	5	2
149	всяком случае	2	2
150	по своей	3	2
151	даже в	2	2
152	один из	3	2
153	то что	10	2
154	в культуре	3	2
155	освобождения от	2	2
156	не может	5	2
157	в отличие	5	2
158	эстетического объекта	6	2
159	в лирике	3	2
160	с одной	2	2
161	в себя	2	2
162	сводится к	3	2
163	самсона вырина	2	2
164	самом деле	2	2
165	более чем	3	2
166	на наш	5	2
167	не мог	3	2
168	в принципе	3	2
169	с точки	2	2
170	и прежде	3	2
171	тому как	2	2
172	русской поэзии	5	2
173	во всяком	3	2
174	тем что	2	2
175	одну из	2	2
176	нуждается в	3	2
177	на себя	2	2
178	как эстетической	2	2
179	в себе	7	2
180	в искусстве	2	2
181	личностного я	2	2
182	только в	8	2
183	дело в	3	2
184	отличие от	5	2
185	но в	3	2
186	а для	2	2
