N	2gram	Vinokur_Ku_3	Formalny
1	т е	32	34
2	и в	23	24
3	в его	11	23
4	прежде всего	9	22
5	и не	10	20
6	так и	6	18
7	и пр	3	17
8	не может	6	16
9	точки зрения	23	16
10	в этом	16	15
11	может быть	14	14
12	с точки	16	13
13	таким образом	9	13
14	и т	54	12
15	в своем	4	11
16	не менее	12	11
17	как и	5	11
18	должно быть	7	11
19	в своей	4	11
20	в их	6	11
21	вовсе не	5	10
22	то же	6	10
23	в ней	3	10
24	а не	11	10
25	в процессе	3	9
26	все это	2	9
27	в то	3	9
28	в ее	4	8
29	именно в	3	8
30	то что	4	8
31	как в	4	8
32	т д	8	8
33	лишь в	8	8
34	не в	5	8
35	и с	3	8
36	должна быть	3	7
37	не только	17	7
38	но и	3	7
39	на самом	3	7
40	отнюдь не	3	6
41	и здесь	2	6
42	было бы	16	6
43	как таковой	2	6
44	в том	22	6
45	более или	2	6
46	самом деле	14	6
47	до сих	8	6
48	в пределах	2	6
49	она не	3	6
50	еще не	9	6
51	как бы	5	6
52	сих пор	8	6
53	в целом	4	6
54	или менее	2	6
55	а в	5	6
56	все эти	7	6
57	как это	7	6
58	хотя бы	9	5
59	формы и	3	5
60	по себе	6	5
61	у нас	10	5
62	при этом	6	5
63	в самом	13	5
64	как мы	5	5
65	того что	11	5
66	с другой	7	5
67	но в	2	5
68	независимо от	5	4
69	главным образом	2	4
70	в частности	2	4
71	не как	2	4
72	с другими	2	4
73	и к	3	4
74	для этого	6	4
75	учение о	2	4
76	на западе	2	4
77	одной стороны	4	4
78	если бы	8	4
79	конечно не	2	4
80	как проблема	3	4
81	отношению к	2	4
82	так же	2	4
83	по отношению	3	4
84	т п	41	4
85	в связи	5	4
86	что в	13	4
87	с одной	4	4
88	как на	8	4
89	с этой	3	4
90	во всяком	2	4
91	как о	3	4
92	но не	3	3
93	в отношении	3	3
94	связи с	6	3
95	своей статье	2	3
96	ясно что	4	3
97	или иного	3	3
98	что он	6	3
99	с помощью	6	3
100	смысле этого	2	3
101	к тому	3	3
102	это и	3	3
103	и как	2	3
104	но это	5	3
105	зависимости от	8	3
106	ни на	2	3
107	в общем	6	3
108	не по	3	3
109	но для	3	3
110	не о	2	3
111	он не	3	3
112	один из	4	3
113	все же	5	3
114	отношение к	3	3
115	когда он	2	3
116	каждой из	2	3
117	время в	3	3
118	значение в	2	3
119	отличается от	2	3
120	в россии	2	3
121	на фоне	7	3
122	в особенности	2	3
123	не было	4	3
124	мы не	3	3
125	тем самым	4	3
126	его в	2	3
127	целый ряд	4	3
128	они не	3	3
129	как к	2	3
130	этого слова	4	3
131	здесь не	2	3
132	так сказать	2	3
133	в области	14	3
134	а лишь	3	2
135	того или	3	2
136	сама по	2	2
137	и более	3	2
138	с тем	6	2
139	в нашем	7	2
140	в зависимости	7	2
141	учения о	4	2
142	это не	3	2
143	в одном	2	2
144	она есть	2	2
145	вопрос о	11	2
146	вопрос об	2	2
147	том чтобы	4	2
148	указать на	2	2
149	ни в	3	2
150	уже не	8	2
151	по существу	3	2
152	мы видели	3	2
153	но все	2	2
154	тот или	2	2
155	перейти к	2	2
156	в различных	2	2
157	в ряду	3	2
158	если мы	7	2
159	только в	6	2
160	только как	4	2
161	и если	2	2
162	подхода к	2	2
163	е как	3	2
164	от того	5	2
165	как раз	4	2
166	за пределы	2	2
167	точка зрения	4	2
168	не с	2	2
169	что и	6	2
170	не есть	3	2
171	на него	3	2
172	вместе с	2	2
173	не дает	2	2
174	он в	2	2
175	и содержание	3	2
176	всего этого	3	2
177	и вот	3	2
178	чтобы не	2	2
179	и что	7	2
180	раз и	2	2
181	не так	3	2
182	ни одного	2	2
183	в результате	3	2
184	между тем	4	2
185	и самый	2	2
186	чем же	2	2
187	ничего не	6	2
188	если же	2	2
189	тех же	4	2
190	и должно	5	2
191	могло бы	3	2
192	что такое	4	2
