N	2gram	Vinokur_St_1	FransuaR
1	и в	44	45
2	то есть	2	25
3	и не	16	15
4	не только	18	14
5	в этом	21	14
6	но в	10	14
7	в его	9	13
8	во всех	8	13
9	и его	8	13
10	как бы	4	12
11	во время	3	12
12	что в	30	12
13	в своем	2	11
14	то же	5	11
15	в то	9	11
16	прежде всего	7	10
17	в том	36	10
18	в нем	5	10
19	но и	10	10
20	как и	9	10
21	и с	3	10
22	же время	4	9
23	вовсе не	19	8
24	в ней	3	8
25	жизни и	5	8
26	таким образом	7	8
27	так же	5	8
28	в конце	3	7
29	он был	3	7
30	том что	29	7
31	не в	12	7
32	что и	6	7
33	все это	5	7
34	в эпоху	2	7
35	также и	9	7
36	потому что	6	7
37	и все	2	7
38	всех этих	2	6
39	что он	10	6
40	в этой	11	6
41	он не	2	6
42	так и	9	6
43	того чтобы	11	6
44	для того	10	6
45	так как	5	6
46	это и	4	5
47	но это	6	5
48	со всеми	2	5
49	например в	8	5
50	и их	2	5
51	как раз	4	5
52	не может	8	5
53	этом отношении	7	5
54	все эти	5	5
55	на самом	6	5
56	самом деле	11	5
57	и у	2	5
58	его в	2	5
59	же как	3	4
60	об этом	3	4
61	том числе	2	4
62	и во	2	4
63	очень часто	3	4
64	мы не	2	4
65	у него	2	4
66	такой же	5	4
67	но не	3	4
68	ничего не	2	4
69	по поводу	7	4
70	своего рода	3	4
71	в самом	7	4
72	в сущности	2	4
73	а также	2	4
74	в первой	12	4
75	мы находим	4	4
76	а не	16	4
77	и даже	5	4
78	а в	17	4
79	той же	5	4
80	можно было	13	4
81	сказать что	7	4
82	в основе	3	4
83	с этим	3	4
84	точки зрения	11	4
85	только в	10	4
86	о том	17	4
87	и это	2	4
88	как это	4	4
89	не менее	5	3
90	нисколько не	2	3
91	как в	13	3
92	вообще не	2	3
93	это не	8	3
94	из этих	6	3
95	что на	2	3
96	ни в	3	3
97	по существу	2	3
98	но на	2	3
99	есть в	2	3
100	того же	3	3
101	связанные с	3	3
102	то время	2	3
103	для него	6	3
104	в своей	6	3
105	до сих	7	3
106	сих пор	7	3
107	что она	4	3
108	не было	4	3
109	еще и	2	3
110	именно в	6	3
111	того что	9	3
112	на этот	3	3
113	не имеет	4	3
114	и для	3	3
115	в которых	5	3
116	но он	2	3
117	ведь и	3	3
118	в другом	3	3
119	дело в	6	3
120	там где	5	3
121	в сторону	2	2
122	и без	3	2
123	говорить о	2	2
124	точку зрения	3	2
125	превращается в	2	2
126	хотя бы	6	2
127	он должен	2	2
128	что все	2	2
129	это в	4	2
130	числе и	2	2
131	в отношении	9	2
132	в г	3	2
133	раз в	2	2
134	в начале	3	2
135	то что	18	2
136	в качестве	4	2
137	эта книга	2	2
138	так например	7	2
139	но именно	2	2
140	было бы	17	2
141	что это	4	2
142	это явление	2	2
143	несмотря на	2	2
144	не хочет	2	2
145	конечно не	2	2
146	может быть	15	2
147	вплоть до	5	2
148	нужно сказать	5	2
149	в уста	3	2
150	если в	2	2
151	даже в	3	2
152	должен быть	3	2
153	в каждом	3	2
154	все же	8	2
155	которой можно	2	2
156	в целом	5	2
157	во второй	9	2
158	и за	3	2
159	на него	2	2
160	данном случае	6	2
161	а именно	3	2
162	что эта	2	2
163	и языка	6	2
164	и только	3	2
165	начиная с	2	2
166	при этом	2	2
167	в истории	3	2
168	лишь в	3	2
169	и что	4	2
170	с точки	8	2
171	к нему	2	2
172	другом месте	2	2
173	в данном	14	2
174	конечно и	3	2
175	больше чем	2	2
176	между тем	3	2
177	одно из	2	2
178	и вообще	3	2
179	на эту	4	2
180	в чем	3	2
181	это очень	3	2
182	нет ни	2	2
183	подчеркнуть что	2	2
184	том как	4	2
185	от этого	2	2
