N	2gram	Potebnia_M_1	Hudozhes
1	и в	39	28
2	том что	16	19
3	и не	18	18
4	в том	26	15
5	а не	21	14
6	не в	15	13
7	в этом	15	13
8	о том	2	12
9	как и	9	11
10	при этом	6	11
11	в его	5	11
12	не только	21	11
13	уже не	2	10
14	но и	20	9
15	в себе	13	9
16	в душе	11	8
17	в жизни	3	8
18	может быть	27	8
19	так и	13	8
20	между тем	5	8
21	и все	3	7
22	к тому	4	7
23	в мире	3	7
24	отношению к	13	7
25	по отношению	13	7
26	тогда как	2	7
27	с ним	3	7
28	это не	7	6
29	то что	10	6
30	жизни и	2	6
31	в своей	3	6
32	если бы	14	6
33	то же	6	6
34	не было	4	6
35	а в	5	6
36	в глазах	3	6
37	и с	3	6
38	тем что	9	6
39	для себя	3	6
40	в то	4	6
41	что это	3	5
42	не менее	6	5
43	в своем	3	5
44	как бы	6	5
45	как в	10	5
46	с ее	2	5
47	в этой	3	5
48	что в	22	5
49	она не	3	5
50	в самом	3	5
51	никогда не	4	5
52	только на	3	5
53	не могла	2	5
54	и его	5	5
55	одно из	3	5
56	для него	4	5
57	тому что	3	4
58	тем не	6	4
59	то в	5	4
60	но не	8	4
61	же время	4	4
62	для того	3	4
63	и о	2	4
64	он не	3	4
65	для нее	2	4
66	что и	6	4
67	и т	6	4
68	то и	7	4
69	не может	22	4
70	того чтобы	2	4
71	подобно тому	3	4
72	как будто	2	4
73	только в	25	4
74	тому как	4	4
75	в других	2	4
76	а между	3	4
77	бы не	6	3
78	в человеке	10	3
79	была бы	2	3
80	в них	3	3
81	в состоянии	3	3
82	столь же	3	3
83	с другой	7	3
84	в одном	8	3
85	но при	3	3
86	что все	3	3
87	с нею	4	3
88	прежде всего	4	3
89	в нем	20	3
90	что на	6	3
91	для нас	9	3
92	все что	2	3
93	когда в	3	3
94	еще не	6	3
95	одной стороны	3	3
96	было бы	12	3
97	по поводу	3	3
98	несмотря на	5	3
99	в ней	7	3
100	ли в	2	3
101	не все	2	3
102	в этих	7	3
103	все они	2	3
104	на него	3	3
105	со стороны	8	3
106	с одной	3	3
107	чтобы не	2	3
108	по его	7	3
109	так же	5	3
110	или в	2	3
111	и это	3	3
112	только для	3	2
113	прежде чем	3	2
114	только не	2	2
115	однако в	4	2
116	мысли о	4	2
117	и от	3	2
118	из этих	4	2
119	начнем с	3	2
120	вовсе не	5	2
121	а как	2	2
122	только тем	2	2
123	т с	25	2
124	о его	2	2
125	как мы	2	2
126	о которых	2	2
127	в г	2	2
128	но тем	3	2
129	мысль о	2	2
130	что не	10	2
131	не по	4	2
132	к ней	2	2
133	оно не	3	2
134	все же	6	2
135	не будет	2	2
136	в первом	5	2
137	вместе с	8	2
138	что же	2	2
139	мысли и	9	2
140	как на	3	2
141	т п	4	2
142	т д	4	2
143	того как	6	2
144	внешним и	2	2
145	во втором	5	2
146	тем самым	4	2
147	не более	4	2
148	хотя бы	2	2
149	и для	5	2
150	с точки	3	2
151	той же	3	2
152	и то	3	2
153	тем как	3	2
154	сказать что	3	2
155	потому что	52	2
156	нуждается в	2	2
157	точки зрения	8	2
158	что даже	2	2
159	могла бы	2	2
160	и только	2	2
161	нет ничего	2	2
162	она может	3	2
163	не зная	2	2
164	но в	9	2
165	том как	3	2
