N	2gram	Losev_Vesc_1	formyVre
1	и в	21	46
2	в этом	4	22
3	прежде всего	9	14
4	и т	19	14
5	вовсе не	10	13
6	и его	2	12
7	только в	14	11
8	не только	36	11
9	во всех	2	11
10	в том	8	10
11	как бы	12	10
12	точки зрения	5	10
13	но в	5	10
14	у него	2	9
15	не в	5	9
16	мы уже	3	9
17	но и	18	9
18	и не	29	9
19	и для	9	9
20	как и	8	8
21	в его	2	8
22	жизни и	2	8
23	то же	6	8
24	того чтобы	3	8
25	для того	2	8
26	с точки	3	8
27	потому что	16	8
28	из них	4	8
29	вещей и	4	7
30	в одном	2	7
31	может быть	16	7
32	то что	27	7
33	так и	3	7
34	никогда не	2	6
35	и во	3	6
36	и все	5	6
37	как мы	4	6
38	еще не	8	6
39	его в	2	6
40	все же	4	6
41	все это	5	6
42	в основе	3	6
43	так как	7	6
44	и с	8	6
45	в своем	6	5
46	с этим	3	5
47	по существу	2	5
48	в то	3	5
49	но не	5	5
50	в нем	2	5
51	что в	9	5
52	все эти	3	5
53	в смысле	12	5
54	и у	3	5
55	должно быть	6	5
56	отнюдь не	5	4
57	с этой	4	4
58	с ним	8	4
59	том что	8	4
60	так что	5	4
61	что они	6	4
62	есть и	4	4
63	в котором	3	4
64	и их	7	4
65	еще более	2	4
66	а не	19	4
67	также и	6	4
68	их в	3	4
69	к себе	4	4
70	в себе	14	4
71	о том	6	4
72	и самое	2	4
73	мы еще	2	3
74	себя и	4	3
75	того же	5	3
76	вещами и	2	3
77	а следовательно	2	3
78	к тому	3	3
79	а затем	2	3
80	и как	8	3
81	это значит	24	3
82	для него	4	3
83	кроме того	4	3
84	тот же	3	3
85	хотя и	4	3
86	что на	2	3
87	как можно	3	3
88	что и	3	3
89	слова и	5	3
90	на нас	2	3
91	т д	19	3
92	таким образом	8	3
93	почти все	2	3
94	уже не	9	3
95	того что	8	3
96	и даже	6	3
97	а в	4	3
98	тем что	2	3
99	в другом	2	3
100	в виду	2	3
101	из самых	2	2
102	на этом	2	2
103	она еще	2	2
104	и есть	26	2
105	смысла и	5	2
106	а потом	2	2
107	говорить о	6	2
108	с другой	6	2
109	это не	5	2
110	вещи и	20	2
111	что все	2	2
112	ее к	2	2
113	по себе	13	2
114	не быть	3	2
115	можно сказать	6	2
116	в отношении	4	2
117	без всякого	4	2
118	в самой	2	2
119	у нас	7	2
120	мы видим	2	2
121	в этой	3	2
122	перестает быть	3	2
123	с тем	5	2
124	между ними	3	2
125	равно как	2	2
126	и пр	6	2
127	она не	4	2
128	было бы	14	2
129	в сущности	4	2
130	и о	3	2
131	вещь в	6	2
132	и потому	5	2
133	только один	2	2
134	один из	3	2
135	находится в	3	2
136	не может	17	2
137	и только	3	2
138	если не	3	2
139	с одной	3	2
140	у всех	3	2
141	чем не	2	2
142	в себя	13	2
143	и вот	2	2
144	в той	3	2
145	сами по	3	2
146	в данном	5	2
147	но это	10	2
148	то в	4	2
149	от этого	2	2
150	и от	3	2
151	мы имеем	7	2
152	но он	2	2
153	самим собою	2	2
154	ту же	2	2
155	в конце	2	2
156	и это	14	2
157	как это	2	2
158	во всяком	3	2
159	значит что	24	2
