N	2gram	Vygotskiy__3	Problemy
1	и в	25	43
2	и не	10	29
3	может быть	13	23
4	как бы	10	22
5	не может	6	18
6	но и	4	14
7	как и	15	14
8	точки зрения	6	13
9	в этом	14	13
10	что он	6	13
11	слова в	2	12
12	в нем	2	12
13	в одном	2	12
14	слова и	6	12
15	не в	6	11
16	по себе	7	11
17	не только	6	11
18	прежде всего	4	10
19	и на	6	10
20	в его	15	10
21	как мы	8	10
22	никогда не	4	9
23	еще не	4	9
24	он не	4	9
25	для него	5	8
26	то же	2	8
27	и его	2	8
28	или в	2	8
29	перед нами	10	7
30	и сам	3	7
31	в него	3	7
32	в самом	3	7
33	в то	4	7
34	то что	15	7
35	в этих	2	6
36	в том	23	6
37	при этом	5	6
38	в котором	3	6
39	к одному	5	6
40	и все	4	6
41	не как	3	6
42	приводит к	4	6
43	на то	4	5
44	так что	2	5
45	хотя и	2	5
46	все это	6	5
47	по отношению	3	5
48	таким образом	17	5
49	все эти	7	5
50	а в	4	5
51	слово с	2	5
52	бы в	2	5
53	к другому	2	5
54	о том	5	5
55	но не	6	5
56	слов и	5	5
57	было бы	10	5
58	мы увидим	4	5
59	и что	10	5
60	отношению к	2	5
61	в речи	2	5
62	в себе	2	5
63	не могут	4	4
64	что в	17	4
65	в своем	4	4
66	с другой	6	4
67	к тому	4	4
68	но это	5	4
69	друг с	5	4
70	должно быть	2	4
71	в результате	3	4
72	их в	3	4
73	так как	12	4
74	а как	2	4
75	с его	2	4
76	в них	2	4
77	в своей	2	4
78	в отличие	6	4
79	там где	4	4
80	на этот	2	4
81	между ними	3	4
82	мы не	9	4
83	этот вопрос	3	4
84	речи и	8	4
85	с другом	5	4
86	только в	10	4
87	и это	4	4
88	отличие от	6	4
89	не менее	6	3
90	мы будем	2	3
91	в отношении	6	3
92	есть и	2	3
93	или иной	3	3
94	той или	2	3
95	уже говорили	5	3
96	и их	3	3
97	того и	2	3
98	и только	2	3
99	и здесь	2	3
100	во всем	3	3
101	ни на	2	3
102	его в	3	3
103	с ним	4	3
104	между тем	3	3
105	в жизни	3	3
106	если бы	5	3
107	и к	5	3
108	того же	6	3
109	тот же	2	3
110	со всеми	6	3
111	мы уже	5	3
112	когда он	3	3
113	что и	10	3
114	все же	6	3
115	так и	5	3
116	или менее	3	3
117	другого в	2	3
118	связи между	5	3
119	в себя	3	3
120	уже не	2	3
121	другой стороны	3	3
122	и для	2	3
123	той же	4	3
124	можно было	6	3
125	тем что	8	3
126	в виде	3	3
127	могут быть	5	3
128	в эту	2	3
129	уже в	7	2
130	но на	3	2
131	их с	3	2
132	из этих	4	2
133	человека и	5	2
134	и речь	4	2
135	его к	3	2
136	оно является	3	2
137	тем не	5	2
138	для нас	2	2
139	ни в	9	2
140	слова мы	2	2
141	и как	5	2
142	но все	2	2
143	мы и	2	2
144	что это	5	2
145	время как	4	2
146	к внутренней	2	2
147	в целом	13	2
148	на том	3	2
149	значение в	3	2
150	отличается от	3	2
151	то и	4	2
152	для этого	2	2
153	здесь мы	2	2
154	того что	10	2
155	речь и	4	2
156	так же	17	2
157	с ними	3	2
158	каждый из	2	2
159	в своих	2	2
160	от одного	2	2
161	в которых	3	2
162	сказать что	4	2
163	из них	4	2
164	перед ним	3	2
165	как он	3	2
166	которого оно	2	2
167	лишь на	2	2
168	во всяком	4	2
169	говорили что	2	2
170	ни было	2	2
171	между собой	13	2
172	с этим	4	2
173	и другого	2	2
174	этом смысле	2	2
175	конечно в	2	2
176	об этом	2	2
177	словом как	2	2
178	одна из	2	2
179	по своему	11	2
180	то время	4	2
181	указывает на	2	2
182	с их	2	2
183	с теми	2	2
184	на себя	2	2
185	этого слова	4	2
186	и особенно	2	2
187	не есть	3	2
188	в процессе	27	2
189	внутренней речи	19	2
190	как в	9	2
191	им в	3	2
192	входит в	5	2
193	нами в	2	2
194	а с	3	2
195	если мы	3	2
196	речи как	4	2
197	том что	20	2
198	и эта	2	2
199	тем же	4	2
200	речь в	2	2
201	в таком	2	2
202	и то	2	2
203	мы можем	7	2
204	что говорит	2	2
205	того как	3	2
