N	2gram	Vygotskiy__3	Narrotol
1	не только	6	26
2	представляет собой	6	16
3	но и	4	15
4	в том	23	14
5	при этом	5	14
6	в качестве	12	14
7	и не	10	14
8	том что	20	13
9	и в	25	13
10	в этом	14	13
11	состоит в	3	12
12	такого рода	2	12
13	в частности	4	11
14	только в	10	11
15	может быть	13	10
16	к тому	4	9
17	так и	5	9
18	а в	4	9
19	то что	15	8
20	в себе	2	8
21	не может	6	8
22	не в	6	8
23	иначе говоря	2	7
24	никогда не	4	6
25	в своем	4	6
26	в жизни	3	6
27	прежде всего	4	6
28	и к	5	6
29	вслед за	3	6
30	того что	10	6
31	в его	15	6
32	все же	6	6
33	как бы	10	6
34	а также	2	6
35	место в	2	5
36	точки зрения	6	5
37	не столько	4	5
38	тем не	5	5
39	что он	6	5
40	одной стороны	5	5
41	хотя и	2	5
42	он не	4	5
43	в котором	3	5
44	в нем	2	5
45	отношению к	2	5
46	как в	9	5
47	по отношению	3	5
48	в отличие	6	5
49	таким образом	17	5
50	с одной	5	5
51	тем самым	2	5
52	с другой	6	5
53	отличие от	6	5
54	в то	4	5
55	о том	5	5
56	перед нами	10	4
57	что это	5	4
58	не менее	6	4
59	если бы	5	4
60	отнюдь не	4	4
61	об этом	2	4
62	же в	2	4
63	как и	15	4
64	все что	2	4
65	что в	17	4
66	для него	5	4
67	не является	8	4
68	в своей	2	4
69	то же	2	4
70	в какой	4	4
71	уже не	2	4
72	в мире	2	4
73	и у	6	4
74	в силу	6	4
75	в этой	5	4
76	и т.д	5	4
77	и все	4	4
78	как это	7	4
79	с ним	4	4
80	в себя	3	4
81	в известном	4	3
82	а как	2	3
83	с его	2	3
84	тому что	2	3
85	мы имеем	4	3
86	или иного	2	3
87	или иной	3	3
88	и того	4	3
89	что они	10	3
90	одна из	2	3
91	о котором	2	3
92	но не	6	3
93	и сам	3	3
94	того или	2	3
95	известном смысле	2	3
96	той или	2	3
97	один из	6	3
98	в целом	13	3
99	на том	3	3
100	внутренней речи	19	3
101	между собой	13	3
102	внимание на	2	3
103	то и	4	3
104	все эти	7	3
105	того чтобы	8	3
106	и по	5	3
107	и для	2	3
108	и его	2	3
109	в таком	2	3
110	с ними	3	3
111	с этой	3	3
112	этом отношении	3	3
113	сказать что	4	3
114	между тем	3	3
115	по своей	7	3
116	едва ли	2	3
117	дело с	3	2
118	же как	6	2
119	однако в	2	2
120	столь же	7	2
121	к другому	2	2
122	представления о	2	2
123	из этих	4	2
124	и другого	2	2
125	с нею	2	2
126	как уже	6	2
127	в случае	3	2
128	и здесь	2	2
129	и внутренней	4	2
130	в свою	3	2
131	на то	4	2
132	для нас	2	2
133	в начале	2	2
134	по своему	11	2
135	имеем дело	2	2
136	отношения между	5	2
137	что с	4	2
138	еще не	4	2
139	было бы	10	2
140	со всеми	6	2
141	бы с	2	2
142	в самом	3	2
143	имеет место	3	2
144	не происходит	2	2
145	как показывает	2	2
146	что она	5	2
147	в него	3	2
148	оно не	2	2
149	что и	10	2
150	не будет	2	2
151	в процессе	27	2
152	а с	3	2
153	именно в	5	2
154	в течение	2	2
155	и что	10	2
156	часто не	2	2
157	только что	2	2
158	так же	17	2
159	всякий раз	2	2
160	как на	2	2
161	той же	4	2
162	мы не	9	2
163	можно было	6	2
164	или иначе	2	2
165	в чем	2	2
166	тому как	2	2
167	но это	5	2
168	в результате	3	2
169	вступает в	2	2
170	в виде	3	2
171	в своих	2	2
172	могли бы	11	2
173	как он	3	2
174	зрения на	2	2
175	бы в	2	2
176	потому что	6	2
177	которая не	4	2
178	в области	7	2
179	могло бы	4	2
180	к которому	3	2
