N	2gram	Propp_Isto_4	Dialekti
1	т е	18	46
2	не есть	2	40
3	и не	9	30
4	или от	2	22
5	и есть	2	19
6	а не	6	18
7	может быть	14	17
8	и т	27	17
9	ничего не	5	17
10	то что	16	16
11	и в	26	15
12	т д	24	15
13	как бы	3	14
14	не имеет	3	14
15	так как	9	14
16	что это	2	13
17	того что	2	13
18	по себе	2	13
19	это не	5	12
20	и вот	2	11
21	в том	3	11
22	не может	6	11
23	и все	2	11
24	в этом	7	11
25	потому что	6	10
26	том что	3	10
27	было бы	2	9
28	все это	2	9
29	и что	5	9
30	это и	5	9
31	то же	8	9
32	уже не	5	9
33	и пр	11	9
34	ни в	2	8
35	не в	5	8
36	что иное	3	8
37	иное как	3	8
38	не что	3	8
39	в себе	2	8
40	не только	15	8
41	что в	14	7
42	должна быть	2	7
43	не просто	4	7
44	что мы	3	7
45	что он	10	7
46	как и	7	7
47	и его	10	7
48	или в	3	7
49	только в	3	7
50	перед нами	3	6
51	так что	2	6
52	хотя и	2	6
53	и тем	2	6
54	а именно	3	6
55	и даже	4	6
56	сказать что	2	6
57	вовсе не	4	6
58	в мифе	2	6
59	если бы	2	6
60	что и	9	6
61	так и	10	5
62	в своем	2	5
63	на то	3	5
64	же это	2	5
65	не говорит	2	5
66	в нем	2	5
67	другими словами	2	5
68	что она	3	5
69	в свете	3	5
70	таким образом	10	5
71	и на	2	5
72	о том	4	5
73	мы имеем	7	5
74	что я	2	5
75	только тогда	3	5
76	и как	5	4
77	но это	3	4
78	в этой	2	4
79	что они	6	4
80	есть в	2	4
81	но и	12	4
82	в особенности	2	4
83	так же	18	4
84	с ними	5	4
85	и с	5	4
86	мы должны	5	4
87	в одном	5	4
88	с тем	2	4
89	видим что	2	4
90	мы видим	6	4
91	она не	3	4
92	еще не	6	4
93	хотя бы	2	4
94	в силу	5	4
95	в его	5	4
96	уже нет	3	3
97	не всегда	6	3
98	имеется в	2	3
99	на этом	2	3
100	и если	3	3
101	все эти	3	3
102	есть только	3	3
103	с этим	2	3
104	даже и	2	3
105	известно что	2	3
106	в истории	2	3
107	что здесь	7	3
108	но в	5	3
109	к этому	5	3
110	в одну	2	3
111	об этом	7	3
112	у нас	2	3
113	этот момент	2	3
114	есть и	2	3
115	мы уже	5	3
116	в своей	4	3
117	говорит о	2	3
118	при помощи	10	3
119	когда он	6	3
120	как в	7	3
121	из которых	5	3
122	в данном	3	3
123	и то	6	3
124	то мы	2	3
125	мы можем	6	3
126	в виде	2	3
127	могут быть	6	3
128	в области	2	3
129	от него	2	3
130	не менее	2	2
131	не могут	2	2
132	в частности	2	2
133	с этой	2	2
134	из этих	3	2
135	точно так	5	2
136	главным образом	2	2
137	вопрос о	4	2
138	показывает что	10	2
139	только теперь	2	2
140	что на	2	2
141	к своему	3	2
142	его как	2	2
143	но все	5	2
144	совершенно ясно	2	2
145	на нем	5	2
146	не дает	2	2
147	при этом	3	2
148	никогда не	2	2
149	не видно	2	2
150	но мы	3	2
151	с той	2	2
152	из них	2	2
153	и их	2	2
154	вот как	2	2
155	не по	2	2
156	другой стороны	4	2
157	и только	5	2
158	от того	2	2
159	лишь в	2	2
160	не мог	3	2
161	и по	5	2
162	он всегда	3	2
163	во всем	3	2
164	как это	3	2
165	е в	3	2
166	том как	2	2
167	а как	2	2
168	однако в	2	2
169	сравнению с	3	2
170	и во	2	2
171	все же	9	2
172	в качестве	7	2
173	все что	4	2
174	конечно не	2	2
175	что есть	2	2
176	в этот	4	2
177	тем не	2	2
178	себя в	2	2
179	по сравнению	3	2
180	вместе с	6	2
181	как нечто	3	2
182	тех же	2	2
183	того как	4	2
184	только что	3	2
185	что этот	4	2
186	тем что	5	2
187	но для	2	2
188	и при	3	2
189	что эта	3	2
