N	2gram	Vygotskiy__5	Vladivir
1	и в	16	30
2	то что	26	20
3	в этом	25	20
4	у него	6	19
5	в том	18	18
6	и не	12	18
7	и с	3	14
8	что он	25	13
9	том что	15	12
10	что в	16	12
11	не только	16	12
12	в его	11	11
13	а в	3	11
14	как мы	10	11
15	сказать что	13	11
16	и даже	2	10
17	не в	6	9
18	для него	5	9
19	было бы	10	9
20	все же	3	9
21	потому что	21	9
22	не может	18	9
23	в то	5	9
24	связи с	3	8
25	в своем	5	8
26	вместе с	4	8
27	но и	6	8
28	но в	6	8
29	не менее	3	7
30	никогда не	5	7
31	точки зрения	18	7
32	до конца	3	7
33	может быть	9	7
34	а не	10	7
35	как это	8	7
36	еще и	3	6
37	к этому	3	6
38	прежде всего	3	6
39	и к	2	6
40	у нас	2	6
41	то время	4	6
42	только в	10	6
43	во всяком	2	6
44	жизни и	2	6
45	и его	3	6
46	о чем	2	6
47	и то	4	5
48	по себе	7	5
49	как и	8	5
50	так что	4	5
51	то в	3	5
52	при этом	4	5
53	того же	7	5
54	но что	3	5
55	тот же	5	5
56	в своей	2	5
57	как бы	5	5
58	в котором	2	5
59	так и	7	5
60	все это	2	5
61	с этим	3	5
62	это мы	2	5
63	и что	12	5
64	того что	16	5
65	в результате	4	5
66	все эти	4	5
67	так как	16	5
68	с ним	5	5
69	из этого	2	5
70	именно в	4	4
71	с этой	4	4
72	я не	2	4
73	вовсе не	2	4
74	его в	2	4
75	можно сказать	5	4
76	мы знаем	3	4
77	в этой	6	4
78	в целом	4	4
79	на его	2	4
80	в ней	2	4
81	он не	8	4
82	в нем	7	4
83	то это	2	4
84	не есть	4	4
85	в этих	3	4
86	то же	8	4
87	на этот	4	4
88	так же	15	4
89	той же	4	4
90	по поводу	2	4
91	и на	6	4
92	но это	3	4
93	мы должны	8	4
94	о том	8	4
95	с которыми	2	4
96	в которой	5	4
97	отношение к	11	4
98	учение о	2	3
99	мы будем	2	3
100	в них	2	3
101	в отношении	9	3
102	хотя бы	5	3
103	быть в	2	3
104	в свою	4	3
105	что и	3	3
106	по существу	3	3
107	и как	3	3
108	тем более	4	3
109	что я	2	3
110	но не	10	3
111	уже на	2	3
112	никак не	3	3
113	еще более	5	3
114	с точки	9	3
115	во всех	2	3
116	нам кажется	2	3
117	как в	5	3
118	в отличие	2	3
119	отношения к	2	3
120	таким образом	19	3
121	те же	2	3
122	должно быть	8	3
123	отличие от	2	3
124	но он	7	3
125	его на	2	3
126	в области	12	3
127	учения о	2	3
128	не то	4	3
129	к нему	3	2
130	в самых	4	2
131	еще в	3	2
132	с тем	3	2
133	казалось бы	4	2
134	и есть	7	2
135	больше того	2	2
136	это не	4	2
137	и от	2	2
138	этот период	2	2
139	тогда когда	5	2
140	на все	5	2
141	мы видели	3	2
142	к тому	6	2
143	же в	2	2
144	свою очередь	3	2
145	на этом	3	2
146	по своему	3	2
147	и может	3	2
148	само по	2	2
149	во второй	2	2
150	и из	2	2
151	в самом	4	2
152	в сущности	13	2
153	в частности	3	2
154	и потому	2	2
155	для того	14	2
156	в виду	2	2
157	время как	4	2
158	не имеет	4	2
159	его и	3	2
160	в их	3	2
161	не на	3	2
162	того как	5	2
163	как я	3	2
164	но все	2	2
165	в теории	4	2
166	в той	6	2
167	заключается в	5	2
168	того чтобы	17	2
169	в чем	3	2
170	и по	4	2
171	что для	2	2
172	можно было	5	2
173	приходит к	3	2
174	в своих	2	2
175	это значит	5	2
176	мысли и	5	2
177	их в	2	2
178	в более	2	2
179	к его	3	2
180	как будто	2	2
181	что если	4	2
182	что эти	2	2
183	как он	6	2
184	к этой	3	2
185	ничего не	5	2
186	мы не	3	2
