N	2gram	Bakhtin_Fr_2	Narrotol
1	не только	17	26
2	но и	13	15
3	в том	3	14
4	при этом	5	14
5	в качестве	2	14
6	и не	15	14
7	том что	4	13
8	и в	49	13
9	в этом	15	13
10	такого рода	2	12
11	только в	13	11
12	может быть	5	10
13	так и	6	9
14	а в	4	9
15	то есть	32	9
16	то что	6	8
17	в себе	4	8
18	не может	7	8
19	никогда не	5	6
20	в своем	5	6
21	в жизни	4	6
22	прежде всего	19	6
23	можно сказать	2	6
24	и к	4	6
25	в его	18	6
26	и т.п	11	6
27	жизни в	3	6
28	все же	7	6
29	у него	2	6
30	как бы	11	6
31	ничего не	2	6
32	но в	4	6
33	место в	3	5
34	точки зрения	6	5
35	что он	3	5
36	одной стороны	3	5
37	хотя и	2	5
38	в нем	9	5
39	в форме	4	5
40	таким образом	7	5
41	с одной	3	5
42	с другой	4	5
43	на протяжении	7	5
44	в то	6	5
45	далеко не	3	5
46	о том	3	5
47	в конце	2	4
48	в литературе	6	4
49	же в	3	4
50	как и	11	4
51	времени и	6	4
52	все что	2	4
53	что в	2	4
54	для него	9	4
55	жизни и	7	4
56	в своей	5	4
57	в ее	3	4
58	то же	7	4
59	в мире	2	4
60	в другом	2	4
61	в этой	10	4
62	и т.д	2	4
63	и все	3	4
64	с ним	4	4
65	в себя	6	4
66	с его	5	3
67	человек в	2	3
68	точку зрения	2	3
69	да и	3	3
70	что они	2	3
71	одна из	4	3
72	но не	5	3
73	же время	6	3
74	в произведениях	2	3
75	к ней	2	3
76	один из	7	3
77	как к	2	3
78	все эти	7	3
79	того чтобы	2	3
80	и даже	2	3
81	и его	17	3
82	характер и	4	3
83	этом отношении	3	3
84	сказать что	6	3
85	о чем	3	2
86	по словам	2	2
87	должен был	2	2
88	в нашем	2	2
89	превращается в	3	2
90	из этих	5	2
91	на фоне	2	2
92	вовсе не	10	2
93	вследствие этого	2	2
94	из наиболее	2	2
95	на то	2	2
96	в начале	5	2
97	эти два	2	2
98	и более	4	2
99	еще не	2	2
100	было бы	3	2
101	со всеми	2	2
102	по поводу	2	2
103	себе и	2	2
104	в самом	3	2
105	несмотря на	3	2
106	в него	2	2
107	раз в	3	2
108	нового времени	4	2
109	именно в	6	2
110	в течение	3	2
111	на самом	2	2
112	с точки	5	2
113	так же	2	2
114	как на	4	2
115	роль в	5	2
116	это был	2	2
117	можно было	3	2
118	тому как	2	2
119	но это	2	2
120	в ней	2	2
121	но он	6	2
122	подобно тому	2	2
123	в своих	4	2
124	во время	12	2
125	зрения на	2	2
126	здесь не	2	2
127	в области	4	2
128	видит в	3	2
