N	2gram	Bakhtin_KF_1	Problemy
1	и в	24	46
2	и не	26	27
3	может быть	45	23
4	как бы	9	19
5	не может	27	19
6	в нем	28	17
7	в этом	14	16
8	не только	5	14
9	слова в	2	13
10	но и	9	12
11	как и	5	12
12	и на	3	11
13	точки зрения	12	11
14	в одном	4	11
15	а не	17	11
16	не в	12	10
17	прежде всего	2	9
18	в том	6	9
19	и все	7	9
20	вовсе не	7	9
21	слово не	3	9
22	в его	40	9
23	с точки	9	9
24	конечно не	7	8
25	по себе	2	7
26	еще не	4	7
27	в себе	21	7
28	никогда не	5	6
29	в каждом	3	6
30	ни в	12	6
31	но это	6	6
32	в него	2	6
33	к себе	2	6
34	о нем	4	6
35	но в	5	6
36	что он	2	6
37	что я	5	6
38	то же	5	6
39	все это	10	6
40	и его	17	6
41	только в	16	6
42	это не	10	5
43	же время	2	5
44	при этом	4	5
45	в котором	24	5
46	к нему	12	5
47	жизни и	8	5
48	по отношению	26	5
49	рядом с	3	5
50	в то	3	5
51	в жизни	2	5
52	о том	3	5
53	отношению к	22	5
54	во всех	11	5
55	что в	4	4
56	и время	2	4
57	до конца	3	4
58	к ним	4	4
59	в виду	3	4
60	в их	8	4
61	все эти	10	4
62	и других	2	4
63	должно быть	6	4
64	людей и	2	4
65	потому что	2	4
66	он и	2	4
67	и здесь	7	4
68	во всем	7	4
69	мы не	3	4
70	не знает	5	4
71	как в	2	4
72	раз и	2	4
73	том что	4	4
74	но не	12	4
75	совершенно не	6	4
76	он не	6	4
77	все же	5	4
78	то что	7	4
79	в процессе	2	4
80	так и	2	4
81	в себя	7	4
82	уже не	7	4
83	самом деле	3	4
84	здесь не	3	4
85	себя и	2	3
86	в мире	6	3
87	в своем	16	3
88	но для	2	3
89	себе и	3	3
90	здесь нет	2	3
91	и для	9	3
92	отношение к	5	3
93	и их	6	3
94	и только	6	3
95	ни у	2	3
96	имеем в	2	3
97	себя как	2	3
98	мы имеем	5	3
99	если бы	8	3
100	в единстве	7	3
101	не как	4	3
102	но здесь	3	3
103	бытия и	10	3
104	с ее	2	3
105	даны в	2	3
106	всех его	2	3
107	было бы	8	3
108	кажется что	2	3
109	в своей	10	3
110	что и	7	3
111	себя в	8	3
112	войти в	2	3
113	еще более	2	3
114	жизнь и	2	3
115	тем что	3	3
116	в этой	2	3
117	и т.д	2	3
118	и это	12	3
119	дело в	2	3
120	и этим	3	3
121	не менее	3	2
122	должна быть	4	2
123	время и	5	2
124	для этого	2	2
125	вопрос о	2	2
126	его к	2	2
127	или иной	2	2
128	для нас	4	2
129	его как	5	2
130	и как	2	2
131	но все	5	2
132	лишь как	2	2
133	времени и	4	2
134	не дает	3	2
135	для него	8	2
136	мы здесь	2	2
137	той или	3	2
138	и тем	3	2
139	есть я	3	2
140	оба этих	2	2
141	не было	8	2
142	не проникает	5	2
143	предмет и	2	2
144	лишь в	8	2
145	а в	4	2
146	для другого	2	2
147	и совершенно	3	2
148	положения в	3	2
149	единого и	9	2
150	с ним	5	2
151	могло бы	4	2
152	между тем	4	2
153	и свой	2	2
154	а как	2	2
155	сознания и	3	2
156	а следовательно	3	2
157	этом смысле	3	2
158	но конечно	3	2
159	не нужно	2	2
160	себе как	2	2
161	в корне	2	2
162	но ведь	5	2
163	этого слова	2	2
164	нет и	3	2
165	и пр	3	2
166	бы и	3	2
167	бы не	3	2
168	себе а	2	2
169	хотя бы	4	2
170	ничего не	3	2
171	в данном	2	2
172	тем как	3	2
173	от этого	2	2
174	могут быть	3	2
175	в другом	3	2
176	отношении к	2	2
177	видения и	2	2
178	там где	5	2
