N	2gram	Bakhtin_Pr_1	SlovoVZh
1	не может	11	16
2	точки зрения	21	14
3	может быть	21	14
4	и его	13	13
5	как бы	28	13
6	таким образом	11	12
7	и в	23	12
8	отношению к	11	11
9	по отношению	11	11
10	и не	34	10
11	если бы	10	9
12	так как	7	9
13	прежде всего	7	8
14	для нас	3	7
15	сказать что	5	7
16	в нем	20	6
17	в процессе	4	6
18	при этом	3	6
19	в том	11	6
20	только в	8	6
21	художественной формы	5	5
22	в жизни	6	5
23	то что	18	5
24	должна быть	2	5
25	никогда не	5	5
26	а не	20	5
27	можно сказать	2	5
28	то же	10	5
29	хотя бы	2	5
30	как и	8	5
31	том что	9	5
32	как в	6	5
33	героя и	5	5
34	но в	4	5
35	и к	4	4
36	ни было	4	4
37	все же	5	4
38	жизни и	6	4
39	так и	10	4
40	от того	2	4
41	с другой	2	4
42	на самом	4	4
43	уже не	8	4
44	в литературе	3	4
45	зависимости от	3	4
46	не в	6	4
47	в этом	25	4
48	и на	10	4
49	его в	4	4
50	в самом	8	4
51	к нему	3	4
52	за пределы	6	4
53	не только	13	4
54	в котором	2	3
55	в них	3	3
56	отношении к	2	3
57	точка зрения	7	3
58	и уже	3	3
59	бы то	3	3
60	в художественном	2	3
61	в своей	11	3
62	сих пор	2	3
63	все это	7	3
64	то ни	3	3
65	и по	2	3
66	все эти	8	3
67	по себе	7	3
68	слово в	2	3
69	но и	11	3
70	того что	2	3
71	и наконец	5	3
72	точек зрения	3	3
73	ни в	3	3
74	да и	2	3
75	так же	6	3
76	самом деле	5	3
77	мы не	2	3
78	и с	4	3
79	о том	2	3
80	художественного творчества	2	3
81	в себе	5	3
82	для него	15	3
83	до сих	2	3
84	в пределах	9	3
85	еще не	5	3
86	и для	3	3
87	в творчестве	5	3
88	с ним	6	3
89	но для	2	3
90	между тем	5	3
91	автора и	5	2
92	уже в	5	2
93	с его	6	2
94	что и	5	2
95	но все	4	2
96	что в	8	2
97	как не	4	2
98	данном случае	2	2
99	вместе с	2	2
100	себя и	2	2
101	в зависимости	3	2
102	в этих	2	2
103	на него	2	2
104	в форме	6	2
105	в своем	8	2
106	но конечно	2	2
107	в отношении	2	2
108	социальной жизни	2	2
109	точку зрения	4	2
110	другой стороны	2	2
111	это не	10	2
112	смысл и	2	2
113	и все	3	2
114	и другие	2	2
115	была бы	2	2
116	к этому	2	2
117	на материале	3	2
118	в себя	3	2
119	его к	4	2
120	слова но	2	2
121	и вполне	2	2
122	с точки	15	2
123	и здесь	3	2
124	как же	3	2
125	его как	5	2
126	сливается с	2	2
127	как на	2	2
128	и притом	2	2
129	с другими	7	2
130	для других	2	2
131	но это	5	2
132	более того	3	2
133	в данном	2	2
134	тем как	4	2
135	но не	8	2
136	выражение в	4	2
137	кроме того	3	2
138	до конца	5	2
139	она не	5	2
140	в то	10	2
141	ни на	2	2
142	героев и	6	2
143	если же	2	2
144	и самое	2	2
145	там где	6	2
146	оно не	2	2
147	является для	2	2
148	ничего не	6	2
149	свое своеобразие	2	2
150	совпадает с	2	2
151	он не	4	2
152	в условиях	2	2
153	в основном	2	2
154	в его	24	2
155	и потому	3	2
156	между ними	2	2
