N	2gram	Losev_Prob_2	FransuaR
1	и в	35	45
2	то есть	39	25
3	и не	37	15
4	не только	24	14
5	в этом	17	14
6	но в	6	14
7	в его	7	13
8	во всех	2	13
9	как бы	4	12
10	что в	11	12
11	в своем	4	11
12	то же	5	11
13	в то	6	11
14	прежде всего	11	10
15	в том	12	10
16	но и	16	10
17	как и	5	10
18	и с	10	10
19	вовсе не	37	8
20	как мы	5	8
21	в ней	2	8
22	и др	2	8
23	таким образом	4	8
24	так же	5	8
25	в конце	7	7
26	том что	19	7
27	не в	2	7
28	что и	2	7
29	все это	4	7
30	также и	12	7
31	потому что	13	7
32	и все	5	7
33	всех этих	4	6
34	что он	4	6
35	в этой	9	6
36	он не	2	6
37	здесь не	2	6
38	так и	7	6
39	мысли и	2	6
40	того чтобы	2	6
41	для того	3	6
42	связи с	5	6
43	так как	7	6
44	в них	2	6
45	и к	3	5
46	это и	3	5
47	но это	6	5
48	хотя и	3	5
49	и их	3	5
50	как раз	8	5
51	не может	13	5
52	в связи	5	5
53	все эти	7	5
54	на самом	4	5
55	самом деле	4	5
56	и как	4	5
57	и на	5	5
58	его в	3	5
59	перед нами	2	4
60	об этом	2	4
61	том числе	2	4
62	и от	3	4
63	мы не	7	4
64	и здесь	4	4
65	но не	4	4
66	по своему	5	4
67	ничего не	10	4
68	кроме того	5	4
69	по поводу	2	4
70	в самом	5	4
71	в общем	4	4
72	и о	4	4
73	между собою	4	4
74	мы уже	3	4
75	а также	2	4
76	в их	3	4
77	здесь как	2	4
78	эта связь	2	4
79	а не	10	4
80	и даже	11	4
81	как на	2	4
82	а в	4	4
83	той же	2	4
84	можно было	5	4
85	сказать что	24	4
86	в основе	3	4
87	с этим	5	4
88	точки зрения	2	4
89	только в	14	4
90	о том	18	4
91	и это	5	4
92	бы в	3	4
93	это было	2	4
94	не менее	13	3
95	и ни	3	3
96	от его	2	3
97	вообще не	4	3
98	из этих	3	3
99	что на	4	3
100	ни в	6	3
101	есть в	4	3
102	в заключение	2	3
103	как они	2	3
104	для всех	2	3
105	до сих	4	3
106	вместе с	2	3
107	сих пор	4	3
108	что она	4	3
109	и прежде	2	3
110	не было	3	3
111	еще и	5	3
112	того что	12	3
113	не имеет	7	3
114	и для	6	3
115	ведь и	2	3
116	о чем	6	3
117	с которой	3	2
118	не могут	4	2
119	если мы	9	2
120	с тем	3	2
121	независимо от	2	2
122	и есть	4	2
123	мы еще	3	2
124	тут же	8	2
125	и без	5	2
126	говорить о	10	2
127	по тому	2	2
128	хотя бы	12	2
129	относится к	6	2
130	перестает быть	3	2
131	что все	6	2
132	это в	2	2
133	значение и	8	2
134	в условиях	2	2
135	числе и	2	2
136	можно сказать	6	2
137	к тому	3	2
138	в отношении	4	2
139	ли он	3	2
140	то что	38	2
141	во все	2	2
142	нельзя было	3	2
143	в качестве	2	2
144	ведь это	2	2
145	для них	3	2
146	но именно	4	2
147	было бы	8	2
148	несмотря на	3	2
149	и если	3	2
150	конечно не	2	2
151	может быть	18	2
152	еще в	2	2
153	даже в	2	2
154	нет и	3	2
155	один из	3	2
156	слова и	4	2
157	все же	8	2
158	в целом	3	2
159	на том	3	2
160	на него	2	2
161	не будем	4	2
162	данном случае	5	2
163	здесь только	3	2
164	а именно	6	2
165	в свете	3	2
166	и только	4	2
167	одновременно и	3	2
168	при этом	3	2
169	но эта	3	2
170	в истории	3	2
171	чтобы не	2	2
172	всякого рода	4	2
173	в одно	2	2
174	можно говорить	3	2
175	лишь в	3	2
176	и что	13	2
177	в значительной	3	2
178	в системе	2	2
179	и наконец	3	2
180	и притом	3	2
181	к нему	2	2
182	роль в	2	2
183	нас в	3	2
184	в данном	10	2
185	мы можем	6	2
186	она и	2	2
187	и вообще	16	2
188	же самое	6	2
189	но мы	3	2
190	на эту	2	2
191	уже и	3	2
