N	2gram	Tiupa_Narr_2	Problemy
1	и не	14	31
2	и в	13	29
3	в его	6	24
4	может быть	10	24
5	а не	17	22
6	в этом	13	22
7	как бы	6	19
8	в нем	5	19
9	точки зрения	5	19
10	для него	4	18
11	не только	26	15
12	то что	8	15
13	но и	15	14
14	и его	3	14
15	то же	4	14
16	уже не	4	13
17	с точки	2	13
18	как и	4	12
19	не может	8	12
20	таким образом	5	12
21	в самом	2	10
22	в то	5	10
23	только в	11	10
24	героя и	2	10
25	с его	3	9
26	это не	3	9
27	себе самом	2	9
28	все же	6	9
29	но не	3	9
30	же время	3	9
31	о нем	3	9
32	все эти	3	9
33	если бы	4	9
34	в своем	6	8
35	что он	5	8
36	что в	4	8
37	отношению к	5	8
38	в своей	4	8
39	по отношению	5	8
40	потому что	2	8
41	в том	14	8
42	прежде всего	6	7
43	вовсе не	2	7
44	а как	3	7
45	том что	13	7
46	не в	8	7
47	зрения на	2	7
48	так и	9	7
49	в форме	5	7
50	достоевского и	2	7
51	а в	9	7
52	в себе	8	7
53	мира и	3	7
54	но в	6	7
55	точку зрения	3	6
56	в конце	4	6
57	в целом	3	6
58	несмотря на	2	6
59	что она	2	6
60	как в	5	6
61	как раз	3	6
62	самом деле	3	6
63	в мире	4	6
64	так же	2	6
65	перед нами	4	5
66	должна быть	2	5
67	именно в	2	5
68	было бы	2	5
69	еще не	2	5
70	у него	6	5
71	он не	5	5
72	той же	2	5
73	на самом	2	5
74	между тем	3	5
75	с ним	4	5
76	ничего не	6	5
77	мира в	4	5
78	все то	2	4
79	в результате	2	4
80	превращается в	2	4
81	личности в	2	4
82	о герое	3	4
83	в литературе	4	4
84	что и	2	4
85	но это	2	4
86	в процессе	2	4
87	и т	2	4
88	и для	3	4
89	они не	2	4
90	героя в	6	4
91	другого человека	2	4
92	в этой	4	4
93	так сказать	3	4
94	я не	5	3
95	он сам	2	3
96	никогда не	6	3
97	с другой	5	3
98	нового времени	2	3
99	одна из	3	3
100	все что	4	3
101	о своем	2	3
102	в произведениях	3	3
103	себе и	2	3
104	оно не	2	3
105	он может	2	3
106	бытия в	2	3
107	на него	5	3
108	тому что	3	3
109	как на	2	3
110	т п	2	3
111	этом отношении	3	3
112	себе самому	5	3
113	в себя	4	3
114	и у	4	3
115	тому как	2	3
116	и здесь	2	3
117	в своих	2	3
118	сказать что	3	3
119	подобно тому	2	3
120	как к	3	3
121	далеко не	5	3
122	автора в	2	3
123	бы в	2	3
124	все его	4	3
125	и уже	4	2
126	однако в	2	2
127	в настоящем	2	2
128	хотя бы	2	2
129	с этой	3	2
130	мира не	2	2
131	те же	2	2
132	в жизни	6	2
133	своих героев	2	2
134	вследствие этого	2	2
135	и к	6	2
136	жизни и	4	2
137	же в	4	2
138	при этом	14	2
139	со своими	2	2
140	и сам	3	2
141	со своим	2	2
142	никак не	3	2
143	все те	2	2
144	в котором	5	2
145	однако не	2	2
146	один из	3	2
147	начала и	2	2
148	данном случае	6	2
149	для автора	2	2
150	то и	3	2
151	и даже	3	2
152	в той	5	2
153	и что	2	2
154	к себе	7	2
155	к другому	2	2
156	или даже	3	2
157	также является	2	2
158	можно было	2	2
159	для других	3	2
160	в данном	10	2
161	чтобы в	2	2
162	в ней	2	2
163	одно из	2	2
164	как образ	2	2
165	но он	2	2
166	для себя	3	2
167	мы его	2	2
168	могли бы	2	2
169	в сознании	2	2
