N	2gram	Propp_Isto_5	OGranits
1	и в	25	13
2	и его	9	12
3	прежде всего	6	9
4	не может	6	8
5	и не	11	8
6	может быть	17	8
7	точки зрения	2	7
8	и пр	3	7
9	в его	12	7
10	таким образом	9	6
11	не только	13	6
12	то что	7	6
13	только в	7	6
14	мы должны	4	6
15	как бы	2	6
16	все же	10	5
17	то же	4	4
18	но мы	3	4
19	в своей	2	4
20	все это	4	4
21	мы не	5	4
22	мы можем	2	4
23	отношению к	2	3
24	что в	8	3
25	никогда не	3	3
26	но и	13	3
27	по отношению	2	3
28	не как	4	3
29	и все	3	3
30	превращается в	7	3
31	здесь мы	5	3
32	самом деле	2	3
33	в ее	4	3
34	как и	7	3
35	не в	6	3
36	в которой	4	3
37	в пределах	4	3
38	с этим	5	3
39	и для	2	3
40	так как	11	3
41	но для	2	3
42	еще в	2	2
43	не менее	4	2
44	и др	3	2
45	уже в	2	2
46	с этой	2	2
47	а как	2	2
48	и тем	4	2
49	в нем	7	2
50	ее в	2	2
51	в целом	3	2
52	данном случае	2	2
53	а не	2	2
54	другой стороны	8	2
55	но так	2	2
56	с другой	9	2
57	в связи	4	2
58	входит в	5	2
59	а в	3	2
60	с одной	7	2
61	в течение	2	2
62	все эти	8	2
63	вовсе не	2	2
64	роль в	2	2
65	в книге	3	2
66	как в	6	2
67	если бы	2	2
68	в том	6	2
69	в которую	2	2
70	так же	5	2
71	том что	8	2
72	мы видим	8	2
73	в данном	3	2
74	в этом	10	2
75	от этого	4	2
76	тем что	10	2
77	могут быть	6	2
78	связанные с	2	2
79	во всем	2	2
80	одной стороны	7	2
81	несмотря на	2	2
82	мы уже	4	2
83	его на	4	2
84	в целях	3	2
85	героя и	3	2
86	и при	2	2
87	там где	6	2
88	в ней	5	2
