N	2gram	Bakhtin_Fr_3	Psycholo
1	то что	5	44
2	и в	40	33
3	в этом	15	28
4	как бы	3	25
5	потому что	2	24
6	для того	3	23
7	может быть	9	22
8	том что	4	22
9	того чтобы	4	22
10	что в	12	21
11	в том	8	21
12	о том	4	20
13	что он	2	20
14	таким образом	10	13
15	и не	13	13
16	сказать что	3	13
17	то есть	18	13
18	все это	4	13
19	в самом	6	12
20	все то	2	12
21	и все	9	12
22	так как	4	12
23	было бы	4	12
24	самом деле	3	12
25	он не	9	11
26	не может	3	10
27	в его	13	10
28	если бы	3	10
29	в этой	3	9
30	и если	2	9
31	как раз	5	9
32	то же	7	9
33	в конце	3	8
34	для этого	3	8
35	вместе с	3	8
36	в своем	7	7
37	до конца	6	7
38	в нем	5	7
39	раз в	2	7
40	не только	13	7
41	это не	2	6
42	в ней	4	6
43	все эти	8	6
44	и вот	2	6
45	но он	2	6
46	точки зрения	2	6
47	во время	8	6
48	у него	8	6
49	мы видим	5	6
50	в сущности	9	6
51	никак не	3	6
52	на самом	3	6
53	а не	5	6
54	в себе	3	6
55	и как	3	5
56	в целом	2	5
57	мы не	2	5
58	что для	2	5
59	и на	8	5
60	вовсе не	12	5
61	как он	2	5
62	с этим	2	5
63	связь с	6	5
64	это и	2	5
65	как и	11	5
66	мы уже	13	5
67	и его	17	5
68	все же	2	5
69	и это	2	5
70	из этого	2	5
71	и есть	3	4
72	в частности	3	4
73	это в	2	4
74	из них	4	4
75	жизни и	4	4
76	а в	3	4
77	и других	6	4
78	и так	2	4
79	к этому	6	4
80	об этом	3	4
81	у нас	4	4
82	даны в	2	4
83	одна из	3	4
84	и о	4	4
85	о нем	3	4
86	в своей	6	4
87	как мы	10	4
88	той же	8	4
89	можно было	3	4
90	только в	3	4
91	слова и	2	4
92	в которой	2	4
93	в мире	4	3
94	ни в	4	3
95	на этом	2	3
96	например в	2	3
97	ни одной	2	3
98	какой бы	2	3
99	но и	11	3
100	и до	8	3
101	конечно не	2	3
102	не было	5	3
103	здесь мы	2	3
104	эпизод с	2	3
105	в своих	5	3
106	их в	3	3
107	и здесь	4	3
108	в то	6	3
109	во все	3	3
110	в основе	5	3
111	вот как	2	3
112	всех этих	3	3
113	в одном	7	3
114	но не	2	3
115	здесь в	4	3
116	до сих	4	3
117	он говорит	6	3
118	и этот	2	3
119	что и	3	3
120	сих пор	4	3
121	так и	3	3
122	как в	3	3
123	во всей	3	3
124	к этой	3	3
125	и для	5	3
126	из этой	2	3
127	тем что	3	3
128	за этим	4	3
129	далеко не	2	3
130	этого слова	2	3
131	в той	6	3
132	уже в	2	2
133	не был	2	2
134	с другой	2	2
135	и от	3	2
136	из этих	2	2
137	прежде всего	16	2
138	для понимания	3	2
139	мы знаем	2	2
140	но все	3	2
141	времени и	2	2
142	же время	6	2
143	в нашей	2	2
144	при этом	3	2
145	и той	2	2
146	в виду	7	2
147	в котором	2	2
148	один из	4	2
149	в их	4	2
150	именно в	2	2
151	те же	5	2
152	образом в	2	2
153	и наконец	3	2
154	больше чем	2	2
155	и с	8	2
156	материал и	2	2
157	одно из	3	2
158	во всем	3	2
159	также и	4	2
160	не понимает	3	2
161	и потому	4	2
162	слово в	3	2
163	но в	8	2
164	с его	3	2
165	в них	9	2
166	думать что	2	2
167	на тему	2	2
168	и к	3	2
169	в ее	3	2
170	можно сказать	2	2
171	мы увидим	2	2
172	во всех	6	2
173	даже в	4	2
174	при анализе	2	2
175	одной и	2	2
176	хотя бы	2	2
177	и ее	2	2
178	связи с	6	2
