N	2gram	Vygotskiy__2	StatiiOP
1	и в	32	25
2	в этом	13	24
3	в том	37	20
4	что в	20	19
5	что он	13	19
6	может быть	18	19
7	тем что	9	19
8	что это	8	16
9	том что	21	15
10	в этой	6	14
11	в его	2	12
12	то что	21	12
13	не только	12	12
14	в этих	2	11
15	так что	3	11
16	таким образом	21	10
17	и не	10	10
18	но и	10	9
19	и т	10	8
20	все это	5	8
21	в языке	4	8
22	в своих	9	8
23	о том	6	8
24	это было	3	8
25	это не	2	7
26	было бы	11	7
27	с этим	4	7
28	не может	17	7
29	точки зрения	17	7
30	в то	5	7
31	место в	2	6
32	в конце	3	6
33	не в	8	6
34	только в	7	6
35	как бы	6	6
36	как в	9	6
37	как на	5	6
38	а в	4	6
39	и на	5	6
40	т п	8	6
41	между тем	4	6
42	то же	13	5
43	в них	2	5
44	потому что	21	5
45	с другой	3	5
46	на то	11	5
47	ни в	2	5
48	об этом	3	5
49	говорит что	7	5
50	и это	4	5
51	ответ на	2	5
52	а не	7	5
53	того что	8	5
54	другой стороны	2	5
55	он не	6	5
56	так и	3	5
57	мы имеем	4	5
58	но в	3	5
59	этом отношении	5	4
60	с тем	11	4
61	всяком случае	2	4
62	состоит в	3	4
63	точка зрения	2	4
64	в жизни	4	4
65	в каждом	2	4
66	это в	2	4
67	была бы	2	4
68	в смысле	3	4
69	как и	10	4
70	мы видим	4	4
71	но это	2	4
72	в общем	3	4
73	если бы	6	4
74	например в	3	4
75	и к	3	4
76	на его	2	4
77	он говорит	5	4
78	в ней	5	4
79	относится к	3	4
80	и тем	4	4
81	в своей	3	4
82	в целом	4	4
83	отношение к	2	4
84	из этого	4	4
85	отличается от	2	4
86	в особенности	2	4
87	не было	2	4
88	из которых	2	4
89	с точки	10	4
90	в чем	4	4
91	к нему	2	4
92	и для	4	4
93	и с	4	4
94	время как	3	4
95	сказать что	7	4
96	во всяком	2	4
97	действующих лиц	3	4
98	в каком	3	4
99	все же	4	4
100	в которой	2	4
101	то время	3	4
102	ничего не	4	4
103	на вопрос	2	3
104	что все	9	3
105	с его	2	3
106	и более	4	3
107	тому что	4	3
108	в какой	2	3
109	же время	2	3
110	показывает что	3	3
111	и здесь	2	3
112	с этой	4	3
113	тем более	2	3
114	и что	22	3
115	на этом	3	3
116	до конца	3	3
117	несмотря на	4	3
118	конце концов	3	3
119	все эти	7	3
120	в их	3	3
121	как раз	5	3
122	и далее	2	3
123	что этот	2	3
124	не так	2	3
125	и его	7	3
126	что для	7	3
127	но он	3	3
128	так как	12	3
129	в творчестве	4	3
130	что по	2	3
131	к которому	2	3
132	более и	2	2
133	а с	2	2
134	все время	6	2
135	при помощи	10	2
136	не менее	8	2
137	должен был	2	2
138	все более	2	2
139	никогда не	9	2
140	для этого	3	2
141	и у	2	2
142	что у	5	2
143	в поэзии	3	2
144	тогда когда	3	2
145	этих двух	2	2
146	вовсе не	2	2
147	в сборнике	2	2
148	и ее	3	2
149	утверждать что	4	2
150	что именно	3	2
151	к тому	7	2
152	не как	3	2
153	что его	5	2
154	такое же	2	2
155	такой же	7	2
156	что они	7	2
157	что если	6	2
158	но не	2	2
159	выходит из	2	2
160	того же	2	2
161	формы в	3	2
162	в свою	3	2
163	до сих	5	2
164	еще не	2	2
165	в самом	12	2
166	в сущности	7	2
167	во всех	3	2
168	том чтобы	3	2
169	в виду	3	2
170	если в	2	2
171	которое он	3	2
172	один из	3	2
173	как можно	2	2
174	тем не	4	2
175	вместе с	2	2
176	сих пор	5	2
177	не на	2	2
178	и только	2	2
179	в отношении	3	2
180	т д	2	2
181	с ее	3	2
182	и других	3	2
183	от того	4	2
184	а потому	2	2
185	мы находим	2	2
186	этой области	2	2
187	любопытно что	3	2
188	заключается в	12	2
189	самом деле	16	2
190	для того	13	2
191	в драме	2	2
192	что не	3	2
193	и по	4	2
194	считает что	2	2
195	и всегда	2	2
196	той же	8	2
197	мы не	3	2
198	в которых	3	2
199	ни на	3	2
200	могут быть	4	2
201	имеем в	2	2
202	но как	3	2
203	в русском	2	2
204	на это	3	2
205	которые в	4	2
206	не имеет	4	2
207	заметить что	2	2
208	и тот	2	2
209	не потому	2	2
210	и которые	2	2
211	то есть	21	2
212	произведения как	2	2
