N	2gram	Propp_Isto_5	Myshleni
1	точки зрения	2	26
2	таким образом	9	26
3	в том	6	24
4	и в	25	23
5	том что	8	21
6	в целом	3	20
7	того чтобы	3	17
8	то что	7	17
9	в этом	10	17
10	так же	5	16
11	не только	13	16
12	того что	2	15
13	для того	3	15
14	что в	8	14
15	может быть	17	14
16	но и	13	14
17	как и	7	14
18	в его	12	14
19	не может	6	12
20	как бы	2	11
21	сказать что	2	11
22	представляет собой	7	11
23	с другой	9	10
24	прежде всего	6	10
25	в качестве	7	9
26	одной стороны	7	9
27	другой стороны	8	9
28	и не	11	9
29	и с	3	9
30	вместе с	22	9
31	с одной	7	8
32	и на	8	8
33	то же	4	8
34	вопрос о	2	7
35	в этой	3	7
36	по отношению	2	7
37	в то	3	7
38	так как	11	7
39	с тем	8	7
40	что он	22	7
41	отношению к	2	7
42	мы не	5	7
43	с этой	2	6
44	же как	4	6
45	и тем	4	6
46	все это	4	6
47	потому что	7	6
48	с этим	5	6
49	о том	7	6
50	и его	9	6
51	мы можем	2	6
52	тем что	10	6
53	только в	7	6
54	перед нами	2	5
55	можно сказать	2	5
56	и как	3	5
57	на то	2	5
58	по себе	2	5
59	что мы	2	5
60	мы должны	4	5
61	и все	3	5
62	если бы	2	5
63	а затем	7	5
64	и что	8	5
65	он не	4	5
66	как мы	5	5
67	связан с	2	5
68	но не	5	4
69	что все	4	4
70	в свою	3	4
71	не в	6	4
72	друг с	2	4
73	но вместе	3	4
74	по мере	2	4
75	в свете	3	4
76	все эти	8	4
77	их в	3	4
78	к этому	2	4
79	по существу	2	4
80	должен быть	2	4
81	в своей	2	4
82	сих пор	2	4
83	как в	6	4
84	мы видим	8	4
85	с другом	2	4
86	до сих	2	4
87	уже в	2	3
88	что это	5	3
89	показывает что	5	3
90	мы и	2	3
91	и мы	2	3
92	том чтобы	2	3
93	показывают что	3	3
94	и других	2	3
95	его не	3	3
96	в которых	3	3
97	вовсе не	2	3
98	во всем	2	3
99	тогда когда	2	3
100	превращается в	7	3
101	об этом	2	3
102	такой же	2	3
103	во всех	2	3
104	она не	2	3
105	человека и	2	3
106	все же	10	3
107	если не	4	3
108	самом деле	2	3
109	а не	2	3
110	из которых	2	3
111	могут быть	6	3
112	связи с	8	3
113	и это	4	3
114	в которой	4	3
115	ничего не	2	3
116	в частности	7	2
117	никогда не	3	2
118	что у	4	2
119	представление о	17	2
120	от них	2	2
121	что его	3	2
122	но все	5	2
123	на этом	3	2
124	о чем	2	2
125	несмотря на	2	2
126	один из	2	2
127	мы видели	7	2
128	жизни и	2	2
129	данном случае	2	2
130	и таким	2	2
131	а в	3	2
132	что этот	2	2
133	к его	2	2
134	в этих	6	2
135	тех же	2	2
136	на нее	2	2
137	от этого	4	2
138	под влиянием	2	2
139	он может	2	2
140	в море	5	2
141	ясно что	5	2
142	в ее	4	2
143	только тогда	2	2
144	связано с	5	2
145	и потому	2	2
146	даже в	2	2
147	когда он	2	2
148	с ней	2	2
149	этого мы	2	2
150	ее в	2	2
151	на него	8	2
152	того как	4	2
153	в течение	2	2
154	также не	2	2
155	уже не	11	2
156	и пр	3	2
157	на которой	2	2
158	с другими	4	2
159	в данном	3	2
160	и при	2	2
161	в виде	9	2
162	его на	4	2
163	представляют собой	3	2
164	там где	6	2
