N	2gram	Propp_Isto_3	Marksizm
1	может быть	11	28
2	и пр	11	25
3	и в	22	19
4	и не	12	19
5	не может	4	18
6	точки зрения	2	17
7	то же	6	16
8	и его	4	16
9	как мы	8	15
10	в этом	17	15
11	таким образом	10	14
12	не только	14	13
13	связи с	6	13
14	в нем	9	11
15	если бы	6	11
16	вовсе не	2	11
17	не в	4	10
18	в пределах	4	10
19	но и	12	10
20	том что	8	10
21	так и	2	10
22	при этом	2	9
23	как и	3	9
24	а не	6	9
25	по отношению	2	8
26	в то	2	8
27	отношению к	2	8
28	только в	4	8
29	никогда не	3	7
30	в связи	3	7
31	в том	9	7
32	его в	3	7
33	но в	10	7
34	и более	2	7
35	прежде всего	3	7
36	одна из	2	7
37	на самом	2	7
38	и для	2	7
39	к тому	3	6
40	ни в	2	6
41	и как	3	6
42	в свою	4	6
43	и все	3	6
44	между тем	2	6
45	мы уже	6	6
46	быть и	3	6
47	мы можем	6	6
48	к нему	5	5
49	так же	3	5
50	и на	4	5
51	и здесь	7	5
52	большинстве случаев	2	5
53	к этому	7	5
54	совершенно не	2	5
55	в его	3	5
56	все же	5	5
57	в данном	4	5
58	это не	6	4
59	то что	7	4
60	мы видели	13	4
61	того что	5	4
62	с ними	3	4
63	сказать что	3	4
64	в русском	2	4
65	что он	9	4
66	было бы	3	4
67	связь с	6	4
68	только на	2	4
69	и ее	3	4
70	ничего не	6	4
71	в этих	11	3
72	с другой	7	3
73	и от	3	3
74	да и	2	3
75	здесь мы	5	3
76	в этой	5	3
77	одной стороны	2	3
78	не имеют	2	3
79	в ней	2	3
80	в котором	2	3
81	его и	4	3
82	а в	6	3
83	с этим	8	3
84	вступить в	3	3
85	с одной	2	3
86	все эти	4	3
87	в другом	2	3
88	не имеет	2	3
89	не было	2	3
90	о том	3	3
91	так как	7	3
92	у нас	4	3
93	в качестве	2	3
94	связано с	4	3
95	до сих	5	3
96	еще не	10	3
97	он не	5	3
98	относится к	2	3
99	что и	9	3
100	той же	2	3
101	и то	2	3
102	во всяком	2	3
103	могут быть	5	3
104	и это	2	3
105	сих пор	5	3
106	связана с	3	2
107	все время	2	2
108	независимо от	2	2
109	что в	15	2
110	в одной	3	2
111	иное как	3	2
112	на все	2	2
113	вопрос о	2	2
114	в тех	2	2
115	мы знаем	2	2
116	тому же	2	2
117	что они	8	2
118	мы здесь	4	2
119	и у	3	2
120	одним из	4	2
121	они могут	2	2
122	всяком случае	2	2
123	жизни и	2	2
124	в своем	2	2
125	в особенности	2	2
126	они не	4	2
127	и даже	2	2
128	друг друга	6	2
129	нам важно	2	2
130	и с	4	2
131	он и	3	2
132	но они	2	2
133	но по	3	2
134	у него	3	2
135	уже знаем	2	2
136	в жизни	2	2
137	стороны и	3	2
138	не с	2	2
139	но не	7	2
140	ли это	2	2
141	мы увидим	3	2
142	и о	2	2
143	и потому	2	2
144	еще более	2	2
145	что не	2	2
146	и он	2	2
147	или в	11	2
148	то мы	2	2
149	тем что	4	2
150	вступает в	3	2
151	в виде	2	2
152	далеко не	3	2
153	там где	7	2
154	от него	2	2
155	вместе с	9	2
