N	2gram	Bakhtin_Pr_1	Problemy
1	и в	38	46
2	то есть	46	40
3	и не	42	27
4	может быть	26	23
5	как бы	22	19
6	не может	27	19
7	в нем	15	17
8	в этом	15	16
9	не только	9	14
10	слова в	7	13
11	но и	9	12
12	как и	7	12
13	как мы	7	12
14	и на	3	11
15	точки зрения	8	11
16	а не	5	11
17	не в	7	10
18	в пределах	6	10
19	между ними	4	10
20	прежде всего	13	9
21	в том	8	9
22	в большинстве	5	9
23	в самом	7	9
24	и все	3	9
25	вовсе не	2	9
26	и к	3	9
27	в его	43	9
28	с точки	6	9
29	большинстве случаев	5	8
30	конечно не	5	8
31	или в	2	8
32	слова с	2	7
33	и с	17	7
34	еще не	7	7
35	слово и	2	7
36	в себе	4	7
37	слова и	3	7
38	никогда не	5	6
39	в каждом	2	6
40	ни в	11	6
41	но это	3	6
42	хотя и	3	6
43	в него	2	6
44	к себе	2	6
45	слово в	2	6
46	но в	4	6
47	на фоне	3	6
48	что он	2	6
49	мы увидим	3	6
50	в романе	4	6
51	то же	5	6
52	все это	3	6
53	и он	2	6
54	и его	16	6
55	только в	13	6
56	это не	5	5
57	с самим	2	5
58	же время	3	5
59	при этом	5	5
60	в котором	2	5
61	к нему	10	5
62	по отношению	21	5
63	в самой	2	5
64	особенно в	2	5
65	рядом с	5	5
66	в то	4	5
67	с его	2	5
68	за пределы	12	5
69	о том	4	5
70	отношению к	19	5
71	во всех	11	5
72	что в	7	4
73	в этих	2	4
74	можно сказать	2	4
75	слова но	3	4
76	да и	3	4
77	кроме того	3	4
78	например в	3	4
79	в виду	4	4
80	в их	10	4
81	таким образом	10	4
82	все эти	5	4
83	и других	2	4
84	и наконец	6	4
85	должно быть	5	4
86	и здесь	2	4
87	во всем	2	4
88	мы можем	6	4
89	не знает	3	4
90	как в	4	4
91	раз и	2	4
92	том что	3	4
93	но не	12	4
94	совершенно не	7	4
95	том же	2	4
96	он не	3	4
97	все же	6	4
98	то что	8	4
99	так и	5	4
100	приводит к	3	4
101	в себя	2	4
102	самом деле	6	4
103	здесь не	4	4
104	и другие	2	3
105	себя и	3	3
106	с другой	7	3
107	не могут	2	3
108	на то	2	3
109	к своему	2	3
110	в мире	3	3
111	в своем	5	3
112	на этом	2	3
113	здесь нет	2	3
114	и для	11	3
115	не к	6	3
116	отношение к	10	3
117	другой стороны	4	3
118	и только	4	3
119	с помощью	7	3
120	и даже	3	3
121	конечно и	4	3
122	также и	3	3
123	самим собою	2	3
124	себя как	5	3
125	мы имеем	2	3
126	если бы	3	3
127	в единстве	12	3
128	и во	2	3
129	но здесь	3	3
130	по существу	2	3
131	более того	4	3
132	и при	2	3
133	всех его	4	3
134	и что	2	3
135	она не	2	3
136	было бы	8	3
137	в своей	7	3
138	и о	5	3
139	что и	2	3
140	себя в	2	3
141	войти в	2	3
142	на него	3	3
143	в отличие	5	3
144	отличается от	2	3
145	в слове	3	3
146	значение для	3	3
147	тем что	2	3
148	далеко не	5	3
149	и это	3	3
150	дело в	2	3
151	и этим	6	3
152	отличие от	5	3
153	не менее	4	2
154	должна быть	4	2
155	для понимания	2	2
156	переходим к	2	2
157	или иной	2	2
158	от них	2	2
159	его как	3	2
160	в строгом	2	2
161	в известной	3	2
162	мы будем	3	2
163	и как	8	2
164	лишь как	4	2
165	и должны	2	2
166	лингвистики и	2	2
167	смысле слова	2	2
168	не дает	2	2
169	мы здесь	4	2
170	той или	2	2
171	и тем	3	2
172	этих явлений	2	2
173	но она	2	2
174	отношения к	6	2
175	в других	4	2
176	не было	2	2
177	они не	3	2
178	лишь в	2	2
179	а в	6	2
180	не входит	10	2
181	сказать что	4	2
182	материал и	2	2
183	языка в	3	2
184	о котором	2	2
185	в художественном	20	2
186	в произведении	4	2
187	с ним	5	2
188	между тем	7	2
189	степени и	2	2
190	а как	3	2
191	этом смысле	3	2
192	но конечно	4	2
193	о которых	2	2
194	но с	3	2
195	у нас	2	2
196	строгом смысле	2	2
197	одна из	2	2
198	все что	3	2
199	слова не	3	2
200	со словом	5	2
201	здесь в	2	2
202	не нужно	5	2
203	не входят	4	2
204	в корне	2	2
205	на почве	3	2
206	нет и	3	2
207	композиционные формы	2	2
208	и пр	2	2
209	узком смысле	2	2
210	бы не	2	2
211	хотя бы	4	2
212	можно было	4	2
213	ничего не	6	2
214	в данном	4	2
215	тем как	5	2
216	могут быть	5	2
217	в другом	2	2
218	может стать	3	2
219	в поэзии	9	2
220	там где	6	2
221	не могли	2	2
