N	2gram	Losev_Dial_4	Istorich
1	и т	17	27
2	и в	15	26
3	т д	15	24
4	т е	46	18
5	так же	4	18
6	то что	16	16
7	не только	8	15
8	что в	7	14
9	может быть	17	14
10	но и	4	12
11	и пр	9	11
12	что он	7	10
13	показывает что	2	10
14	так и	5	10
15	таким образом	5	10
16	и его	7	10
17	при помощи	3	10
18	что и	6	9
19	все же	2	9
20	и не	30	9
21	так как	14	9
22	то же	9	8
23	об этом	3	7
24	как и	7	7
25	в качестве	2	7
26	как в	3	7
27	в этом	11	7
28	что здесь	3	7
29	мы имеем	5	7
30	не всегда	3	6
31	мы видим	4	6
32	что они	4	6
33	еще не	4	6
34	когда он	3	6
35	вместе с	2	6
36	не может	11	6
37	а не	18	6
38	и то	3	6
39	потому что	10	6
40	мы можем	3	6
41	могут быть	3	6
42	и как	4	5
43	это не	12	5
44	точно так	2	5
45	в одном	4	5
46	к этому	3	5
47	это и	9	5
48	но все	2	5
49	в силу	4	5
50	и только	2	5
51	на нем	2	5
52	ничего не	17	5
53	в его	4	5
54	мы уже	3	5
55	и что	9	5
56	из которых	3	5
57	уже не	9	5
58	и по	2	5
59	не в	8	5
60	с ними	4	5
61	и с	4	5
62	тем что	2	5
63	мы должны	4	5
64	но в	3	5
65	вовсе не	6	4
66	вопрос о	2	4
67	все что	2	4
68	в своей	3	4
69	в этот	2	4
70	другой стороны	2	4
71	того как	2	4
72	не просто	7	4
73	и даже	6	4
74	что этот	2	4
75	о том	5	4
76	только что	2	3
77	перед нами	6	3
78	сравнению с	2	3
79	по сравнению	2	3
80	уже нет	3	3
81	из этих	2	3
82	к своему	2	3
83	в том	11	3
84	том что	10	3
85	но это	4	3
86	и при	2	3
87	во всем	2	3
88	при этом	2	3
89	не что	8	3
90	она не	4	3
91	и если	3	3
92	как бы	14	3
93	все эти	3	3
94	на то	5	3
95	но мы	2	3
96	что она	5	3
97	а именно	6	3
98	только тогда	5	3
99	как это	2	3
100	в свете	5	3
101	не мог	2	3
102	не имеет	14	3
103	есть только	3	3
104	как нечто	2	3
105	или в	7	3
106	он всегда	2	3
107	в данном	3	3
108	что иное	8	3
109	что мы	7	3
110	только в	7	3
111	что эта	2	3
112	иное как	8	3
113	е в	2	3
114	не могут	2	2
115	с тем	4	2
116	в мифе	6	2
117	должна быть	7	2
118	не менее	2	2
119	и есть	19	2
120	никогда не	2	2
121	однако в	2	2
122	в своем	5	2
123	и во	2	2
124	с этим	3	2
125	и все	11	2
126	в одну	3	2
127	главным образом	2	2
128	а как	2	2
129	по себе	13	2
130	не говорит	5	2
131	и тем	6	2
132	же это	5	2
133	видим что	4	2
134	тем не	2	2
135	его как	2	2
136	ни в	8	2
137	говорит о	3	2
138	так что	6	2
139	этот момент	3	2
140	что я	5	2
141	есть в	4	2
142	в истории	3	2
143	от него	3	2
144	на этом	3	2
145	есть и	3	2
146	не дает	2	2
147	было бы	9	2
148	том как	2	2
149	если бы	6	2
150	конечно не	2	2
151	у нас	3	2
152	в частности	2	2
153	но для	2	2
154	хотя и	6	2
155	что на	2	2
156	не видно	2	2
157	хотя бы	4	2
158	в нем	5	2
159	не есть	40	2
160	с той	2	2
161	себя в	2	2
162	другими словами	5	2
163	из них	2	2
164	вот как	2	2
165	не по	2	2
166	от того	2	2
167	и их	2	2
168	все это	9	2
169	что это	13	2
170	что есть	2	2
171	и вот	11	2
172	имеется в	3	2
173	совершенно ясно	2	2
174	лишь в	2	2
175	того что	13	2
176	и на	5	2
177	с этой	2	2
178	сказать что	6	2
179	или от	22	2
180	в виде	3	2
181	даже и	3	2
182	известно что	3	2
183	в себе	8	2
184	в этой	4	2
185	только теперь	2	2
186	тех же	2	2
187	в особенности	4	2
188	в области	3	2
189	то мы	3	2
