N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	65
2	как бы	5	22
3	и не	10	22
4	вовсе не	5	18
5	в сущности	4	16
6	в том	22	16
7	в этом	16	15
8	но в	2	14
9	в условиях	2	13
10	прежде всего	9	11
11	том числе	2	10
12	не только	17	10
13	но и	3	10
14	так и	6	10
15	все эти	7	10
16	в его	11	9
17	все это	2	9
18	по своему	2	8
19	в своем	4	8
20	в дальнейшем	2	8
21	за пределы	2	8
22	формы и	3	7
23	его в	2	7
24	в области	14	7
25	точки зрения	23	7
26	только в	6	7
27	главным образом	2	6
28	не знает	2	6
29	том что	11	6
30	все же	5	6
31	как мы	5	6
32	еще не	9	6
33	при этом	6	6
34	может быть	14	6
35	в ней	3	6
36	в отношении	3	6
37	на самом	3	6
38	сказать что	7	6
39	так как	9	6
40	в одном	2	5
41	в частности	2	5
42	еще более	2	5
43	этих форм	2	5
44	потому что	12	5
45	отличие от	2	5
46	на протяжении	2	5
47	или иной	7	5
48	в большей	2	5
49	и пр	3	5
50	в своей	4	5
51	той или	5	5
52	еще и	2	5
53	как в	4	5
54	как и	5	5
55	в той	4	5
56	между тем	4	5
57	xix века	3	5
58	в общем	6	4
59	связи с	6	4
60	это уже	3	4
61	это в	2	4
62	и к	3	4
63	не в	5	4
64	отношение к	3	4
65	совершенно не	5	4
66	в самом	13	4
67	сих пор	8	4
68	до сих	8	4
69	мысли и	2	4
70	в их	6	4
71	для нас	4	4
72	в отличие	2	4
73	не понимает	3	4
74	так сказать	2	4
75	не могут	5	3
76	но на	3	3
77	что в	13	3
78	это не	3	3
79	не просто	2	3
80	на фоне	7	3
81	в тех	2	3
82	что он	6	3
83	в ее	4	3
84	но все	2	3
85	но это	5	3
86	самом деле	14	3
87	в ряду	3	3
88	но для	3	3
89	с точки	16	3
90	то что	4	3
91	как раз	4	3
92	не может	6	3
93	пор еще	3	3
94	уже не	8	3
95	можно говорить	10	3
96	с другой	7	3
97	далеко не	5	3
98	но как	3	3
99	и здесь	2	3
100	ничего не	6	3
101	и с	3	3
102	в виду	8	3
103	но не	3	2
104	к тому	3	2
105	и без	2	2
106	из этих	5	2
107	раз и	2	2
108	можно сказать	2	2
109	мы найдем	2	2
110	с традициями	2	2
111	кроме того	2	2
112	одной стороны	4	2
113	между прочим	8	2
114	свое время	2	2
115	от того	5	2
116	хотя и	5	2
117	он не	3	2
118	в свое	2	2
119	в таких	2	2
120	подчеркнуть что	2	2
121	в целом	4	2
122	и именно	3	2
123	в некоторых	2	2
124	время в	3	2
125	на него	3	2
126	в процессе	3	2
127	в свете	2	2
128	с одной	4	2
129	и вот	3	2
130	того что	11	2
131	что не	4	2
132	что мы	2	2
133	на этот	2	2
134	отметить что	3	2
135	в таком	4	2
136	этот вопрос	3	2
137	которое в	2	2
138	в этих	2	2
139	и самый	2	2
140	могут быть	6	2
141	совершенно иной	2	2
142	еще раз	2	2
143	ни на	2	2
144	о том	6	2
145	в особенности	2	2
146	в чем	5	2
