N	2gram	Losev_Prob_2	Istorich
1	и т	6	27
2	и в	35	26
3	т д	6	24
4	так же	5	18
5	то что	38	16
6	не только	24	15
7	что в	11	14
8	может быть	18	14
9	но и	16	12
10	что он	4	10
11	так и	7	10
12	таким образом	4	10
13	при помощи	8	10
14	что и	2	9
15	все же	8	9
16	и не	37	9
17	его в	3	9
18	так как	7	9
19	то же	5	8
20	а в	4	8
21	в этих	4	7
22	об этом	2	7
23	как и	5	7
24	в качестве	2	7
25	он не	2	7
26	их в	4	7
27	в этом	17	7
28	что они	3	6
29	еще не	10	6
30	вместе с	2	6
31	не может	13	6
32	а не	10	6
33	к нему	2	6
34	и то	10	6
35	потому что	13	6
36	мы можем	6	6
37	и как	4	5
38	точно так	3	5
39	это и	3	5
40	но все	2	5
41	но не	4	5
42	и только	4	5
43	на нем	2	5
44	ничего не	10	5
45	в его	7	5
46	мы уже	3	5
47	до сих	4	5
48	и др	2	5
49	то это	3	5
50	сих пор	4	5
51	как мы	5	5
52	эта связь	2	5
53	и что	13	5
54	из которых	2	5
55	уже не	8	5
56	и по	3	5
57	не в	2	5
58	и с	10	5
59	тем что	4	5
60	и здесь	4	5
61	мы должны	3	5
62	но в	6	5
63	с другой	6	4
64	вовсе не	37	4
65	вопрос о	3	4
66	не годится	2	4
67	в тех	2	4
68	все что	3	4
69	указывает на	5	4
70	даже в	2	4
71	другой стороны	5	4
72	здесь не	2	4
73	не просто	11	4
74	но эта	3	4
75	и даже	11	4
76	о том	18	4
77	перед нами	2	3
78	и более	5	3
79	из этих	3	3
80	все еще	4	3
81	этом случае	7	3
82	для нас	9	3
83	в том	12	3
84	том что	19	3
85	но это	6	3
86	и при	2	3
87	при этом	3	3
88	не что	3	3
89	она не	3	3
90	и если	3	3
91	большей частью	3	3
92	относится к	6	3
93	как бы	4	3
94	все эти	7	3
95	а также	2	3
96	входить в	2	3
97	на то	6	3
98	но мы	3	3
99	на него	2	3
100	данном случае	5	3
101	что она	4	3
102	а именно	6	3
103	только тогда	3	3
104	из трех	2	3
105	всякого рода	4	3
106	в свете	3	3
107	не имеет	7	3
108	есть только	8	3
109	как нечто	2	3
110	или в	2	3
111	в данном	10	3
112	что иное	3	3
113	связи с	5	3
114	что мы	14	3
115	только в	14	3
116	иное как	3	3
117	и действительно	2	3
118	о чем	6	3
119	содержит в	2	2
120	уже в	3	2
121	не могут	4	2
122	с тем	3	2
123	не менее	13	2
124	и есть	4	2
125	бы мы	2	2
126	или другие	4	2
127	в своем	4	2
128	содержится в	2	2
129	основана на	2	2
130	с этим	5	2
131	и все	5	2
132	по себе	8	2
133	и тем	4	2
134	же это	5	2
135	тем не	12	2
136	ни в	6	2
137	его от	2	2
138	мы считаем	2	2
139	так что	11	2
140	представляет собой	2	2
141	есть в	4	2
142	в истории	3	2
143	одна из	3	2
144	с этими	2	2
145	и тот	3	2
146	было бы	8	2
147	которой он	4	2
148	если бы	4	2
149	такого рода	15	2
150	предмета который	2	2
151	конечно не	2	2
152	у нас	18	2
153	о двух	2	2
154	в частности	5	2
155	хотя и	3	2
156	что на	4	2
157	хотя бы	12	2
158	не есть	33	2
159	в целом	3	2
160	другими словами	6	2
161	на том	3	2
162	и их	3	2
163	все это	4	2
164	никуда не	2	2
165	в языке	15	2
166	в связи	5	2
167	тут и	2	2
168	имеется в	3	2
169	здесь мы	3	2
170	лишь в	3	2
171	мы здесь	3	2
172	того что	12	2
173	только с	2	2
174	в таких	3	2
175	тут же	8	2
176	и на	5	2
177	сказать что	24	2
178	в виде	6	2
179	даже и	18	2
180	имеем в	2	2
181	в себе	5	2
182	во все	2	2
183	же самое	6	2
184	в этой	9	2
185	на это	2	2
186	в области	6	2
