N	2gram	Propp_Isto_6	FransuaR
1	и в	26	65
2	и др	2	24
3	как бы	4	22
4	и не	10	22
5	вовсе не	2	18
6	в том	12	16
7	в этом	12	15
8	но в	7	14
9	в нем	8	13
10	мы уже	6	12
11	прежде всего	4	11
12	и на	12	11
13	и его	7	10
14	не только	10	10
15	но и	9	10
16	так и	5	10
17	все эти	8	10
18	в его	5	9
19	в своем	2	8
20	и другие	3	8
21	его в	5	7
22	жизни и	2	7
23	только в	5	7
24	главным образом	3	6
25	никогда не	13	6
26	том что	10	6
27	все же	8	6
28	как мы	4	6
29	еще не	9	6
30	при этом	3	6
31	может быть	11	6
32	в ней	5	6
33	тела и	2	6
34	сказать что	3	6
35	так как	18	6
36	связана с	3	5
37	с его	4	5
38	в одном	3	5
39	в частности	3	5
40	в них	3	5
41	превращается в	7	5
42	потому что	13	5
43	земли и	2	5
44	в своей	3	5
45	связь с	11	5
46	как в	6	5
47	как и	5	5
48	в своих	3	5
49	не в	3	4
50	в этой	2	4
51	и до	2	4
52	сих пор	4	4
53	до сих	4	4
54	для нас	2	4
55	мира и	2	4
56	здесь и	2	4
57	что в	12	3
58	на котором	3	3
59	это не	4	3
60	в тех	3	3
61	с рождением	2	3
62	что он	9	3
63	но все	2	3
64	но это	4	3
65	связаны с	5	3
66	и эта	3	3
67	но для	2	3
68	даже в	2	3
69	то что	6	3
70	на этой	2	3
71	на землю	4	3
72	не может	6	3
73	и других	3	3
74	в форме	2	3
75	уже не	7	3
76	с другой	10	3
77	в других	4	3
78	в более	6	3
79	он и	2	3
80	в себе	3	3
81	далеко не	3	3
82	но как	4	3
83	связан с	6	3
84	с ним	8	3
85	ничего не	2	3
86	и с	6	3
87	но не	2	2
88	в книге	4	2
89	к тому	2	2
90	представления о	10	2
91	и от	3	2
92	из этих	4	2
93	всех его	2	2
94	но при	2	2
95	можно сказать	2	2
96	так например	3	2
97	нам кажется	2	2
98	он был	2	2
99	мы видим	5	2
100	мы найдем	2	2
101	от него	3	2
102	кроме того	3	2
103	одной стороны	7	2
104	в это	4	2
105	и он	4	2
106	например в	7	2
107	на его	4	2
108	наряду с	3	2
109	от того	3	2
110	он не	2	2
111	в свое	2	2
112	не вполне	2	2
113	книге о	2	2
114	в некоторых	2	2
115	на него	2	2
116	смерти и	2	2
117	с одной	7	2
118	и этим	5	2
119	и вот	3	2
120	того что	2	2
121	что не	2	2
122	что мы	2	2
123	и наконец	3	2
124	и по	4	2
125	отметить что	2	2
126	или в	3	2
127	к себе	2	2
128	их в	3	2
129	в этих	2	2
130	быть только	2	2
131	могут быть	3	2
132	о том	7	2
133	и это	8	2
134	здесь еще	4	2
