N	2gram	Bakhtin_Fr_4	Vvedenie
1	и в	29	32
2	в том	7	31
3	в этом	11	30
4	может быть	2	26
5	том что	3	26
6	не только	10	22
7	для того	3	21
8	того чтобы	3	20
9	таким образом	20	19
10	также и	4	18
11	то что	4	16
12	так как	7	15
13	не может	2	14
14	в нем	5	13
15	о том	2	13
16	со стороны	2	13
17	того что	3	12
18	в их	2	12
19	и не	16	12
20	как на	2	12
21	в его	8	12
22	только в	2	12
23	как мы	10	11
24	в ее	3	11
25	но в	12	9
26	и как	3	9
27	этого рода	2	9
28	то же	10	9
29	в той	2	9
30	с другой	4	8
31	это не	5	8
32	именно в	2	8
33	прежде всего	8	7
34	точки зрения	4	7
35	уже и	2	7
36	но не	2	7
37	все же	3	7
38	же время	8	6
39	один из	4	6
40	но и	9	6
41	все это	4	6
42	о природе	2	6
43	и даже	3	6
44	в то	10	6
45	его в	9	6
46	как он	2	6
47	вовсе не	9	6
48	как и	12	6
49	в качестве	3	6
50	и его	8	6
51	тем что	4	6
52	и это	2	6
53	уже в	2	5
54	как бы	8	5
55	а как	2	5
56	другой стороны	3	5
57	сказать что	5	5
58	в них	7	5
59	по своему	4	5
60	есть и	4	5
61	связана с	4	4
62	времени и	2	4
63	одной стороны	2	4
64	о чем	2	4
65	в котором	2	4
66	этот процесс	6	4
67	в особенности	2	4
68	еще и	7	4
69	с одной	2	4
70	даже и	2	4
71	в разных	3	4
72	что он	4	4
73	еще не	4	4
74	в своей	5	4
75	как раз	2	4
76	уже не	2	4
77	и для	2	4
78	той же	3	4
79	и то	2	4
80	в себе	3	4
81	что это	5	3
82	и есть	4	3
83	в частности	3	3
84	в этих	2	3
85	в конце	9	3
86	к тому	2	3
87	да и	2	3
88	в известной	3	3
89	в этой	13	3
90	на этом	2	3
91	до конца	5	3
92	при этом	3	3
93	хотя и	2	3
94	в ней	3	3
95	в виду	2	3
96	к нему	3	3
97	мы видели	7	3
98	на этой	2	3
99	во второй	2	3
100	из них	6	3
101	до нас	2	3
102	в своем	3	3
103	все эти	9	3
104	и других	3	3
105	и вот	3	3
106	так же	7	3
107	и на	11	3
108	в результате	4	3
109	к этому	2	3
110	в различных	2	3
111	и к	2	3
112	связи с	2	3
113	в чем	3	3
114	одной из	2	3
115	в сущности	6	3
116	а также	2	3
117	дело в	2	3
118	своего рода	6	3
119	как будто	2	3
120	до наших	2	2
121	в основу	2	2
122	все время	3	2
123	и другие	2	2
124	никогда не	2	2
125	это в	2	2
126	в дальнейшем	3	2
127	но это	4	2
128	соответствии с	2	2
129	и сам	3	2
130	в ряде	2	2
131	наших дней	2	2
132	что каждая	2	2
133	и др	4	2
134	после этого	2	2
135	с помощью	4	2
136	не мог	2	2
137	рядом с	5	2
138	не столько	2	2
139	и с	9	2
140	и так	3	2
141	он и	5	2
142	и здесь	3	2
143	конце концов	4	2
144	так и	11	2
145	и со	2	2
146	на котором	2	2
147	средних веков	3	2
148	его к	2	2
149	и при	2	2
150	того же	5	2
151	известной мере	3	2
152	жизни и	4	2
153	мы уже	10	2
154	ни с	2	2
155	том же	2	2
156	и до	5	2
157	так называемые	2	2
158	с полной	2	2
159	между ними	2	2
160	с точки	2	2
161	у них	3	2
162	тому как	3	2
163	мы можем	3	2
164	подобно тому	3	2
165	еще раз	2	2
166	если же	2	2
167	здесь не	3	2
