N	2gram	Vygotskiy__6	slovoVRo
1	и в	28	41
2	в нем	7	30
3	могут быть	5	19
4	во всех	4	17
5	но и	10	16
6	и не	11	16
7	точки зрения	13	16
8	языка в	2	16
9	не только	16	16
10	а не	3	15
11	то же	7	14
12	в пределах	5	14
13	может быть	13	14
14	и др	2	14
15	не может	19	14
16	и его	3	14
17	и на	5	14
18	в то	6	14
19	в сущности	7	13
20	в его	3	13
21	до конца	3	12
22	как бы	11	12
23	языка и	5	12
24	в этом	27	12
25	так и	6	11
26	в той	4	10
27	таким образом	18	9
28	все эти	2	9
29	прежде всего	2	8
30	на его	3	8
31	но в	5	8
32	как в	3	8
33	как мы	10	8
34	с точки	10	8
35	не в	4	7
36	и следовательно	4	7
37	отношение к	7	7
38	с ним	2	7
39	на фоне	3	7
40	в своей	2	7
41	все же	2	7
42	в отношении	10	6
43	того же	7	6
44	это не	5	6
45	при этом	3	6
46	а в	2	6
47	в плане	3	6
48	в них	3	6
49	оно не	4	6
50	только в	18	6
51	отношении к	3	6
52	с другой	2	5
53	в самом	8	5
54	и непосредственно	2	5
55	все это	2	5
56	в основе	3	5
57	и к	6	5
58	не на	2	5
59	с другими	2	5
60	и от	2	4
61	в каждом	3	4
62	прямо и	3	4
63	одним из	2	4
64	известной степени	2	4
65	один из	3	4
66	в их	3	4
67	и наконец	2	4
68	в которой	7	4
69	и все	5	4
70	с его	3	4
71	лежит в	3	4
72	как и	6	4
73	еще не	8	4
74	том же	5	4
75	к предмету	6	4
76	в процессе	9	4
77	другой стороны	2	4
78	речи в	2	4
79	ту же	3	4
80	там где	7	4
81	как только	2	3
82	не могут	5	3
83	все время	3	3
84	никогда не	8	3
85	точку зрения	2	3
86	из этих	3	3
87	к тому	10	3
88	в том	28	3
89	для него	6	3
90	в зависимости	5	3
91	из них	2	3
92	в своем	7	3
93	в разных	5	3
94	именно в	4	3
95	и других	7	3
96	форм и	2	3
97	того что	24	3
98	друг друга	4	3
99	вообще не	6	3
100	в других	2	3
101	с ними	2	3
102	образом в	3	3
103	и здесь	3	3
104	его в	6	3
105	в первом	4	3
106	языка у	2	3
107	так как	10	3
108	и там	2	3
109	у него	2	3
110	с этим	4	3
111	не могло	2	3
112	связанные с	3	3
113	языка его	2	3
114	в себе	4	3
115	с этой	2	3
116	по существу	2	3
117	зависимости от	5	3
118	в качестве	4	3
119	она не	2	3
120	было бы	9	3
121	он не	7	3
122	из этого	2	3
123	языка на	2	3
124	в данном	2	3
125	более того	2	3
126	как оно	3	3
127	которые в	4	3
128	же как	6	2
129	в другой	3	2
130	в частности	4	2
131	тому что	11	2
132	что все	5	2
133	ничего нового	2	2
134	этом случае	2	2
135	можно сказать	6	2
136	для нас	2	2
137	так что	6	2
138	мы и	4	2
139	что они	2	2
140	на этом	4	2
141	друг с	5	2
142	например в	4	2
143	и той	3	2
144	для того	8	2
145	хотя и	3	2
146	между ними	7	2
147	и по	3	2
148	и тем	5	2
149	в целом	3	2
150	в этих	2	2
151	друг другу	2	2
152	конкретного и	2	2
153	на том	2	2
154	где они	2	2
155	те же	3	2
156	у них	2	2
157	между этими	4	2
158	так же	15	2
159	время как	5	2
160	не из	2	2
161	сказать что	13	2
162	потому что	22	2
163	но он	2	2
164	могут не	2	2
165	в сознании	4	2
166	в котором	2	2
167	как увидим	3	2
168	он может	2	2
169	между собой	9	2
170	первом случае	3	2
171	в одном	2	2
172	интерес к	2	2
173	у нас	2	2
174	том что	19	2
175	не с	2	2
176	мы видим	7	2
177	то в	5	2
178	но не	10	2
179	по своему	2	2
180	чем он	2	2
181	то время	6	2
182	слов и	3	2
183	до сих	3	2
184	мы уже	2	2
185	предмета и	2	2
186	сих пор	3	2
187	слово не	2	2
188	языке и	2	2
189	с ней	3	2
190	как раз	6	2
191	в зоне	8	2
192	нами в	2	2
193	если мы	2	2
194	только на	2	2
195	до известной	3	2
196	речь в	2	2
197	той же	4	2
198	мы не	6	2
199	можно было	7	2
200	нас в	2	2
201	и то	4	2
202	от этого	3	2
203	тем и	3	2
204	в другом	2	2
205	связи с	3	2
206	и вообще	2	2
207	в определенных	2	2
208	с другом	5	2
