N	2gram	Propp_Russ_1	KulturaY
1	т е	17	38
2	и т	10	33
3	в том	17	30
4	и в	36	24
5	потому что	10	23
6	том что	19	21
7	что в	19	17
8	и пр	2	15
9	т д	9	14
10	в этом	12	14
11	точки зрения	3	14
12	может быть	8	13
13	все же	5	12
14	таким образом	6	12
15	в его	2	12
16	и не	6	12
17	только в	4	11
18	в силу	2	10
19	у нас	8	10
20	не только	22	10
21	то что	6	9
22	того что	4	9
23	с точки	3	9
24	о том	8	9
25	так как	15	9
26	то же	3	8
27	уже не	6	8
28	а не	2	8
29	тем что	4	8
30	не менее	3	7
31	в них	6	7
32	связи с	4	7
33	в качестве	3	7
34	как бы	5	7
35	вместе с	10	7
36	не может	4	7
37	это не	10	7
38	в области	3	7
39	так и	7	7
40	в какой	2	6
41	при этом	6	6
42	в ней	2	6
43	но и	16	6
44	все это	6	6
45	все эти	2	6
46	в которых	5	6
47	мы имеем	4	6
48	не случайно	2	6
49	с тем	8	5
50	что это	3	5
51	к тому	4	5
52	но не	2	5
53	еще не	4	5
54	например в	2	5
55	и что	4	5
56	не просто	2	5
57	а в	9	5
58	между тем	7	5
59	с ним	2	5
60	и с	2	5
61	в частности	2	4
62	переход от	2	4
63	в этих	3	4
64	и потому	2	4
65	в нем	2	4
66	в тех	4	4
67	по существу	4	4
68	что они	7	4
69	из них	8	4
70	один из	8	4
71	что и	7	4
72	тем не	3	4
73	в целом	2	4
74	как в	5	4
75	не на	2	4
76	с этим	2	4
77	того как	5	4
78	стоит в	2	4
79	так что	2	4
80	так же	3	4
81	с ними	5	4
82	и на	10	4
83	из этих	4	4
84	в русском	4	4
85	там где	2	4
86	состоит в	8	3
87	для этого	2	3
88	на себя	2	3
89	представление о	3	3
90	его к	2	3
91	в г	4	3
92	свою очередь	2	3
93	в свою	3	3
94	мы увидим	8	3
95	а а	25	3
96	этого слова	3	3
97	не с	3	3
98	когда он	2	3
99	что она	2	3
100	тому что	4	3
101	в своем	3	3
102	в связи	4	3
103	в особенности	2	3
104	а с	4	3
105	не было	2	3
106	в их	4	3
107	несмотря на	3	3
108	и здесь	2	3
109	хотя и	2	3
110	как это	8	3
111	в одном	3	3
112	и более	2	2
113	до того	2	2
114	для них	3	2
115	о чем	3	2
116	в каждом	2	2
117	на самом	2	2
118	так называемой	3	2
119	как они	2	2
120	значение и	2	2
121	для нас	6	2
122	этом случае	5	2
123	как и	10	2
124	и как	2	2
125	но все	3	2
126	можно говорить	2	2
127	в москве	3	2
128	в большинстве	2	2
129	в это	3	2
130	между прочим	2	2
131	том же	2	2
132	если в	3	2
133	к жизни	3	2
134	подойти к	2	2
135	и а	4	2
136	так например	6	2
137	как например	3	2
138	и для	2	2
139	в разных	3	2
140	на этот	3	2
141	не имеет	6	2
142	мы наблюдаем	2	2
143	после чего	2	2
144	во многих	5	2
145	почти целиком	2	2
146	или в	2	2
147	иное как	2	2
148	в более	2	2
149	одно из	5	2
150	видно что	6	2
151	е в	8	2
152	до конца	2	2
153	тогда как	2	2
154	которые можно	2	2
155	ничего не	3	2
156	но в	2	2
157	в числе	2	2
