N	2gram	Voloshinov_1	Myshleni
1	внутренней речи	3	67
2	в этом	13	29
3	точки зрения	13	28
4	и в	15	26
5	не только	5	24
6	то что	10	24
7	таким образом	21	23
8	с точки	10	21
9	того чтобы	2	19
10	в том	4	18
11	и не	16	18
12	том что	5	17
13	потому что	4	16
14	как и	6	15
15	того что	2	14
16	так как	9	14
17	как мы	10	14
18	с помощью	9	13
19	что в	6	12
20	вместе с	4	12
21	и его	15	12
22	но и	4	11
23	мысли и	4	11
24	не может	13	11
25	в развитии	4	10
26	слова и	2	10
27	тому что	3	9
28	в самом	6	9
29	что мы	2	9
30	у ребенка	2	9
31	в себе	4	9
32	то же	7	8
33	что она	2	8
34	сказать что	6	8
35	что он	8	8
36	ее в	2	8
37	той же	2	8
38	только в	6	8
39	самого начала	5	7
40	к тому	4	7
41	прежде всего	11	7
42	с самого	7	7
43	может быть	13	7
44	и к	7	7
45	мы не	4	7
46	и то	2	7
47	по отношению	11	6
48	именно в	3	6
49	как на	3	6
50	мы должны	7	6
51	как бы	11	6
52	между собой	4	6
53	в ее	4	6
54	все что	9	6
55	и что	3	6
56	было бы	6	6
57	во всех	8	6
58	все эти	9	6
59	все же	5	6
60	самом деле	7	6
61	а не	2	6
62	выражение в	2	6
63	в сознании	3	6
64	что это	3	6
65	можно сказать	4	5
66	на всем	2	5
67	до конца	5	5
68	если бы	3	5
69	в целом	2	5
70	во второй	5	5
71	данном случае	3	5
72	и с	7	5
73	одно из	3	5
74	бы в	2	5
75	в качестве	2	5
76	она не	2	5
77	отношению к	9	5
78	в процессе	4	5
79	если мы	5	5
80	и для	2	5
81	в данном	3	5
82	не менее	3	4
83	не могут	3	4
84	никогда не	7	4
85	в нашем	3	4
86	не можем	3	4
87	которые мы	2	4
88	и наконец	10	4
89	в его	9	4
90	но в	9	4
91	речи мы	2	4
92	еще не	7	4
93	как в	3	4
94	приводит к	2	4
95	что оно	2	4
96	должны быть	3	4
97	не в	4	4
98	и только	4	4
99	в области	3	4
100	учение о	2	3
101	я не	3	3
102	для этого	4	3
103	все это	5	3
104	это не	2	3
105	из этих	4	3
106	в собственном	2	3
107	тем не	2	3
108	но это	2	3
109	для него	5	3
110	из важнейших	2	3
111	в ней	5	3
112	в основе	3	3
113	между ними	2	3
114	не является	3	3
115	но мы	2	3
116	мы видели	5	3
117	этом отношении	2	3
118	во втором	3	3
119	и по	5	3
120	он не	4	3
121	нуждается в	2	3
122	мы уже	5	3
123	в первом	2	3
124	с ним	12	3
125	по себе	2	3
126	об этом	4	3
127	мы остановимся	2	3
128	в то	6	3
129	но не	5	3
130	в одной	2	3
131	до сих	3	3
132	и о	3	3
133	в основном	2	3
134	и потому	8	3
135	в этот	4	3
136	что и	2	3
137	в своей	9	3
138	сих пор	3	3
139	так и	10	3
140	только на	2	3
141	как раз	2	3
142	на самом	2	3
143	из того	2	3
144	к нему	7	3
145	с другими	5	3
146	случае в	2	3
147	мы можем	12	3
148	в этой	5	3
149	в чем	4	3
150	направлений в	3	2
151	себя и	3	2
152	в этих	2	2
153	его и	2	2
154	точку зрения	4	2
155	нам о	2	2
156	что все	5	2
157	что при	2	2
158	ребенка к	3	2
159	мы знаем	7	2
160	ни в	6	2
161	которой мы	3	2
162	мы и	4	2
163	в большинстве	4	2
164	этот период	3	2
165	в свою	2	2
166	одним из	3	2
167	но если	2	2
168	все те	4	2
169	один из	4	2
170	в нем	4	2
171	с ее	3	2
172	отношение к	7	2
173	значение в	3	2
174	отношения к	2	2
175	обе стороны	2	2
176	должно быть	2	2
177	а в	6	2
178	в своих	4	2
179	и есть	2	2
180	его в	8	2
181	с которыми	2	2
182	большинстве случаев	5	2
183	для ребенка	2	2
184	возможно только	2	2
185	во время	5	2
186	развития как	2	2
187	с этим	6	2
188	этих двух	2	2
189	к этому	7	2
190	вовсе не	2	2
191	у нас	3	2
192	и при	3	2
193	из основных	2	2
194	со всеми	3	2
195	совершенно не	2	2
196	время в	2	2
197	к ней	2	2
198	и до	3	2
199	из этого	2	2
200	что же	4	2
201	на основании	2	2
202	находится в	3	2
203	в отношении	2	2
204	в период	5	2
205	и она	2	2
206	ко всему	2	2
207	нас в	2	2
208	во всяком	4	2
209	в психологии	2	2
210	могут быть	6	2
211	и ее	3	2
212	благодаря тому	2	2
213	ответ на	2	2
214	ничего не	2	2
