N	2gram	Tiupa_Anal_2	Dialekti
1	не есть	2	54
2	т е	2	48
3	и не	12	27
4	а не	10	26
5	точки зрения	4	25
6	и в	16	24
7	не только	16	23
8	по себе	2	20
9	не может	4	19
10	ничего не	9	17
11	что все	2	14
12	в таком	2	14
13	то что	7	14
14	с точки	2	14
15	может быть	6	13
16	таким образом	2	13
17	и даже	9	13
18	вовсе не	2	13
19	того что	2	12
20	не менее	4	11
21	не имеет	2	11
22	тем не	3	10
23	отнюдь не	8	10
24	таком случае	2	10
25	только не	4	10
26	в сущности	4	10
27	но и	12	9
28	что она	2	9
29	стало быть	2	9
30	прежде всего	3	8
31	так что	3	8
32	том что	12	8
33	в этом	18	8
34	что в	2	7
35	никогда не	3	7
36	в самом	6	7
37	как и	14	7
38	только на	3	7
39	как раз	4	7
40	все это	4	6
41	о том	7	6
42	если бы	3	6
43	превращается в	2	6
44	и все	3	6
45	что и	3	6
46	то же	4	6
47	в том	12	5
48	хотя и	4	5
49	и его	4	5
50	одно из	2	5
51	в то	2	5
52	как это	6	5
53	по крайней	3	5
54	и к	5	5
55	было бы	3	5
56	он не	2	5
57	крайней мере	3	5
58	так и	15	5
59	уже не	4	5
60	личности и	2	5
61	только в	4	5
62	с другой	6	4
63	или иной	3	4
64	к тому	7	4
65	как о	3	4
66	так же	2	4
67	сказать что	2	4
68	говорить о	6	4
69	говорит о	5	4
70	собственно говоря	2	4
71	тому как	3	4
72	и то	3	4
73	подобно тому	3	4
74	для него	4	4
75	за пределы	4	3
76	в своем	4	3
77	может ли	2	3
78	была бы	2	3
79	и я	2	3
80	его как	2	3
81	не в	4	3
82	есть в	3	3
83	она не	2	3
84	особого рода	2	3
85	же время	2	3
86	одной стороны	4	3
87	это было	2	3
88	из них	3	3
89	с одной	5	3
90	того или	3	3
91	и на	6	3
92	он и	2	3
93	тем что	3	3
94	уже и	2	3
95	на себя	5	3
96	на то	2	3
97	все что	2	3
98	миф и	2	3
99	ни о	3	3
100	как бы	10	3
101	тем самым	4	3
102	той же	2	3
103	не знает	3	3
104	в частности	16	2
105	вообще не	2	2
106	о себе	2	2
107	и смерть	2	2
108	тому же	4	2
109	на этом	4	2
110	еще не	2	2
111	при этом	10	2
112	несмотря на	3	2
113	и если	3	2
114	нас к	2	2
115	не о	2	2
116	той или	3	2
117	и является	4	2
118	и тем	4	2
119	другой стороны	2	2
120	того и	2	2
121	именно в	3	2
122	а в	3	2
123	никак не	2	2
124	бы в	3	2
125	грань между	2	2
126	но в	6	2
127	я и	3	2
128	своего собственного	2	2
129	тех или	2	2
130	у него	4	2
131	на котором	2	2
132	и во	2	2
133	в их	3	2
134	или иного	3	2
135	по существу	2	2
136	но не	4	2
137	ведь это	2	2
138	от своего	2	2
139	со стороны	3	2
140	себя в	2	2
141	как мы	3	2
142	и он	2	2
143	и для	2	2
144	или в	3	2
145	в данном	8	2
146	могут быть	10	2
147	в себе	7	2
148	в его	2	2
