N	2gram	Losev_Prob_2	FransuaR
1	и в	35	41
2	то есть	39	20
3	таким образом	4	19
4	в этом	17	15
5	и все	5	14
6	как и	5	14
7	в этой	9	13
8	то же	5	13
9	все эти	7	13
10	мы уже	3	12
11	в его	7	12
12	прежде всего	11	11
13	в том	12	11
14	как мы	5	11
15	в себе	5	11
16	никто не	3	10
17	так и	7	10
18	все это	4	10
19	в то	6	10
20	в качестве	2	9
21	не в	2	9
22	но и	16	9
23	в своем	4	9
24	что в	11	9
25	в конце	7	8
26	и от	3	8
27	то что	38	8
28	но в	6	8
29	в них	2	7
30	вовсе не	37	7
31	как бы	4	7
32	и не	37	7
33	ни в	6	6
34	есть в	4	6
35	только в	14	6
36	о том	18	6
37	уже в	3	5
38	не только	24	5
39	и к	3	5
40	в ней	2	5
41	вместе с	2	5
42	что и	2	5
43	а в	4	5
44	к нему	2	5
45	и для	6	5
46	так же	5	5
47	точки зрения	2	5
48	и это	5	5
49	потому что	13	5
50	в плане	2	5
51	том числе	2	4
52	хотя и	3	4
53	и здесь	4	4
54	том что	19	4
55	но все	2	4
56	одна из	3	4
57	все что	3	4
58	было бы	8	4
59	может быть	18	4
60	он не	2	4
61	в виду	8	4
62	на этой	2	4
63	и наконец	3	4
64	должно быть	2	4
65	и на	5	4
66	и с	10	4
67	конце концов	7	4
68	ничего не	10	4
69	из самых	2	3
70	и есть	4	3
71	в отношении	4	3
72	это в	2	3
73	в нее	2	3
74	но это	6	3
75	по этому	3	3
76	ведь все	2	3
77	совсем не	7	3
78	оказывается что	3	3
79	кроме того	5	3
80	при этом	3	3
81	но именно	4	3
82	несмотря на	3	3
83	и их	3	3
84	в область	4	3
85	о нем	2	3
86	что он	4	3
87	во всех	2	3
88	в их	3	3
89	в свете	3	3
90	не может	13	3
91	не было	3	3
92	в той	2	3
93	тем самым	7	3
94	не имеет	7	3
95	и по	3	3
96	той же	2	3
97	можно было	5	3
98	нас в	3	3
99	ничем не	2	3
100	тем что	4	3
101	пространстве и	2	3
102	как о	3	3
103	не знает	3	3
104	его в	3	3
105	так как	7	3
106	учение о	2	2
107	перед нами	2	2
108	что все	6	2
109	и др	2	2
110	числе и	2	2
111	в этих	4	2
112	здесь только	3	2
113	содержится в	2	2
114	здесь как	2	2
115	другими словами	6	2
116	с этим	5	2
117	это движение	2	2
118	на самом	4	2
119	есть то	5	2
120	есть не	6	2
121	и ее	2	2
122	о котором	3	2
123	одновременно и	3	2
124	к тому	3	2
125	нас не	3	2
126	и как	4	2
127	более или	4	2
128	по своему	5	2
129	тот же	4	2
130	еще не	10	2
131	того что	12	2
132	мы в	3	2
133	свидетельствует о	2	2
134	на всю	2	2
135	в заключение	2	2
136	на том	3	2
137	и самого	4	2
138	а также	2	2
139	и времени	2	2
140	оно не	3	2
141	в состоянии	2	2
142	не есть	33	2
143	не знаем	3	2
144	или менее	4	2
145	как нечто	2	2
146	в связи	5	2
147	еще более	2	2
148	не просто	11	2
149	только на	9	2
150	для всех	2	2
151	в значительной	3	2
152	а не	10	2
153	с самого	3	2
154	мы здесь	3	2
155	а только	6	2
156	из которых	2	2
157	уже не	8	2
158	роль в	2	2
159	мы не	7	2
160	или в	2	2
161	в данном	10	2
162	и то	10	2
163	в результате	4	2
164	их в	4	2
165	во всяком	13	2
166	может иметь	2	2
167	имеем в	2	2
168	во все	2	2
169	которой он	4	2
170	также и	12	2
171	далеко не	4	2
172	бы в	3	2
173	в области	6	2
174	это было	2	2
