N	2gram	Bakhtin_Fr_6	Myslijsy
1	потому что	3	46
2	то есть	24	34
3	в том	2	32
4	и в	41	30
5	может быть	2	28
6	то же	5	23
7	не только	10	21
8	только в	3	21
9	для нас	2	20
10	но и	13	19
11	том что	7	18
12	то что	10	18
13	того что	3	18
14	что в	7	17
15	в себе	5	16
16	не в	4	15
17	и не	3	15
18	а не	2	15
19	таким образом	17	14
20	так как	10	13
21	вместе с	6	12
22	а в	4	12
23	так и	5	11
24	как и	7	10
25	как в	4	10
26	и что	5	10
27	в этом	12	10
28	в то	6	10
29	из этих	2	9
30	было бы	3	9
31	в нем	16	9
32	мы не	2	9
33	между тем	2	9
34	тогда когда	2	9
35	в самом	10	8
36	в ней	4	8
37	что не	3	8
38	что мы	2	8
39	и то	2	8
40	с другой	4	7
41	вовсе не	7	7
42	как мы	12	7
43	так что	2	7
44	но не	2	7
45	с одной	4	7
46	тем что	5	7
47	но оно	3	6
48	что он	6	6
49	но это	3	6
50	с этим	3	6
51	из них	5	6
52	например в	6	6
53	между собою	5	6
54	те же	3	6
55	не может	4	6
56	с ним	4	6
57	уже в	4	5
58	не могут	2	5
59	в них	7	5
60	человека и	2	5
61	и как	4	5
62	же время	5	5
63	в своем	5	5
64	если б	2	5
65	есть только	3	5
66	с другими	3	5
67	сказать что	6	5
68	до того	3	4
69	что это	5	4
70	и от	4	4
71	мы видели	2	4
72	этот образ	7	4
73	что именно	2	4
74	все это	11	4
75	что даже	2	4
76	все что	4	4
77	в его	7	4
78	в котором	4	4
79	тем более	2	4
80	один из	6	4
81	другой стороны	2	4
82	есть нечто	2	4
83	и его	13	4
84	он не	2	4
85	и потому	2	4
86	прежде всего	10	3
87	и все	9	3
88	что все	2	3
89	в образе	6	3
90	именно в	4	3
91	есть в	3	3
92	до сих	3	3
93	одной стороны	4	3
94	при этом	3	3
95	никак не	3	3
96	как бы	7	3
97	никто не	2	3
98	того чтобы	4	3
99	дает нам	2	3
100	к нему	3	3
101	так же	5	3
102	на которой	2	3
103	или в	6	3
104	и на	9	3
105	образом в	2	3
106	в искусстве	3	3
107	говорить о	2	3
108	в начале	3	3
109	и вообще	4	3
110	в первом	3	3
111	здесь только	3	3
112	там где	5	3
113	в чем	3	3
114	это было	2	3
115	сих пор	3	3
116	перед нами	3	2
117	во время	9	2
118	не были	3	2
119	связи с	2	2
120	котором мы	3	2
121	первом случае	3	2
122	та же	4	2
123	в одном	5	2
124	на все	3	2
125	одной из	3	2
126	в ее	5	2
127	мы видим	6	2
128	в этой	8	2
129	что они	2	2
130	от него	2	2
131	как о	2	2
132	у него	7	2
133	в большей	4	2
134	и тот	2	2
135	что человек	2	2
136	на его	2	2
137	мы уже	18	2
138	за пределы	2	2
139	был бы	2	2
140	даже в	4	2
141	в новом	2	2
142	все же	4	2
143	жизни и	3	2
144	в своей	2	2
145	образов и	5	2
146	и до	7	2
147	природы и	2	2
148	в форме	2	2
149	образ в	2	2
150	этом отношении	3	2
151	это и	2	2
152	из того	2	2
153	самом деле	4	2
154	и наконец	4	2
155	и даже	4	2
156	той же	5	2
157	с этой	3	2
158	их в	2	2
159	людей и	3	2
160	точки зрения	2	2
161	то он	2	2
162	или с	2	2
163	бы в	2	2
164	о том	9	2
165	так сказать	2	2
166	в области	2	2
167	и с	16	2
