N	2gram	Medvedev_F_2	Problemy
1	и в	38	43
2	и не	20	29
3	т е	26	26
4	может быть	23	23
5	как бы	4	22
6	не может	14	18
7	в пределах	12	16
8	но и	13	14
9	как и	9	14
10	и т	14	13
11	точки зрения	8	13
12	в этом	27	13
13	что он	5	13
14	слова в	3	12
15	в нем	13	12
16	слова и	7	12
17	не в	15	11
18	по себе	7	11
19	не только	9	11
20	прежде всего	15	10
21	и на	3	10
22	но в	4	10
23	в его	10	10
24	как мы	7	10
25	никогда не	2	9
26	в большинстве	4	9
27	в сущности	4	9
28	он не	6	9
29	слово и	2	9
30	т п	9	9
31	для него	7	8
32	лишь в	7	8
33	большинстве случаев	3	8
34	то же	6	8
35	с точки	7	8
36	и его	21	8
37	или в	3	8
38	слово в	2	8
39	перед нами	2	7
40	в самом	16	7
41	в то	5	7
42	то что	6	7
43	что же	5	7
44	а не	6	7
45	в этих	2	6
46	в том	11	6
47	при этом	9	6
48	в котором	2	6
49	и наконец	4	6
50	и все	3	6
51	не как	4	6
52	приводит к	2	6
53	здесь не	4	6
54	так сказать	3	6
55	же время	5	5
56	хотя и	3	5
57	к нему	3	5
58	все это	3	5
59	таким образом	20	5
60	все эти	6	5
61	а в	6	5
62	и с	9	5
63	но ведь	3	5
64	бы в	5	5
65	к другому	2	5
66	на фоне	4	5
67	вовсе не	11	5
68	но не	2	5
69	было бы	6	5
70	в той	2	5
71	самом деле	8	5
72	в слове	5	5
73	сам по	3	5
74	не могут	7	4
75	что в	7	4
76	с другой	3	4
77	к тому	4	4
78	до конца	2	4
79	но это	2	4
80	вот как	4	4
81	слово как	2	4
82	т д	5	4
83	должно быть	2	4
84	в результате	6	4
85	их в	2	4
86	же и	2	4
87	так как	4	4
88	а как	3	4
89	с его	11	4
90	как его	2	4
91	более того	5	4
92	совершенно не	4	4
93	в своей	7	4
94	если же	2	4
95	и до	3	4
96	во всех	5	4
97	в отличие	2	4
98	там где	4	4
99	между ними	2	4
100	мы не	3	4
101	как раз	6	4
102	этот вопрос	2	4
103	речи и	3	4
104	только в	6	4
105	установка на	2	4
106	и это	2	4
107	отличие от	2	4
108	должна быть	5	3
109	это не	2	3
110	в одной	2	3
111	он был	2	3
112	такой же	3	3
113	кроме того	2	3
114	в виду	2	3
115	со всею	2	3
116	слово у	2	3
117	и их	3	3
118	в их	6	3
119	и только	5	3
120	и даже	4	3
121	он и	3	3
122	и здесь	3	3
123	ни на	2	3
124	его в	3	3
125	в художественном	2	3
126	с ним	2	3
127	между тем	2	3
128	если бы	5	3
129	в единстве	2	3
130	и к	4	3
131	по существу	7	3
132	она не	2	3
133	даже в	2	3
134	что и	8	3
135	все же	8	3
136	так и	8	3
137	только на	3	3
138	уже не	7	3
139	другой стороны	4	3
140	и для	5	3
141	не была	2	3
142	ничего не	4	3
143	слова как	2	3
144	тем что	8	3
145	могут быть	6	3
146	и ее	6	3
147	и этим	2	3
148	а лишь	3	2
149	уже в	2	2
150	самый предмет	2	2
151	в сторону	4	2
152	та же	2	2
153	из этих	3	2
154	в конце	2	2
155	была бы	3	2
156	для понимания	6	2
157	что на	2	2
158	ни в	2	2
159	себе а	2	2
160	и как	3	2
161	но все	3	2
162	лишь как	4	2
163	времени и	2	2
164	что это	3	2
165	например в	3	2
166	и др	3	2
167	то это	3	2
168	в целом	3	2
169	отношение к	2	2
170	то и	3	2
171	для этого	2	2
172	того что	3	2
173	особенно в	3	2
174	всего этого	5	2
175	только так	2	2
176	не входит	3	2
177	с ними	2	2
178	каждый из	3	2
179	от одного	2	2
180	сказать что	2	2
181	именно как	4	2
182	из них	4	2
183	в первом	7	2
184	во всяком	5	2
185	произведения как	2	2
186	и всякое	2	2
187	превращается в	2	2
188	самом предмете	2	2
189	с этим	5	2
190	в такой	2	2
191	раз и	4	2
192	этом смысле	2	2
193	с теми	2	2
194	и о	2	2
195	конце концов	2	2
196	на почве	9	2
197	не есть	3	2
198	и пр	21	2
199	в процессе	9	2
200	быть и	3	2
201	в самый	2	2
202	ее в	2	2
203	он пишет	2	2
204	как в	4	2
205	входит в	4	2
206	еще более	5	2
207	если мы	5	2
208	том что	2	2
209	что не	4	2
210	тем же	3	2
211	хотя бы	6	2
212	в таком	2	2
213	чтобы сделать	2	2
214	здесь с	2	2
215	и то	2	2
216	в поэзии	12	2
