N	2gram	Tiupa_Narr_1	Myshleni
1	в том	18	42
2	том что	14	35
3	точки зрения	10	24
4	в этом	17	24
5	в качестве	21	21
6	и в	19	20
7	что в	3	19
8	в основе	5	17
9	то же	4	16
10	то что	11	15
11	не только	32	15
12	что они	3	14
13	как мы	3	13
14	с другой	8	12
15	при этом	9	12
16	может быть	25	12
17	так же	2	11
18	в его	9	11
19	с точки	2	11
20	этого слова	2	11
21	в себе	8	10
22	только в	4	10
23	и как	5	9
24	одной стороны	7	9
25	но и	23	9
26	другой стороны	4	9
27	с одной	7	9
28	между тем	3	9
29	как это	6	9
30	как и	7	9
31	и не	20	8
32	и тем	4	8
33	в результате	2	8
34	было бы	4	8
35	в собственном	2	7
36	как бы	4	7
37	этом отношении	3	7
38	что мы	2	7
39	и тот	2	7
40	самом деле	2	7
41	тем самым	6	7
42	а не	12	7
43	тем что	3	7
44	могут быть	3	7
45	уже в	3	6
46	к тому	7	6
47	тому же	5	6
48	же как	3	6
49	такого рода	7	6
50	не может	10	6
51	те же	4	6
52	и на	3	6
53	сказать что	4	6
54	по своей	3	6
55	его в	2	6
56	что он	6	6
57	в силу	4	6
58	можно было	2	6
59	перед нами	4	5
60	в частности	14	5
61	никогда не	3	5
62	это не	2	5
63	выступает в	2	5
64	не является	8	5
65	и его	5	5
66	между собой	2	5
67	все же	7	5
68	о том	6	5
69	речь идет	4	5
70	так и	9	5
71	как в	7	5
72	все эти	2	5
73	в своем	2	4
74	обратимся к	3	4
75	из них	3	4
76	на том	3	4
77	и только	2	4
78	роль в	2	4
79	этой точки	2	4
80	и с	4	4
81	состоит в	13	4
82	на первый	2	4
83	по выражению	2	4
84	в сущности	3	4
85	во всей	2	4
86	ключ к	2	4
87	между ними	2	4
88	не в	14	4
89	и для	2	4
90	в области	2	4
91	не менее	3	3
92	в какой	2	3
93	точно так	2	3
94	в этой	5	3
95	одной из	4	3
96	один из	3	3
97	со стороны	9	3
98	в связи	2	3
99	именно в	6	3
100	столь же	3	3
101	и когда	2	3
102	к которому	2	3
103	оно может	2	3
104	но в	6	3
105	отнюдь не	5	3
106	идет о	2	3
107	различие между	2	3
108	приходит к	2	3
109	по существу	2	3
110	представляет собой	13	3
111	но не	5	3
112	как известно	2	3
113	не являются	2	3
114	наряду с	2	3
115	в обоих	2	3
116	себя в	5	3
117	когда он	3	3
118	приводит к	2	3
119	совершенно не	2	3
120	этого понятия	2	3
121	со словами	2	3
122	ни в	3	3
123	связи с	4	3
124	может не	3	2
125	том числе	6	2
126	должна быть	2	2
127	числе и	4	2
128	прежде всего	4	2
129	что на	2	2
130	свою очередь	3	2
131	переход от	4	2
132	в свою	3	2
133	для него	2	2
134	что это	3	2
135	вслед за	4	2
136	одним из	2	2
137	в ней	3	2
138	в нем	4	2
139	к нему	5	2
140	от одной	2	2
141	данном случае	4	2
142	отличается от	4	2
143	в отличие	5	2
144	собой не	2	2
145	они не	2	2
146	не имеет	2	2
147	а в	11	2
148	поведения в	2	2
149	к другой	2	2
150	в данном	5	2
151	из этих	3	2
152	но как	2	2
153	когда мы	2	2
154	мы имеем	2	2
155	в известном	2	2
156	между двумя	5	2
157	у него	4	2
158	которая в	2	2
159	в памяти	2	2
160	еще не	7	2
161	далеко не	5	2
162	а также	7	2
163	даже в	2	2
164	не есть	3	2
165	как говорит	3	2
166	и т.п	8	2
167	тогда как	12	2
168	а с	3	2
169	если не	4	2
170	в той	6	2
171	и он	3	2
172	в таком	2	2
173	тому как	2	2
174	подобно тому	2	2
175	и т.д	7	2
176	здесь не	4	2
177	который по	3	2
178	отличие от	5	2
179	же не	4	2
