N	2gram	Propp_Isto_1	Literetu
1	и не	9	22
2	и в	28	16
3	при этом	3	15
4	не только	12	14
5	но и	10	14
6	в этом	8	14
7	а не	15	12
8	то что	9	12
9	может быть	25	12
10	в том	9	12
11	в частности	2	11
12	не в	9	10
13	то же	12	9
14	так и	9	9
15	того что	4	9
16	в то	3	9
17	том что	7	8
18	не может	15	8
19	в этой	6	8
20	как бы	2	8
21	себя в	2	7
22	со стороны	2	7
23	только в	11	7
24	с другой	6	6
25	к тому	6	6
26	еще не	7	6
27	в его	5	6
28	и его	3	6
29	в себе	2	6
30	в другом	3	6
31	о том	9	6
32	в качестве	5	5
33	это не	7	5
34	что он	10	5
35	в ее	2	5
36	как и	4	5
37	в целом	2	5
38	вместе с	6	5
39	как в	2	5
40	а именно	4	5
41	в отличие	2	5
42	а в	7	5
43	именно в	3	5
44	в основе	4	5
45	отличие от	2	5
46	но не	5	4
47	в рамках	2	4
48	никогда не	14	4
49	однако в	2	4
50	даже в	4	4
51	по существу	5	4
52	одной стороны	4	4
53	и если	2	4
54	в начале	3	4
55	и для	4	4
56	одним из	2	4
57	отношению к	3	4
58	из них	3	4
59	по отношению	3	4
60	с одной	4	4
61	пути в	2	4
62	должно быть	2	4
63	как будто	4	4
64	в одном	5	4
65	ни к	2	3
66	только для	2	3
67	прежде всего	10	3
68	а затем	2	3
69	и как	2	3
70	например в	5	3
71	вслед за	6	3
72	еще в	2	3
73	однако не	2	3
74	и тем	2	3
75	но уже	2	3
76	уже не	3	3
77	потому что	4	3
78	по своей	2	3
79	там где	4	3
80	как это	3	3
81	отношения к	2	3
82	в области	2	3
83	но в	8	3
84	между тем	2	3
85	ни было	2	2
86	что в	12	2
87	не менее	6	2
88	если бы	8	2
89	то ни	2	2
90	как о	2	2
91	не как	3	2
92	я не	3	2
93	к этому	2	2
94	не всегда	8	2
95	вследствие этого	2	2
96	вопрос о	5	2
97	по себе	3	2
98	на то	4	2
99	в нем	2	2
100	а по	2	2
101	связи с	4	2
102	так чтобы	2	2
103	для него	2	2
104	было бы	7	2
105	без другого	2	2
106	что не	2	2
107	во всех	2	2
108	том чтобы	2	2
109	легко может	2	2
110	о нем	2	2
111	не вполне	2	2
112	один из	4	2
113	еще один	2	2
114	не с	3	2
115	то это	3	2
116	что и	6	2
117	все же	10	2
118	бы то	2	2
119	когда он	6	2
120	с ней	2	2
121	в ту	2	2
122	и тогда	3	2
123	как мы	3	2
124	во всей	2	2
125	так же	7	2
126	как раз	2	2
127	и только	2	2
128	еще и	2	2
129	и вот	2	2
130	не означает	2	2
131	другой стороны	5	2
132	и даже	4	2
133	право на	2	2
134	и на	4	2
135	отказ от	2	2
136	и с	4	2
137	тем что	3	2
138	он в	2	2
139	xix века	2	2
140	представляет собой	4	2
141	не знает	5	2
142	же самое	3	2
143	могли бы	3	2
144	его в	6	2
145	и потому	2	2
146	здесь не	4	2
147	в глубине	2	2
148	ее в	5	2
